cpx_gene,pls_metabolite,VECPAC_r,VECPAC_p,VECPAC_n,DSS_r,DSS_p,DSS_n,LPS_r,LPS_p,LPS_n,Pooled_r,Pooled_p,Pooled_n,r Count,Consistent,Sign,Pooled FDR
ENSMUSG00000040158-P,"2,5-Dimethoxybenzonitrile",-0.8660254037844387,0.3333333333333332,3,-0.5,0.6666666666666667,3,-0.0857142857142857,0.8717434402332361,6,-0.3985946445709002,0.1993438140684533,12,3,True,-,0.4550862057541144
ENSMUSG00000039883-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.3142857142857143,0.5440932944606414,6,-0.2837132196770302,0.3715096669392785,12,3,True,-,0.5802116314615051
ENSMUSG00000024253-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.4857142857142857,0.3287230320699709,6,0.2066553081598121,0.5193022970166132,12,3,True,+,0.6790770920930427
ENSMUSG00000019897-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,0.5,0.6666666666666667,3,0.6571428571428573,0.1561749271137023,6,0.62697118916282,0.0291128808659876,12,3,True,+,0.27522844182667844
ENSMUSG00000036819-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.3714285714285715,0.4684781341107871,6,0.2136605728431956,0.5049126875860396,12,3,True,+,0.6709127685055402
ENSMUSG00000041438-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,1.0,0.0,3,0.6,0.2079999999999998,6,0.8371291296643237,0.0006820012896813,12,3,True,+,0.13979852011500762
ENSMUSG00000000305-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.4285714285714286,0.3965014577259474,6,-0.4483369397365416,0.1437981174912373,12,3,True,-,0.41266203065493
ENSMUSG00000026341-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,1.0,0.0,3,0.1428571428571428,0.7871720116618075,6,0.3537658665108649,0.2592665286763144,12,3,True,+,0.5019803633060358
ENSMUSG00000021431-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,0.5,0.6666666666666667,3,0.3142857142857143,0.5440932944606414,6,0.5008764248619176,0.0971737747799286,12,3,True,+,0.3671841866980592
ENSMUSG00000042729-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,1.0,0.0,3,0.5428571428571429,0.2657026239067055,6,0.4658501014450003,0.1269190767341067,12,3,True,+,0.39606214834634335
ENSMUSG00000047264-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.2,0.704,6,-0.4028027192945491,0.1942016694180576,12,3,True,-,0.44965880103903305
ENSMUSG00000022463-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.3714285714285715,0.4684781341107871,6,-0.5534159099872935,0.0619578253998606,12,3,True,-,0.32415163158439425
ENSMUSG00000026784-P,"2,5-Dimethoxybenzonitrile",-0.8660254037844387,0.3333333333333332,3,-1.0,0.0,3,-0.8285714285714287,0.0415626822157433,6,-0.7442784956146897,0.0055009953759277,12,3,True,-,0.19278950241529638
ENSMUSG00000096971-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,0.5,0.6666666666666667,3,0.3714285714285715,0.4684781341107871,6,0.3292474401190227,0.2960074116283159,12,3,True,+,0.5279789949010418
ENSMUSG00000002455-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.942857142857143,0.004804664723032,6,-0.6760080419465042,0.0158066882441518,12,3,True,-,0.2371421402978435
ENSMUSG00000049739-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,0.5,0.6666666666666667,3,0.0857142857142857,0.8717434402332361,6,0.3817869252443988,0.2207080155044026,12,3,True,+,0.47246797300896626
ENSMUSG00000055044-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-1.0,0.0,3,-0.6571428571428573,0.1561749271137023,6,-0.792982456140351,0.0020905154803179,12,3,True,-,0.1580752229925569
ENSMUSG00000091549-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.2,0.704,6,-0.0456140350877193,0.8880575395703189,12,3,True,-,0.9217010078519909
ENSMUSG00000032009-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,0.5,0.6666666666666667,3,0.8285714285714287,0.0415626822157433,6,0.6725054096048124,0.0165692907131667,12,3,True,+,0.23879854047573384
ENSMUSG00000028041-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.2571428571428572,0.6227871720116618,6,-0.4658501014450003,0.1269190767341067,12,3,True,-,0.39606214834634335
ENSMUSG00000058492-P,"2,5-Dimethoxybenzonitrile",,,3,0.5,0.6666666666666667,3,0.0303588370359458,0.9544757346935632,6,0.2299406872385243,0.4721714501646963,12,2,True,+,0.6489108553639588
ENSMUSG00000041408-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,0.5,0.6666666666666667,3,0.1428571428571428,0.7871720116618075,6,0.4448343073948499,0.1473386987123887,12,3,True,+,0.41475707862613065
ENSMUSG00000026029-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,1.0,0.0,3,0.6,0.2079999999999998,6,0.0105078970250751,0.9741445288204628,12,3,True,+,0.9797470321911809
ENSMUSG00000027706-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.2,0.704,6,-0.5288974835954515,0.0770523903726765,12,3,True,-,0.34225676856038256
ENSMUSG00000023341-P,"2,5-Dimethoxybenzonitrile",,,3,-0.5,0.6666666666666667,3,-0.4638168285219587,0.3541642984362303,6,-0.3757567328044179,0.2286954251483191,12,2,True,-,0.47918646013958555
ENSMUSG00000103657-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.5507824838698261,0.2573693316225744,6,-0.5883110060307674,0.0442037860529415,12,3,True,-,0.3025514592394305
ENSMUSG00000026896-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.7714285714285715,0.0723965014577259,6,-0.6970238359966545,0.011760970883598,12,3,True,-,0.2237064650518294
ENSMUSG00000021482-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.2571428571428572,0.6227871720116618,6,-0.1786342494262783,0.5785671838739677,12,3,True,-,0.717618543922665
ENSMUSG00000044317-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.2571428571428572,0.6227871720116618,6,-0.4912280701754387,0.1048456241390794,12,3,True,-,0.3742376429479613
ENSMUSG00000021886-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.2571428571428572,0.6227871720116618,6,-0.4238185133446995,0.1697534073256746,12,3,True,-,0.432883729081217
ENSMUSG00000046351-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,0.5,0.6666666666666667,3,0.3714285714285715,0.4684781341107871,6,0.4938711601785341,0.1027051833464725,12,3,True,+,0.370711815388976
ENSMUSG00000037736-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,1.0,0.0,3,0.3714285714285715,0.4684781341107871,6,0.3887921899277822,0.2116429672200427,12,3,True,+,0.4640993685982453
ENSMUSG00000095677-P,"2,5-Dimethoxybenzonitrile",-0.8660254037844387,0.3333333333333332,3,-0.5,0.6666666666666667,3,-0.942857142857143,0.004804664723032,6,-0.557327025152232,0.0597562559995961,12,3,True,-,0.32217146478561814
ENSMUSG00000100075-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.1159542071304896,0.826848213385815,6,-0.4242970285918868,0.1692205358158659,12,3,True,-,0.4328037890781798
ENSMUSG00000002844-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.0857142857142857,0.8717434402332361,6,-0.2802105873353385,0.3776981560766677,12,3,True,-,0.5853856909294295
ENSMUSG00000029270-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-1.0,0.0,3,-0.2,0.704,6,-0.2942211167021054,0.3532650593842815,12,3,True,-,0.5684124243554644
ENSMUSG00000021215-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-1.0,0.0,3,-0.2571428571428572,0.6227871720116618,6,-0.6584948802380455,0.0198921335249136,12,3,True,-,0.2516346411512099
ENSMUSG00000031112-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.5428571428571429,0.2657026239067055,6,0.3747816605610153,0.2300029800062526,12,3,True,+,0.4799173875063448
ENSMUSG00000032018-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.7142857142857143,0.1107871720116617,6,0.2276711022099625,0.4766758243984985,12,3,True,+,0.6515149497709405
ENSMUSG00000050321-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.3714285714285715,0.4684781341107871,6,-0.3817869252443988,0.2207080155044026,12,3,True,-,0.47246797300896626
ENSMUSG00000052566-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.4857142857142857,0.3287230320699709,6,-0.6760080419465042,0.0158066882441518,12,3,True,-,0.2371421402978435
ENSMUSG00000030256-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.2,0.704,6,-0.2136605728431956,0.5049126875860396,12,3,True,-,0.6709127685055402
ENSMUSG00000021481-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-1.0,0.0,3,-0.7142857142857143,0.1107871720116617,6,-0.7530659534637223,0.0046938930486737,12,3,True,-,0.18835581980817803
ENSMUSG00000041642-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-1.0,0.0,3,-0.8857142857142858,0.0188454810495626,6,-0.8056054385890983,0.0015614291109292,12,3,True,-,0.152924328041754
ENSMUSG00000066113-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,1.0,0.0,3,0.0285714285714285,0.9571545189504372,6,0.0525394851253759,0.8711783093619829,12,3,True,+,0.9108023530877702
ENSMUSG00000051043-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-1.0,0.0,3,-0.0285714285714285,0.9571545189504372,6,-0.5078816895453011,0.0918457918572556,12,3,True,-,0.35963724594175134
ENSMUSG00000037716-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.0285714285714285,0.9571545189504372,6,-0.3187395430939476,0.3126016762184119,12,3,True,-,0.5401945298991075
ENSMUSG00000024472-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,1.0,0.0,3,0.3714285714285715,0.4684781341107871,6,0.5569185423289853,0.0599836082381667,12,3,True,+,0.32217146478561814
ENSMUSG00000034579-P,"2,5-Dimethoxybenzonitrile",-0.8660254037844387,0.3333333333333332,3,-0.8660254037844387,0.3333333333333332,3,-0.6982532518267538,0.1228394633733959,6,-0.5702515938110901,0.052868488559849,12,3,True,-,0.3152651930840207
ENSMUSG00000038545-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,1.0,0.0,3,0.5428571428571429,0.2657026239067055,6,0.5183895865703763,0.084228780434759,12,3,True,+,0.3522810824790006
ENSMUSG00000029840-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.3714285714285715,0.4684781341107871,6,0.6024527627709778,0.0381594755494202,12,3,True,+,0.29265733391363613
ENSMUSG00000030268-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.8660254037844387,0.3333333333333332,3,-0.4285714285714286,0.3965014577259474,6,-0.3351016923383674,0.286982001256747,12,3,True,-,0.5219611703422105
ENSMUSG00000090110-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.0285714285714285,0.9571545189504372,6,-0.3467606018274814,0.2694793884630331,12,3,True,-,0.5087671366477517
ENSMUSG00000067928-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,0.5,0.6666666666666667,3,0.2571428571428572,0.6227871720116618,6,0.5429080129622184,0.0681500850864123,12,3,True,+,0.3333358708323446
ENSMUSG00000028701-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.4285714285714286,0.3965014577259474,6,0.4413316750531582,0.1509347288754138,12,3,True,+,0.41797390527850026
ENSMUSG00000032172-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.4285714285714286,0.3965014577259474,6,-0.6094580274543613,0.0353946454668789,12,3,True,-,0.28851360186831454
ENSMUSG00000085207-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-1.0,0.0,3,-0.4638168285219587,0.3541642984362303,6,-0.5008888453899808,0.097164148947537,12,3,True,-,0.3671841866980592
ENSMUSG00000048175-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.4285714285714286,0.3965014577259474,6,-0.6199659244794364,0.0315202260794163,12,3,True,-,0.28007957872422895
ENSMUSG00000047989-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.0285714285714285,0.9571545189504372,6,-0.4763579984700755,0.1174417568790223,12,3,True,-,0.3868950558362281
ENSMUSG00000071253-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,1.0,0.0,3,0.0857142857142857,0.8717434402332361,6,0.6444843508712786,0.0236773475803481,12,3,True,+,0.2643927885468579
ENSMUSG00000041841-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.3714285714285715,0.4684781341107871,6,-0.5113843218869928,0.0892571722151938,12,3,True,-,0.3579032288309645
ENSMUSG00000021010-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-1.0,0.0,3,-0.5428571428571429,0.2657026239067055,6,-0.651489615554662,0.0217247350674116,12,3,True,-,0.2574348680510562
ENSMUSG00000029034-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,1.0,0.0,3,0.0857142857142857,0.8717434402332361,6,0.5849396010625192,0.045739074410112,12,3,True,+,0.30464832833191546
ENSMUSG00000050856-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.2571428571428572,0.6227871720116618,6,-0.3993000869528573,0.1984760180314365,12,3,True,-,0.4550862057541144
ENSMUSG00000056952-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.7714285714285715,0.0723965014577259,6,-0.54641064530391,0.0660406040682351,12,3,True,-,0.3310954609366922
ENSMUSG00000027598-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.2571428571428572,0.6227871720116618,6,-0.2276711022099625,0.4766758243984985,12,3,True,-,0.6515149497709405
ENSMUSG00000024576-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,1.0,0.0,3,0.0857142857142857,0.8717434402332361,6,0.2977237490437971,0.3472914609278877,12,3,True,+,0.5640005369192587
ENSMUSG00000030697-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-1.0,0.0,3,-0.3714285714285715,0.4684781341107871,6,-0.2311737345516542,0.4697325571728438,12,3,True,-,0.6469476918464553
ENSMUSG00000024191-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,0.5,0.6666666666666667,3,0.4857142857142857,0.3287230320699709,6,0.7110343653634216,0.0095287611676986,12,3,True,+,0.214070872707488
ENSMUSG00000034377-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.4285714285714286,0.3965014577259474,6,0.5394053806205267,0.0703055633516462,12,3,True,+,0.336236357663792
ENSMUSG00000023064-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.0285714285714285,0.9571545189504372,6,-0.1681263524012031,0.6014537771328918,12,3,True,-,0.7332445977164919
ENSMUSG00000037221-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.0285714285714285,0.9571545189504372,6,-0.5989501304292861,0.0395980557151431,12,3,True,-,0.2944229289612354
ENSMUSG00000038608-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.4928053803045811,0.3206325828658273,6,-0.2433896502247089,0.4458905428596915,12,3,True,-,0.6312820314526615
ENSMUSG00000025869-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.3142857142857143,0.5440932944606414,6,-0.54641064530391,0.0660406040682351,12,3,True,-,0.3310954609366922
ENSMUSG00000007613-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,1.0,0.0,3,0.8285714285714287,0.0415626822157433,6,0.7845896445389478,0.0025116023149757,12,3,True,+,0.16534506981358268
ENSMUSG00000049571-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,0.5,0.6666666666666667,3,0.0857142857142857,0.8717434402332361,6,0.0315236910752255,0.9225248645215404,12,3,True,+,0.9448019800033949
ENSMUSG00000017831-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,1.0,0.0,3,0.5428571428571429,0.2657026239067055,6,0.5543859649122808,0.0614066170451448,12,3,True,+,0.32415163158439425
ENSMUSG00000029772-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.0857142857142857,0.8717434402332361,6,0.1891421464513535,0.5560328502017109,12,3,True,+,0.703368804480078
ENSMUSG00000011831-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,1.0,0.0,3,0.2571428571428572,0.6227871720116618,6,0.2977237490437971,0.3472914609278877,12,3,True,+,0.5640005369192587
ENSMUSG00000031838-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.6,0.2079999999999998,6,-0.6584948802380455,0.0198921335249136,12,3,True,-,0.2516346411512099
ENSMUSG00000045094-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.0857142857142857,0.8717434402332361,6,-0.4070175438596491,0.1891340378465381,12,3,True,-,0.44672183616314765
ENSMUSG00000032288-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.3714285714285715,0.4684781341107871,6,-0.4098079839779326,0.1858244908440448,12,3,True,-,0.4444315467547925
ENSMUSG00000054717-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.2571428571428572,0.6227871720116618,6,-0.234676366893346,0.4628366435492134,12,3,True,-,0.6422408500759621
ENSMUSG00000038555-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.2,0.704,6,-0.469352733786692,0.1237063282081177,12,3,True,-,0.3938067450583519
ENSMUSG00000024002-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.1428571428571428,0.7871720116618075,6,-0.234676366893346,0.4628366435492134,12,3,True,-,0.6422408500759621
ENSMUSG00000052584-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.6,0.2079999999999998,6,-0.4028027192945491,0.1942016694180576,12,3,True,-,0.44965880103903305
ENSMUSG00000027108-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.0857142857142857,0.8717434402332361,6,-0.0490368527836842,0.8797094411808868,12,3,True,-,0.9168721299768342
ENSMUSG00000044365-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,1.0,0.0,3,0.7142857142857143,0.1107871720116617,6,0.6935212036549628,0.0123748962417939,12,3,True,+,0.22802908293673854
ENSMUSG00000056735-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.1428571428571428,0.7871720116618075,6,-0.3456838510437895,0.2710694113637213,12,3,True,-,0.5103942713515934
ENSMUSG00000069631-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,1.0,0.0,3,0.2,0.704,6,0.4238185133446995,0.1697534073256746,12,3,True,+,0.432883729081217
ENSMUSG00000040242-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.4285714285714286,0.3965014577259474,6,0.4098079839779326,0.1858244908440448,12,3,True,+,0.4444315467547925
ENSMUSG00000039959-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.1428571428571428,0.7871720116618075,6,0.2276711022099625,0.4766758243984985,12,3,True,+,0.6515149497709405
ENSMUSG00000020297-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.4857142857142857,0.3287230320699709,6,-0.6094580274543613,0.0353946454668789,12,3,True,-,0.28851360186831454
ENSMUSG00000061689-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.0857142857142857,0.8717434402332361,6,-0.5113843218869928,0.0892571722151938,12,3,True,-,0.3579032288309645
ENSMUSG00000070527-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-1.0,0.0,3,-0.0579771035652448,0.9131317851623264,6,-0.3422900398724464,0.2761162337328516,12,3,True,-,0.5137664981327493
ENSMUSG00000038390-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.1428571428571428,0.7871720116618075,6,-0.3467606018274814,0.2694793884630331,12,3,True,-,0.5087671366477517
ENSMUSG00000034349-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,1.0,0.0,3,0.2571428571428572,0.6227871720116618,6,0.5008764248619176,0.0971737747799286,12,3,True,+,0.3671841866980592
ENSMUSG00000052056-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.5428571428571429,0.2657026239067055,6,-0.2031526758181204,0.5265630529109769,12,3,True,-,0.6850926737360737
ENSMUSG00000020235-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-1.0,0.0,3,-0.6,0.2079999999999998,6,-0.7530659534637223,0.0046938930486737,12,3,True,-,0.18835581980817803
ENSMUSG00000071637-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.2571428571428572,0.6227871720116618,6,-0.2977237490437971,0.3472914609278877,12,3,True,-,0.5640005369192587
ENSMUSG00000097462-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.3142857142857143,0.5440932944606414,6,0.2105263157894737,0.5113288802015623,12,3,True,+,0.6744715918711222
ENSMUSG00000027210-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.3142857142857143,0.5440932944606414,6,-0.2171632051848873,0.4977849019272634,12,3,True,-,0.6661464149071796
ENSMUSG00000056999-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,0.5,0.6666666666666667,3,0.1428571428571428,0.7871720116618075,6,0.469352733786692,0.1237063282081177,12,3,True,+,0.3938067450583519
ENSMUSG00000078486-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.1449427589131121,0.7841083696021083,6,-0.5526557935440543,0.0623921331625115,12,3,True,-,0.32461081391247953
ENSMUSG00000006281-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-1.0,0.0,3,-0.5428571428571429,0.2657026239067055,6,-0.6339764538462034,0.0268409444196137,12,3,True,-,0.27008163510755967
ENSMUSG00000036815-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-1.0,0.0,3,-0.1428571428571428,0.7871720116618075,6,-0.62697118916282,0.0291128808659876,12,3,True,-,0.27522844182667844
ENSMUSG00000025894-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,1.0,0.0,3,0.0857142857142857,0.8717434402332361,6,0.416813248661316,0.1776753737252057,12,3,True,+,0.43945042434700876
ENSMUSG00000032560-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.2571428571428572,0.6227871720116618,6,-0.3432579694857897,0.2746714096854005,12,3,True,-,0.5127048784685152
ENSMUSG00000041491-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,1.0,0.0,3,0.0857142857142857,0.8717434402332361,6,0.6444843508712786,0.0236773475803481,12,3,True,+,0.2643927885468579
ENSMUSG00000015363-P,"2,5-Dimethoxybenzonitrile",1.0,0.0,3,0.5,0.6666666666666667,3,0.0285714285714285,0.9571545189504372,6,0.1120842349341354,0.7287361038413871,12,3,True,+,0.8151667356343425
ENSMUSG00000045284-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.0285714285714285,0.9571545189504372,6,0.2907184843604137,0.3592928176714781,12,3,True,+,0.5718864067002672
ENSMUSG00000033054-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,1.0,0.0,3,0.4285714285714286,0.3965014577259474,6,0.4728553661283838,0.1205473160898457,12,3,True,+,0.38962439397643744
ENSMUSG00000024873-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.5428571428571429,0.2657026239067055,6,-0.5814369687208274,0.0473735961718798,12,3,True,-,0.3071353335350502
ENSMUSG00000039899-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.7142857142857143,0.1107871720116617,6,-0.5569185423289853,0.0599836082381667,12,3,True,-,0.32217146478561814
ENSMUSG00000042557-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.1428571428571428,0.7871720116618075,6,-0.3047290137271806,0.3355078216764541,12,3,True,-,0.5560233803955449
ENSMUSG00000035692-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.7142857142857143,0.1107871720116617,6,-0.7228070175438597,0.0079113183986991,12,3,True,-,0.20214682061551334
ENSMUSG00000059456-P,"2,5-Dimethoxybenzonitrile",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.8285714285714287,0.0415626822157433,6,-0.8231186002975569,0.0010049467838746,12,3,True,-,0.1495547607717696
ENSMUSG00000020886-P,"2,5-Dimethoxybenzonitrile",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.2571428571428572,0.6227871720116618,6,-0.4098079839779326,0.1858244908440448,12,3,True,-,0.4444315467547925
ENSMUSG00000021709-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.4857142857142857,0.3287230320699709,6,0.4343264103697747,0.1582939436679792,12,3,True,+,0.42397490176811115
ENSMUSG00000031617-P,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.6,0.2079999999999998,6,0.5569185423289853,0.0599836082381667,12,3,True,+,0.32217146478561814
