n1,n2,source
Nonadecanoic acid-P,alpha-Tocopherol-P,PLS
Nonadecanoic acid-P,Arabinaric acid-P,PLS
Nonadecanoic acid-P,"Cholesta-3,5-diene-P",PLS
Nonadecanoic acid-P,Diphenyl ether-P,PLS
Nonadecanoic acid-P,"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]--P",PLS
Nonadecanoic acid-P,Nonanal-P,PLS
Nonadecanoic acid-P,Pentadecanoic acid-P,PLS
Nonadecanoic acid-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",PLS
Nonadecanoic acid-P,Phlorizin-P,PLS
Nonadecanoic acid-P,"Propanetriol, 2-methyl--P",PLS
Nonadecanoic acid-P,Salsoline-P,PLS
Nonadecanoic acid-P,"Stigmast-5-ene, 3beta--P",PLS
Nonadecanoic acid-P,Triethanolamine-P,PLS
Nonadecanoic acid-P,L-Tyrosine-P,PLS
Nonanal-P,(pm)-alpha-Tocopherol acetate-P,PLS
Nonanal-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
Nonanal-P,1-Octanol-P,PLS
Nonanal-P,"2-Propanone, bis(1-methylethyl)hydrazone-P",PLS
Nonanal-P,5-Hydroxytryptophan-P,PLS
Nonanal-P,alpha-Tocopherol-P,PLS
Nonanal-P,Diphenyl ether-P,PLS
Nonanal-P,"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]--P",PLS
Nonanal-P,Itaconic acid-P,PLS
Nonanal-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",PLS
Nonanal-P,"Pentenoic acid, 4-[(trimethylsilyl)oxy]--P",PLS
Nonanal-P,Phenoxyacetic acid-P,PLS
Nonanal-P,Phloroglucinol-P,PLS
Nonanal-P,Pimelic acid-P,PLS
Nonanal-P,"Propanetriol, 2-methyl--P",PLS
Nonanal-P,Salsoline-P,PLS
Nonanal-P,Triethanolamine-P,PLS
Octocrylene-P,4-Hydroxy-5-(hydroxymethyl)oxolan-2-one-P,PLS
Oxalic acid-P,"Pentanedioic acid, 2-[(trimethylsilyl)oxy]--P",PLS
p-Toluic acid-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
p-Toluic acid-P,Cyclo(L-prolyl-L-valine)-P,PLS
p-Toluic acid-P,Gln-Ala-P,PLS
p-Toluic acid-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",PLS
p-Toluic acid-P,Triethanolamine-P,PLS
Pentadecanoic acid-P,(pm)-alpha-Tocopherol acetate-P,PLS
Pentadecanoic acid-P,3'-Hydroxyacetophenone-P,PLS
Pentadecanoic acid-P,"Propanetriol, 2-methyl--P",PLS
Pentadecanoic acid-P,Stearic acid-P,PLS
Pentadecanoic acid-P,Suberic acid-P,PLS
Pentadecanoic acid-P,L-Tyrosine-P,PLS
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P","2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P",PLS
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",5-(2-Aminopropyl)-2-methylphenol-P,PLS
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",alpha-Tocopherol-P,PLS
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P","Propanetriol, 2-methyl--P",PLS
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",Tartronic acid-P,PLS
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P","Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)--P",PLS
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",Triethanolamine-P,PLS
"Pentenoic acid, 4-[(trimethylsilyl)oxy]--P",(pm)-alpha-Tocopherol acetate-P,PLS
"Pentenoic acid, 4-[(trimethylsilyl)oxy]--P",1-Phenylethanol-P,PLS
"Pentenoic acid, 4-[(trimethylsilyl)oxy]--P","2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P",PLS
"Pentenoic acid, 4-[(trimethylsilyl)oxy]--P",Diphenyl ether-P,PLS
"Pentenoic acid, 4-[(trimethylsilyl)oxy]--P",Metanephrine-P,PLS
"Pentenoic acid, 4-[(trimethylsilyl)oxy]--P",Phlorizin-P,PLS
"Pentenoic acid, 4-[(trimethylsilyl)oxy]--P","Propanetriol, 2-methyl--P",PLS
Phenoxyacetic acid-P,"(R*,S*)-2,3-Dihydroxybutanoic acid-P",PLS
Phenoxyacetic acid-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
Phenoxyacetic acid-P,1-Octanol-P,PLS
Phenoxyacetic acid-P,"2-Amino-4,6-dihydroxypyrimidine-P",PLS
Phenoxyacetic acid-P,"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P",PLS
Phenoxyacetic acid-P,"2-Propanone, bis(1-methylethyl)hydrazone-P",PLS
Phenoxyacetic acid-P,3-Amino-5-morpholinomethyl-2-oxazolidinone-P,PLS
Phenoxyacetic acid-P,5-Hydroxytryptophan-P,PLS
Phenoxyacetic acid-P,Diphenyl ether-P,PLS
Phenoxyacetic acid-P,Phlorizin-P,PLS
Phenoxyacetic acid-P,S-Methyl-L-cysteine-P,PLS
Phenoxyacetic acid-P,"Stigmast-5-ene, 3beta--P",PLS
Phenoxyacetic acid-P,Trimethylsilyl oct-2-enoate-P,PLS
Phenylalanine-P,Uridine-P,PLS
Phenylalanine-P,Xylose-P,PLS
Phosalone-P,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]--P",PLS
Phosalone-P,"Propiophenone, 3',4'-dimethoxy--P",PLS
Pimelic acid-P,(pm)-alpha-Tocopherol acetate-P,PLS
Pimelic acid-P,1-Monoacetin-P,PLS
Pimelic acid-P,1-Phenylethanol-P,PLS
Pimelic acid-P,"2,5-Dimethoxybenzonitrile-P",PLS
Pimelic acid-P,4-Cumylphenol-P,PLS
Pimelic acid-P,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno--P",PLS
Pimelic acid-P,Suberic acid-P,PLS
"Propanetriol, 2-methyl--P",(pm)-alpha-Tocopherol acetate-P,PLS
"Propanetriol, 2-methyl--P",1-Monoacetin-P,PLS
"Propanetriol, 2-methyl--P","2-Propanone, bis(1-methylethyl)hydrazone-P",PLS
"Propanetriol, 2-methyl--P",7-(Trimethylsilyl)amino-4-methylcoumarin-P,PLS
"Propanetriol, 2-methyl--P",alpha-Tocopherol-P,PLS
"Propanetriol, 2-methyl--P",Benzeneacetic acid-P,PLS
"Propanetriol, 2-methyl--P",5-Hydroxyhexanoic acid-P,PLS
"Propanetriol, 2-methyl--P",Diphenyl ether-P,PLS
"Propanetriol, 2-methyl--P",Itaconic acid-P,PLS
"Propanetriol, 2-methyl--P",Phloroglucinol-P,PLS
"Propanetriol, 2-methyl--P",Propylamine-P,PLS
"Propanetriol, 2-methyl--P",Salsoline-P,PLS
"Propanetriol, 2-methyl--P",Tartronic acid-P,PLS
"Propanetriol, 2-methyl--P","Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)--P",PLS
"Propanetriol, 2-methyl--P",Triethanolamine-P,PLS
"Propanetriol, 2-methyl--P",L-Tyrosine-P,PLS
"Propanoic acid, 2-methyl--P",2-Pyrrolidinone-P,PLS
"Propanoic acid, 2-methyl--P",4-Hydroxybenzaldehyde-P,PLS
"Propanoic acid, 2-methyl--P","D-(-)-Ribofuranose, tetrakis-P",PLS
"Propanoic acid, 2-oxo--P","3-Methoxyamphetamine, 4-Trimethylsilyloxy, N,N-bis(Trimethylsilyloxy)--P",PLS
"Propanoic acid, 2-oxo--P",Dimethyl fumarate-P,PLS
"Propanoic acid, 2-oxo--P","Pyrazine, 3,6-dimethyl-2,5-bis(trimethylsilyloxy)--P",PLS
"Propanoic acid, 2-oxo--P","Ribonic acid, 2,3,4,5-tetrakis--P",PLS
Propylamine-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
Propylamine-P,5-(2-Aminopropyl)-2-methylphenol-P,PLS
Propylamine-P,"5-Androsten-17alpha-methyl-3beta,17beta-diol-P",PLS
Propylamine-P,alpha-Tocopherol-P,PLS
Propylamine-P,p-Hydroxydiisopropylbenzene-P,PLS
Propylamine-P,Tartronic acid-P,PLS
Propylamine-P,Triethanolamine-P,PLS
"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]--P",1-Phenylethanol-P,PLS
"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]--P","2,5-Dimethoxyphenol-P",PLS
"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]--P",4-Cumylphenol-P,PLS
"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]--P",Octopamine-P,PLS
"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro--P",Niacinamide-P,PLS
Ribitol-P,5-Aminovaleric acid-P,PLS
Ribitol-P,D-Leucylglycylglycine-P,PLS
Sertraline carbamoyl glucuronide-P,"Acetamide, N,N-diethyl--P",PLS
Sertraline carbamoyl glucuronide-P,"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate-P",PLS
Sertraline carbamoyl glucuronide-P,D-Proline-P,PLS
Sertraline carbamoyl glucuronide-P,p-Hydroxydiisopropylbenzene-P,PLS
"Stigmast-5-ene, 3beta--P",(pm)-alpha-Tocopherol acetate-P,PLS
"Stigmast-5-ene, 3beta--P",1-(4-Hydroxybenzylidene)acetone-P,PLS
"Stigmast-5-ene, 3beta--P",1-Monoacetin-P,PLS
"Stigmast-5-ene, 3beta--P","2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P",PLS
"Stigmast-5-ene, 3beta--P",2-Naphthol-P,PLS
"Stigmast-5-ene, 3beta--P",5-Hydroxytryptophan-P,PLS
"Stigmast-5-ene, 3beta--P",Arabinaric acid-P,PLS
"Stigmast-5-ene, 3beta--P",Diphenyl ether-P,PLS
"Stigmast-5-ene, 3beta--P",Phloroglucinol-P,PLS
"Stigmast-5-ene, 3beta--P",Salsoline-P,PLS
Suberic acid-P,Hexanedioic acid-P,PLS
Suberic acid-P,L-Tyrosine-P,PLS
"Tacrine, N-trimethylsilyl--P",3-Indolepropionic acid-P,PLS
Tartronic acid-P,(pm)-alpha-Tocopherol acetate-P,PLS
Tartronic acid-P,1-Tetradecanol-P,PLS
Tartronic acid-P,"5-Androsten-17alpha-methyl-3beta,17beta-diol-P",PLS
Tartronic acid-P,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno--P",PLS
Tartronic acid-P,Benzeneacetic acid-P,PLS
Tartronic acid-P,5-Hydroxyhexanoic acid-P,PLS
Tartronic acid-P,Gln-Ala-P,PLS
Tartronic acid-P,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)--P",PLS
Tartronic acid-P,Triethanolamine-P,PLS
Tributyl acetylcitrate-P,"Dimethyl hexopyranosiduronate, alpha-D--P",PLS
Triethanolamine-P,(pm)-alpha-Tocopherol acetate-P,PLS
Triethanolamine-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
Triethanolamine-P,1-Phenylethanol-P,PLS
Triethanolamine-P,3'-Hydroxyacetophenone-P,PLS
Triethanolamine-P,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno--P",PLS
Triethanolamine-P,alpha-Tocopherol-P,PLS
Triethanolamine-P,Arabinaric acid-P,PLS
Triethanolamine-P,Benzeneacetic acid-P,PLS
Triethanolamine-P,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]--P",PLS
Triethanolamine-P,"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]--P",PLS
Triethanolamine-P,Itaconic acid-P,PLS
Triethanolamine-P,Metanephrine-P,PLS
Triethanolamine-P,p-Hydroxydiisopropylbenzene-P,PLS
Trimidox-P,5-(2-Aminopropyl)-2-methylphenol-P,PLS
Trisaminol-P,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]--P",PLS
Trisaminol-P,Niacinamide-P,PLS
Trisaminol-P,"Pentanedioic acid, 2-[(trimethylsilyl)oxy]--P",PLS
Uridine-P,1-Phenylethanol-P,PLS
Uridine-P,3-Hydroxybutyric acid-P,PLS
Uridine-P,Xylose-P,PLS
"(2S,3R)-3-[(4E,7E)-Nona-4,7-dienoyl]-N,N-bis(trimethylsilyl)oxirane-2-carboxamide-P",3-Amino-5-morpholinomethyl-2-oxazolidinone-P,PLS
3-Amino-5-morpholinomethyl-2-oxazolidinone-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
3-Amino-5-morpholinomethyl-2-oxazolidinone-P,1-Octanol-P,PLS
3-Amino-5-morpholinomethyl-2-oxazolidinone-P,"Acetamide, N,N-diethyl--P",PLS
3-Amino-5-morpholinomethyl-2-oxazolidinone-P,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]--P",PLS
3-Amino-5-morpholinomethyl-2-oxazolidinone-P,L-Tyrosine-P,PLS
(pm)-alpha-Tocopherol acetate-P,"(R*,S*)-2,3-Dihydroxybutanoic acid-P",PLS
(pm)-alpha-Tocopherol acetate-P,2-Naphthol-P,PLS
(pm)-alpha-Tocopherol acetate-P,4-Hydroxybenzaldehyde-P,PLS
(pm)-alpha-Tocopherol acetate-P,5-Hydroxytryptophan-P,PLS
(pm)-alpha-Tocopherol acetate-P,Benzeneacetic acid-P,PLS
(pm)-alpha-Tocopherol acetate-P,5-Hydroxyhexanoic acid-P,PLS
(pm)-alpha-Tocopherol acetate-P,Citric acid-P,PLS
(pm)-alpha-Tocopherol acetate-P,Diphenyl ether-P,PLS
(pm)-alpha-Tocopherol acetate-P,Hexanedioic acid-P,PLS
(pm)-alpha-Tocopherol acetate-P,Itaconic acid-P,PLS
(pm)-alpha-Tocopherol acetate-P,p-Hydroxydiisopropylbenzene-P,PLS
(pm)-alpha-Tocopherol acetate-P,L-Tyrosine-P,PLS
"(R*,S*)-2,3-Dihydroxybutanoic acid-P","3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine-P",PLS
"(R*,S*)-2,3-Dihydroxybutanoic acid-P",Benzeneacetamide-P,PLS
"(R*,S*)-2,3-Dihydroxybutanoic acid-P",Diphenyl ether-P,PLS
1-Monoacetin-P,2-Naphthol-P,PLS
1-Monoacetin-P,5-Hydroxytryptophan-P,PLS
1-Monoacetin-P,alpha-Tocopherol-P,PLS
1-Monoacetin-P,Diphenyl ether-P,PLS
1-Monoacetin-P,Phloroglucinol-P,PLS
1-Monoacetin-P,Salsoline-P,PLS
1-Monoacetin-P,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate-P",PLS
1-Monoacetin-P,L-Tyrosine-P,PLS
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P",1-(4-Hydroxybenzylidene)acetone-P,PLS
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P",Diphenyl ether-P,PLS
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P",Metanephrine-P,PLS
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P",Phloroglucinol-P,PLS
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P",S-Methyl-L-cysteine-P,PLS
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P",Salsoline-P,PLS
2-Hydroxy-2-methylbutyric acid-P,Albizziin-P,PLS
"2-Propanone, bis(1-methylethyl)hydrazone-P",2-Naphthol-P,PLS
"2-Propanone, bis(1-methylethyl)hydrazone-P",3-Indolepropionic acid-P,PLS
"2-Propanone, bis(1-methylethyl)hydrazone-P",5-Hydroxytryptophan-P,PLS
"2-Propanone, bis(1-methylethyl)hydrazone-P","9,12-Octadecadienoic acid-P",PLS
"2-Propanone, bis(1-methylethyl)hydrazone-P",alpha-Tocopherol-P,PLS
"2-Propanone, bis(1-methylethyl)hydrazone-P",Cholesterol-P,PLS
"2-Propanone, bis(1-methylethyl)hydrazone-P",Diphenyl ether-P,PLS
"2-Propanone, bis(1-methylethyl)hydrazone-P",Dodecanoic acid-P,PLS
"2-Propanone, bis(1-methylethyl)hydrazone-P",N-Acetyl-L-glutamic acid-P,PLS
"2-Propanone, bis(1-methylethyl)hydrazone-P",p-Hydroxydiisopropylbenzene-P,PLS
"2-Propanone, bis(1-methylethyl)hydrazone-P","Phenol, 3,5-bis(1,1-dimethylethyl)--P",PLS
"2-Propanone, bis(1-methylethyl)hydrazone-P",Phloroglucinol-P,PLS
alpha-Tocopherol-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
alpha-Tocopherol-P,5-(2-Aminopropyl)-2-methylphenol-P,PLS
alpha-Tocopherol-P,5-Aminovaleric acid-P,PLS
alpha-Tocopherol-P,7-(Trimethylsilyl)amino-4-methylcoumarin-P,PLS
alpha-Tocopherol-P,Arabinaric acid-P,PLS
alpha-Tocopherol-P,Delorazepam-P,PLS
alpha-Tocopherol-P,Diphenyl ether-P,PLS
alpha-Tocopherol-P,"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]--P",PLS
alpha-Tocopherol-P,Salsoline-P,PLS
5-Hydroxyhexanoic acid-P,1-Phenylethanol-P,PLS
5-Hydroxyhexanoic acid-P,"5-Androsten-17alpha-methyl-3beta,17beta-diol-P",PLS
5-Hydroxyhexanoic acid-P,7-(Trimethylsilyl)amino-4-methylcoumarin-P,PLS
5-Hydroxyhexanoic acid-P,Benzeneacetic acid-P,PLS
5-Hydroxyhexanoic acid-P,"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)--P",PLS
5-Hydroxyhexanoic acid-P,Metanephrine-P,PLS
5-Hydroxyhexanoic acid-P,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)--P",PLS
Diphenyl ether-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
Diphenyl ether-P,1-Tetradecanol-P,PLS
Diphenyl ether-P,2-Naphthol-P,PLS
Diphenyl ether-P,5-Hydroxytryptophan-P,PLS
Diphenyl ether-P,Arabinaric acid-P,PLS
Diphenyl ether-P,"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]--P",PLS
Diphenyl ether-P,Itaconic acid-P,PLS
Diphenyl ether-P,Phloroglucinol-P,PLS
Diphenyl ether-P,Salsoline-P,PLS
Diphenyl ether-P,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)--P",PLS
Phloroglucinol-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
Phloroglucinol-P,1-Tetradecanol-P,PLS
Phloroglucinol-P,Dodecanoic acid-P,PLS
Phloroglucinol-P,Salsoline-P,PLS
Phloroglucinol-P,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)--P",PLS
Phloroglucinol-P,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate-P",PLS
"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)--P",1-Tetradecanol-P,PLS
"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)--P",2-Naphthol-P,PLS
"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)--P",3-Indolepropionic acid-P,PLS
"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)--P","5-Androsten-17alpha-methyl-3beta,17beta-diol-P",PLS
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate-P",4-Cumylphenol-P,PLS
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate-P",5-Aminovaleric acid-P,PLS
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate-P",5-Hydroxytryptophan-P,PLS
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate-P",Dobutamine-P,PLS
2-Naphthol-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
2-Naphthol-P,Phlorizin-P,PLS
Dodecanoic acid-P,5-Ethyluracil-P,PLS
Dodecanoic acid-P,"Benzene, 1,3-bis(1,1-dimethylethyl)--P",PLS
Dodecanoic acid-P,Boric acid-P,PLS
Dodecanoic acid-P,Phlorizin-P,PLS
Dodecanoic acid-P,L-Tyrosine-P,PLS
Eicosapentaenoic acid-P,"Acetamide, N,N-diethyl--P",PLS
Eicosapentaenoic acid-P,"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O--P",PLS
Phlorizin-P,"1,3-bis[(Trimethylsilyl)ethynyl]benzene-P",PLS
Phlorizin-P,5-Hydroxytryptophan-P,PLS
Phlorizin-P,"Benzene, 1,3-bis(1,1-dimethylethyl)--P",PLS
Phlorizin-P,Salsoline-P,PLS
Phlorizin-P,Trimethylsilyl oct-2-enoate-P,PLS
4-Hydroxybenzaldehyde-P,2-Pyrrolidinone-P,PLS
5-Hydroxytryptophan-P,"5-Cholesten-3beta, 7alpha-bis[(trimethylsilyl)oxy]--P",PLS
5-Hydroxytryptophan-P,S-Methyl-L-cysteine-P,PLS
5-Hydroxytryptophan-P,Salsoline-P,PLS
Benzeneacetic acid-P,5-(2-Aminopropyl)-2-methylphenol-P,PLS
Benzeneacetic acid-P,"5-Androsten-17alpha-methyl-3beta,17beta-diol-P",PLS
Benzeneacetic acid-P,7-(Trimethylsilyl)amino-4-methylcoumarin-P,PLS
Benzeneacetic acid-P,"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]--P",PLS
Citric acid-P,1-Tetradecanol-P,PLS
Hexanedioic acid-P,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno--P",PLS
Itaconic acid-P,1-Phenylethanol-P,PLS
Itaconic acid-P,Arabinaric acid-P,PLS
Itaconic acid-P,L-Tyrosine-P,PLS
p-Hydroxydiisopropylbenzene-P,3'-Hydroxyacetophenone-P,PLS
p-Hydroxydiisopropylbenzene-P,Arabinaric acid-P,PLS
p-Hydroxydiisopropylbenzene-P,"Cetaben, N,O-bis(trimethylsilyl)--P",PLS
L-Tyrosine-P,"2-Amino-4,6-dihydroxypyrimidine-P",PLS
(pm)-N-Propylamphetamine-P,"5alpha-Pregnane-3,20-dione-P",PLS
"5alpha-Pregnane-3,20-dione-P","2,2,8,8-Tetramethyl-3,7-dioxa-4-aza-2,8-disilanon-4-ene-P",PLS
"5alpha-Pregnane-3,20-dione-P",Delorazepam-P,PLS
(pm)-Norketamine-P,L-Leucine-P,PLS
(pm)-Norketamine-P,Naphthofluorescein-P,PLS
L-Leucine-P,Phthalazin-1-one-P,PLS
Naphthofluorescein-P,Delorazepam-P,PLS
Naphthofluorescein-P,Glucose-P,PLS
(pm)-Phenylpropanolamine-P,3-Indolepropionic acid-P,PLS
(pm)-Phenylpropanolamine-P,Vanillylmandelic acid-P,PLS
3-Indolepropionic acid-P,S-Methyl-L-cysteine-P,PLS
Vanillylmandelic acid-P,DL-Ornithine-P,PLS
"1,3-Cyclohexanebis(methylamine)-P",DL-Phenylalanine-P,PLS
1-(4-Hydroxybenzylidene)acetone-P,"1,3-bis[(Trimethylsilyl)ethynyl]benzene-P",PLS
1-(4-Hydroxybenzylidene)acetone-P,4-Hydroxy-5-(hydroxymethyl)oxolan-2-one-P,PLS
1-(4-Hydroxybenzylidene)acetone-P,D-Threitol-P,PLS
1-(4-Hydroxybenzylidene)acetone-P,L-Threitol-P,PLS
1-(4-Hydroxybenzylidene)acetone-P,S-Methyl-L-cysteine-P,PLS
4-Hydroxy-5-(hydroxymethyl)oxolan-2-one-P,Cyclo(L-prolyl-L-valine)-P,PLS
D-Threitol-P,12-Hydroxyoctadecanoic acid-P,PLS
S-Methyl-L-cysteine-P,1-Tetradecanol-P,PLS
S-Methyl-L-cysteine-P,4-Cumylphenol-P,PLS
3'-Hydroxyacetophenone-P,"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate-P",PLS
3'-Hydroxyacetophenone-P,Niacin-P,PLS
3'-Hydroxyacetophenone-P,Niacinamide-P,PLS
L-Glutamic acid-P,Cholesterol-P,PLS
L-Glutamic acid-P,"Pentanedioic acid, 2-[(trimethylsilyl)oxy]--P",PLS
1-Octanol-P,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno--P",PLS
1-Octanol-P,"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)--P",PLS
1-Octanol-P,Boric acid-P,PLS
"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]--P","DL-Proline, 5-oxo--P",PLS
"2-Amino-4,6-dihydroxypyrimidine-P",12-Hydroxyoctadecanoic acid-P,PLS
1-Phenylethanol-P,3-Hydroxybutyric acid-P,PLS
1-Phenylethanol-P,"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate-P",PLS
1-Tetradecanol-P,"9,12-Octadecadienoic acid-P",PLS
Bis(trimethylsilyl)acetylene-P,"Pyrazine, 3,6-dihydro-3,6-dimethyl--P",PLS
"Benzene, 1,1'-(1,2-cyclobutanediyl)bis--P","7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin-P",PLS
"Benzene, 1,1'-(1,2-cyclobutanediyl)bis--P","Pentanedioic acid, 2-[(trimethylsilyl)oxy]--P",PLS
Cholesterol-P,4-Cumylphenol-P,PLS
"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno--P","9,12-Octadecadienoic acid-P",PLS
"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno--P",Ammeline-P,PLS
Trimethylsilyl 3-((trimethylsilyl)thio)propanoate-P,Arabinaric acid-P,PLS
Trimethylsilyl 3-((trimethylsilyl)thio)propanoate-P,N-Acetyl-L-glutamic acid-P,PLS
"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate-P",5-Aminovaleric acid-P,PLS
Lactic Acid-P,5-Aminovaleric acid-P,PLS
"9,12-Octadecadienoic acid-P",5-Aminovaleric acid-P,PLS
4-Cumylphenol-P,Octopamine-P,PLS
5-Aminovaleric acid-P,Palmitelaidic acid-P,PLS
DL-Phenylalanine-P,DL-Ornithine-P,PLS
"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin-P","2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol-P",PLS
"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin-P",D-Ribose-P,PLS
Quazodine-P,N-Isobutyrylglycine-P,PLS
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol-P",Norketamine-P,PLS
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol-P",Trimethylsilyl oct-2-enoate-P,PLS
Norketamine-P,Ketamine-P,PLS
Trimethylsilyl oct-2-enoate-P,"D-(-)-Lyxose, tetrakis-P",PLS
2-Hexen-1-ol-P,"D-(-)-Ribofuranose, tetrakis-P",PLS
2-Hexen-1-ol-P,D-Ribose-P,PLS
2-Hexen-1-ol-P,Pyrrole-2-carboxylic acid-P,PLS
Pyrrole-2-carboxylic acid-P,"Benzene, 1,3-bis(1,1-dimethylethyl)--P",PLS
5-(2-Aminopropyl)-2-methylphenol-P,"D-Xylofuranose, 1,2,3,5-tetrakis-O--P",PLS
5-(2-Aminopropyl)-2-methylphenol-P,l-Histidine ethyl ester-P,PLS
