n1,n2,source
Dinoseb-P,Isopropyl palmitate-P,PLS
Dinoseb-P,Levulinic acid-P,PLS
Dinoseb-P,Methyl aminoacetate-P,PLS
Dinoseb-P,Niclosamide-P,PLS
Dinoseb-P,Nonadecanoic acid-P,PLS
Dinoseb-P,Nonanal-P,PLS
Dinoseb-P,"Octane, 1-propoxy--P",PLS
Dinoseb-P,"Pentenoic acid, 4-[(trimethylsilyl)oxy]--P",PLS
Dinoseb-P,Phenoxyacetic acid-P,PLS
Dinoseb-P,"Propanetriol, 2-methyl--P",PLS
Dinoseb-P,Propylamine-P,PLS
Dinoseb-P,Salsoline-P,PLS
Dinoseb-P,Triethanolamine-P,PLS
Dinoseb-P,L-Tyrosine-P,PLS
DL-Glyceraldehyde-P,(pm)-alpha-Tocopherol acetate-P,PLS
DL-Glyceraldehyde-P,"(R*,S*)-2,3-Dihydroxybutanoic acid-P",PLS
DL-Glyceraldehyde-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
DL-Glyceraldehyde-P,"2-Propanone, bis(1-methylethyl)hydrazone-P",PLS
DL-Glyceraldehyde-P,alpha-Tocopherol-P,PLS
DL-Glyceraldehyde-P,5-Hydroxyhexanoic acid-P,PLS
DL-Glyceraldehyde-P,Indole-5-carboxylic acid-P,PLS
DL-Glyceraldehyde-P,Isofucosterol-P,PLS
DL-Glyceraldehyde-P,Isoxaben-P,PLS
DL-Glyceraldehyde-P,Itaconic acid-P,PLS
DL-Glyceraldehyde-P,Methyl aminoacetate-P,PLS
DL-Glyceraldehyde-P,Methylmalonic monoamide-P,PLS
DL-Glyceraldehyde-P,N-Isovaleroylglycine-P,PLS
DL-Glyceraldehyde-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine-P,PLS
DL-Glyceraldehyde-P,Nonadecanoic acid-P,PLS
DL-Glyceraldehyde-P,p-Toluic acid-P,PLS
DL-Glyceraldehyde-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",PLS
DL-Glyceraldehyde-P,"Propanetriol, 2-methyl--P",PLS
DL-Glyceraldehyde-P,"Stigmast-5-ene, 3beta--P",PLS
DL-Glyceraldehyde-P,Tartronic acid-P,PLS
DL-Glyceraldehyde-P,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)--P",PLS
DL-Glyceraldehyde-P,Triethanolamine-P,PLS
DL-Glyceraldehyde-P,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate-P",PLS
Doconexent-P,Glycine-P,PLS
Doconexent-P,Heptadecanoic acid-P,PLS
Doconexent-P,"L-Tryptophan, N-acetyl-1-P",PLS
Doconexent-P,Niclosamide-P,PLS
"Dodecane, 4,6-dimethyl--P","2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P",PLS
"Dodecane, 4,6-dimethyl--P","Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]--P",PLS
"Dodecane, 4,6-dimethyl--P",Methylmalonic monoamide-P,PLS
"Dodecane, 4,6-dimethyl--P",N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine-P,PLS
"Dodecane, 4,6-dimethyl--P",Propylamine-P,PLS
"Dodecanoic acid, 1-methylethyl ester-P",(pm)-alpha-Tocopherol acetate-P,PLS
"Dodecanoic acid, 1-methylethyl ester-P",1-(4-Hydroxybenzylidene)acetone-P,PLS
"Dodecanoic acid, 1-methylethyl ester-P",1-Octanol-P,PLS
"Dodecanoic acid, 1-methylethyl ester-P",2-Naphthol-P,PLS
"Dodecanoic acid, 1-methylethyl ester-P","Ethanone, 1-(2,5-dimethoxyphenyl)--P",PLS
"Dodecanoic acid, 1-methylethyl ester-P",Levulinic acid-P,PLS
"Dodecanoic acid, 1-methylethyl ester-P",Niclosamide-P,PLS
"Dodecanoic acid, 1-methylethyl ester-P",Nitrosothymol-P,PLS
"Dodecanoic acid, 1-methylethyl ester-P",Nonanal-P,PLS
"Dodecanoic acid, 1-methylethyl ester-P",Vanillylmandelic acid-P,PLS
Dodecylcyclohexane-P,"2-Propanone, bis(1-methylethyl)hydrazone-P",PLS
Dodecylcyclohexane-P,Dodecanoic acid-P,PLS
Dodecylcyclohexane-P,Isopropyl palmitate-P,PLS
Dodecylcyclohexane-P,Levulinic acid-P,PLS
Dodecylcyclohexane-P,Myristic acid-P,PLS
Dodecylcyclohexane-P,Octopamine-P,PLS
Dodecylcyclohexane-P,Phloroglucinol-P,PLS
Erythritol-P,Glycolic acid-P,PLS
Erythritol-P,"Pentanedioic acid, 2-[(trimethylsilyl)oxy]--P",PLS
"Erythrono-1,4-lactone, (Z)--P",(pm)-alpha-Tocopherol acetate-P,PLS
"Erythrono-1,4-lactone, (Z)--P",3-Hydroxybutyric acid-P,PLS
"Erythrono-1,4-lactone, (Z)--P",3'-Hydroxyacetophenone-P,PLS
"Erythrono-1,4-lactone, (Z)--P","Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]--P",PLS
Ethanolamine-P,"(2S,3R)-3-[(4E,7E)-Nona-4,7-dienoyl]-N,N-bis(trimethylsilyl)oxirane-2-carboxamide-P",PLS
"Ethanone, 1-(2,5-dimethoxyphenyl)--P",6-Hydroxyflavone-beta-D-glucoside-P,PLS
"Ethanone, 1-(2,5-dimethoxyphenyl)--P",Heptadecanoic acid-P,PLS
Ethyl cis-2-trimethylsilyl-cyclopropane-1-carboxylate-P,Sertraline carbamoyl glucuronide-P,PLS
"Furan, 2-pentyl--P","2-Propanone, bis(1-methylethyl)hydrazone-P",PLS
"Furan, 2-pentyl--P",Phenoxyacetic acid-P,PLS
"Furan, 2-pentyl--P",S-Methyl-L-cysteine-P,PLS
Glyceric acid-P,"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine-P",PLS
Glyceric acid-P,N-Acetyltyrosine-P,PLS
Glycine-P,1-Monoacetin-P,PLS
Glycine-P,"1,3-Cyclohexanebis(methylamine)-P",PLS
Glycine-P,5-(2-Aminopropyl)-2-methylphenol-P,PLS
Glycine-P,"5alpha-Pregnane-3,20-dione-P",PLS
Glycine-P,7-(Trimethylsilyl)amino-4-methylcoumarin-P,PLS
Glycine-P,alpha-Tocopherol-P,PLS
Glycine-P,"Glycine, N-(N-DL-leucylglycyl)--P",PLS
Glycine-P,Indole-3-lactic acid-P,PLS
Glycine-P,Niclosamide-P,PLS
Glycine-P,Nonadecanoic acid-P,PLS
Glycine-P,Pimelic acid-P,PLS
Glycine-P,"Propanetriol, 2-methyl--P",PLS
Glycine-P,Salsoline-P,PLS
"Glycine, N-(1-oxobutyl)--P",Malic acid-P,PLS
"Glycine, N-(1-oxobutyl)--P",N-Valerylglycine-P,PLS
"Glycine, N-(1-oxobutyl)--P",Uracil-P,PLS
"Glycine, N-(N-DL-leucylglycyl)--P",7-(Trimethylsilyl)amino-4-methylcoumarin-P,PLS
"Glycine, N-(N-DL-leucylglycyl)--P",alpha-Tocopherol-P,PLS
"Glycine, N-(N-DL-leucylglycyl)--P",Hexanoic acid-P,PLS
"Glycine, N-(N-DL-leucylglycyl)--P","Octane, 1-propoxy--P",PLS
"Glycine, N-(N-DL-leucylglycyl)--P",Phlorizin-P,PLS
"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]--P",Isoxaben-P,PLS
Glycolic acid-P,"2-Propanone, bis(1-methylethyl)hydrazone-P",PLS
Glycolic acid-P,Hydracrylic acid-P,PLS
Glycolic acid-P,Malic acid-P,PLS
Glycolic acid-P,Phenylalanine-P,PLS
Glycolic acid-P,Uridine-P,PLS
Glyoxime-P,(pm)-alpha-Tocopherol acetate-P,PLS
Glyoxime-P,3'-Hydroxyacetophenone-P,PLS
Glyoxime-P,4-Cumylphenol-P,PLS
Glyoxime-P,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno--P",PLS
Glyoxime-P,"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)--P",PLS
Glyoxime-P,Octopamine-P,PLS
Glyoxime-P,"Propanoic acid, 2-methyl--P",PLS
Glyoxime-P,Ser-Leu-P,PLS
Guanabenz-P,5-(2-Aminopropyl)-2-methylphenol-P,PLS
Heptadecanoic acid-P,3'-Hydroxyacetophenone-P,PLS
Heptadecanoic acid-P,Hexanoic acid-P,PLS
Heptadecanoic acid-P,Nonadecanoic acid-P,PLS
Heptadecanoic acid-P,Pentadecanoic acid-P,PLS
Hexanoic acid-P,Isopropyl palmitate-P,PLS
Hexanoic acid-P,Pentadecanoic acid-P,PLS
Hexanoic acid-P,Phenoxyacetic acid-P,PLS
Hexanoic acid-P,Salsoline-P,PLS
Hydantoic acid-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
Hydantoic acid-P,"1,3-Dioxane-4-methanol, 4,5-dimethyl--P",PLS
Hydantoic acid-P,3-Amino-5-morpholinomethyl-2-oxazolidinone-P,PLS
Hydantoic acid-P,"9,12-Octadecadienoic acid-P",PLS
Hydantoic acid-P,"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)--P",PLS
Hydantoic acid-P,Pimelic acid-P,PLS
Hydantoic acid-P,Propylamine-P,PLS
Hydracrylic acid-P,(pm)-alpha-Tocopherol acetate-P,PLS
Hydracrylic acid-P,"2-Propanone, bis(1-methylethyl)hydrazone-P",PLS
Hydracrylic acid-P,4-Cumylphenol-P,PLS
Hydracrylic acid-P,"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine-P",PLS
Hydracrylic acid-P,Xylazine-P,PLS
Hydroquinidine-P,DL-Phenylalanine-P,PLS
Hydroquinidine-P,L-5-Oxoproline-P,PLS
Hydroquinidine-P,Uridine-P,PLS
Hydroquinone-P,3-Indolepropionic acid-P,PLS
Hydroquinone-P,Indole-5-carboxylic acid-P,PLS
Indole-3-lactic acid-P,3-Indolepropionic acid-P,PLS
Indole-3-lactic acid-P,alpha-Tocopherol-P,PLS
Indole-3-lactic acid-P,Arabinaric acid-P,PLS
Indole-3-lactic acid-P,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]--P",PLS
Indole-3-lactic acid-P,L-Tryptophan-P,PLS
Indole-3-lactic acid-P,Methyl aminoacetate-P,PLS
Indole-3-lactic acid-P,N-Acetyltyrosine-P,PLS
Indole-3-lactic acid-P,Niclosamide-P,PLS
Indole-3-lactic acid-P,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)--P",PLS
Indole-5-carboxylic acid-P,"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P",PLS
Indole-5-carboxylic acid-P,"2-Propanone, bis(1-methylethyl)hydrazone-P",PLS
Indole-5-carboxylic acid-P,Isofucosterol-P,PLS
Indole-5-carboxylic acid-P,Isopropyl palmitate-P,PLS
Indole-5-carboxylic acid-P,Itaconic acid-P,PLS
Indole-5-carboxylic acid-P,Methyl aminoacetate-P,PLS
Indole-5-carboxylic acid-P,"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine-P",PLS
Indole-5-carboxylic acid-P,"N,O-Bis(trimethylsilyl)carbamate-P",PLS
Indole-5-carboxylic acid-P,Nonanal-P,PLS
Indole-5-carboxylic acid-P,"Propanetriol, 2-methyl--P",PLS
Indole-5-carboxylic acid-P,Propylamine-P,PLS
Indole-5-carboxylic acid-P,"Stigmast-5-ene, 3beta--P",PLS
Indole-5-carboxylic acid-P,Tartronic acid-P,PLS
Indole-5-carboxylic acid-P,Triethanolamine-P,PLS
Indole-5-carboxylic acid-P,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate-P",PLS
"Inosose-2, 1,3,4,5,6-pentakis--P",Cholesterol-P,PLS
"Inosose-2, 1,3,4,5,6-pentakis--P",Hexanedioic acid-P,PLS
"Inosose-2, 1,3,4,5,6-pentakis--P",L-Aspartic acid-P,PLS
"Inosose-2, 1,3,4,5,6-pentakis--P",Trisaminol-P,PLS
Isofucosterol-P,(pm)-alpha-Tocopherol acetate-P,PLS
Isofucosterol-P,"(R*,S*)-2,3-Dihydroxybutanoic acid-P",PLS
Isofucosterol-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
Isofucosterol-P,1-Monoacetin-P,PLS
Isofucosterol-P,"2-Amino-4,6-dihydroxypyrimidine-P",PLS
Isofucosterol-P,"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P",PLS
Isofucosterol-P,5-Hydroxytryptophan-P,PLS
Isofucosterol-P,"Acetin, bis-1,3-trimethylsilyl ether-P",PLS
Isofucosterol-P,alpha-Tocopherol-P,PLS
Isofucosterol-P,Arabinaric acid-P,PLS
Isofucosterol-P,Diphenyl ether-P,PLS
Isofucosterol-P,Isopropyl palmitate-P,PLS
Isofucosterol-P,Itaconic acid-P,PLS
Isofucosterol-P,Metanephrine-P,PLS
Isofucosterol-P,Methyl aminoacetate-P,PLS
Isofucosterol-P,"N,O-Bis(trimethylsilyl)carbamate-P",PLS
Isofucosterol-P,Neostigmine-P,PLS
Isofucosterol-P,Niclosamide-P,PLS
Isofucosterol-P,Nonadecanoic acid-P,PLS
Isofucosterol-P,Nonanal-P,PLS
Isofucosterol-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",PLS
Isofucosterol-P,Phenoxyacetic acid-P,PLS
Isofucosterol-P,Phloroglucinol-P,PLS
Isofucosterol-P,"Propanetriol, 2-methyl--P",PLS
Isofucosterol-P,Salsoline-P,PLS
Isofucosterol-P,"Stigmast-5-ene, 3beta--P",PLS
Isofucosterol-P,Triethanolamine-P,PLS
Isofucosterol-P,L-Tyrosine-P,PLS
Isonicotinic Acid-P,"Pentanedioic acid, 2-[(trimethylsilyl)oxy]--P",PLS
Isopropyl palmitate-P,(pm)-alpha-Tocopherol acetate-P,PLS
Isopropyl palmitate-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
Isopropyl palmitate-P,"2-Amino-4,6-dihydroxypyrimidine-P",PLS
Isopropyl palmitate-P,"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P",PLS
Isopropyl palmitate-P,alpha-Tocopherol-P,PLS
Isopropyl palmitate-P,Arabinaric acid-P,PLS
Isopropyl palmitate-P,Diphenyl ether-P,PLS
Isopropyl palmitate-P,Itaconic acid-P,PLS
Isopropyl palmitate-P,Levulinic acid-P,PLS
Isopropyl palmitate-P,Methyl aminoacetate-P,PLS
Isopropyl palmitate-P,Methylmalonic monoamide-P,PLS
Isopropyl palmitate-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine-P,PLS
Isopropyl palmitate-P,Neostigmine-P,PLS
Isopropyl palmitate-P,Niclosamide-P,PLS
Isopropyl palmitate-P,Nonadecanoic acid-P,PLS
Isopropyl palmitate-P,Nonanal-P,PLS
Isopropyl palmitate-P,p-Hydroxydiisopropylbenzene-P,PLS
Isopropyl palmitate-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",PLS
Isopropyl palmitate-P,"Propanetriol, 2-methyl--P",PLS
Isopropyl palmitate-P,Propylamine-P,PLS
Isopropyl palmitate-P,Salsoline-P,PLS
Isopropyl palmitate-P,Triethanolamine-P,PLS
Isopropyl palmitate-P,L-Tyrosine-P,PLS
L-5-Oxoproline-P,L-Glutamic acid-P,PLS
L-5-Oxoproline-P,Neostigmine-P,PLS
L-Alanine-P,Arabinaric acid-P,PLS
L-Alanine-P,N-Acetyl-L-glutamic acid-P,PLS
L-Alanine-P,Trimethylsilyl 3-((trimethylsilyl)thio)propanoate-P,PLS
L-Asparagine-P,"1,3-Dioxane-4-methanol, 4,5-dimethyl--P",PLS
L-Asparagine-P,12-Hydroxyoctadecanoic acid-P,PLS
L-Aspartic acid-P,L-Glutamic acid-P,PLS
L-Aspartic acid-P,Ornithine-P,PLS
L-Hydroxyproline-P,Dimethyl fumarate-P,PLS
L-Hydroxyproline-P,Metanephrine-P,PLS
L-Isoleucine-P,Eicosapentaenoic acid-P,PLS
L-Lysine-P,1-Phenylethanol-P,PLS
L-Lysine-P,Stearic acid-P,PLS
L-Tryptophan-P,Delorazepam-P,PLS
L-Tryptophan-P,"Tacrine, N-trimethylsilyl--P",PLS
Latanoprost lactone diol-P,"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide-P",PLS
Latanoprost lactone diol-P,"O-Methyl-N,N'-diisopropylisourea-P",PLS
Levulinic acid-P,1-Octanol-P,PLS
Levulinic acid-P,"2-Propanone, bis(1-methylethyl)hydrazone-P",PLS
Levulinic acid-P,3-Amino-5-morpholinomethyl-2-oxazolidinone-P,PLS
Levulinic acid-P,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno--P",PLS
Levulinic acid-P,Diphenyl ether-P,PLS
Levulinic acid-P,Dodecanoic acid-P,PLS
Levulinic acid-P,Eicosapentaenoic acid-P,PLS
Levulinic acid-P,Myristic acid-P,PLS
Levulinic acid-P,Nonanal-P,PLS
Levulinic acid-P,Phlorizin-P,PLS
Levulinic acid-P,Pimelic acid-P,PLS
Levulinic acid-P,"Propanetriol, 2-methyl--P",PLS
Malic acid-P,Phenylalanine-P,PLS
Methyl aminoacetate-P,(pm)-alpha-Tocopherol acetate-P,PLS
Methyl aminoacetate-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
Methyl aminoacetate-P,1-Monoacetin-P,PLS
Methyl aminoacetate-P,7-(Trimethylsilyl)amino-4-methylcoumarin-P,PLS
Methyl aminoacetate-P,alpha-Tocopherol-P,PLS
Methyl aminoacetate-P,Arabinaric acid-P,PLS
Methyl aminoacetate-P,"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)--P",PLS
Methyl aminoacetate-P,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]--P",PLS
Methyl aminoacetate-P,Diphenyl ether-P,PLS
Methyl aminoacetate-P,Itaconic acid-P,PLS
Methyl aminoacetate-P,Methylmalonic monoamide-P,PLS
Methyl aminoacetate-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine-P,PLS
Methyl aminoacetate-P,Niclosamide-P,PLS
Methyl aminoacetate-P,Nonadecanoic acid-P,PLS
Methyl aminoacetate-P,Nonanal-P,PLS
Methyl aminoacetate-P,p-Hydroxydiisopropylbenzene-P,PLS
Methyl aminoacetate-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",PLS
Methyl aminoacetate-P,"Propanetriol, 2-methyl--P",PLS
Methyl aminoacetate-P,Propylamine-P,PLS
Methyl aminoacetate-P,Salsoline-P,PLS
Methyl aminoacetate-P,"Stigmast-5-ene, 3beta--P",PLS
Methyl aminoacetate-P,Tartronic acid-P,PLS
Methyl aminoacetate-P,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)--P",PLS
Methyl aminoacetate-P,Triethanolamine-P,PLS
Methyl-3-methoxy-5-methyl benzoate-P,4-Cumylphenol-P,PLS
Methyl-3-methoxy-5-methyl benzoate-P,"5-Androsten-17alpha-methyl-3beta,17beta-diol-P",PLS
Methyl-3-methoxy-5-methyl benzoate-P,7-(Trimethylsilyl)amino-4-methylcoumarin-P,PLS
Methyl-3-methoxy-5-methyl benzoate-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",PLS
Methyl-3-methoxy-5-methyl benzoate-P,Propylamine-P,PLS
Methyl-3-methoxy-5-methyl benzoate-P,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)--P",PLS
Methylmalonic monoamide-P,Arabinaric acid-P,PLS
Methylmalonic monoamide-P,Benzeneacetic acid-P,PLS
Methylmalonic monoamide-P,"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine-P",PLS
Methylmalonic monoamide-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",PLS
Methylmalonic monoamide-P,Pentylone-P,PLS
Methylmalonic monoamide-P,"Propanetriol, 2-methyl--P",PLS
Methylmalonic monoamide-P,Triethanolamine-P,PLS
Methylmalonic monoamide-P,Vanillylmandelic acid-P,PLS
"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]--P","2',2,3,6'-Tetramethoxychalcone-P",PLS
"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]--P","Benzene, 1,3-bis(1,1-dimethylethyl)--P",PLS
Myristic acid-P,1-Octanol-P,PLS
Myristic acid-P,3-Amino-5-morpholinomethyl-2-oxazolidinone-P,PLS
Myristic acid-P,"Acetamide, N,N-diethyl--P",PLS
Myristic acid-P,Dodecanoic acid-P,PLS
Myristic acid-P,Eicosapentaenoic acid-P,PLS
Myristic acid-P,Octanoic acid-P,PLS
Myristic acid-P,Pentadecanoic acid-P,PLS
Myristic acid-P,L-Tyrosine-P,PLS
"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine-P",(pm)-alpha-Tocopherol acetate-P,PLS
"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine-P",3'-Hydroxyacetophenone-P,PLS
"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine-P",Benzeneacetic acid-P,PLS
"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine-P",Nonadecanoic acid-P,PLS
"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine-P",Pimelic acid-P,PLS
N-(Trimethylsilyl)hexanamide-P,5-Ethyluracil-P,PLS
N-(Trimethylsilyl)hexanamide-P,"Tacrine, N-trimethylsilyl--P",PLS
N-Acetyltyrosine-P,N-Valerylglycine-P,PLS
"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide-P",Xylitol-P,PLS
N-Isovaleroylglycine-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
N-Isovaleroylglycine-P,5-Aminovaleric acid-P,PLS
N-Isovaleroylglycine-P,"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)--P",PLS
N-Isovaleroylglycine-P,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]--P",PLS
N-Isovaleroylglycine-P,L-Threitol-P,PLS
N-Isovaleroylglycine-P,Tartronic acid-P,PLS
N-Isovaleroylglycine-P,Triethanolamine-P,PLS
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine-P,"Acetin, bis-1,3-trimethylsilyl ether-P",PLS
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine-P,Isoxaben-P,PLS
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine-P,L-Threitol-P,PLS
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",PLS
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine-P,Propylamine-P,PLS
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine-P,Sertraline carbamoyl glucuronide-P,PLS
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine-P,Tartronic acid-P,PLS
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine-P,Triethanolamine-P,PLS
n-Pentadecanol-P,"Cetaben, N,O-bis(trimethylsilyl)--P",PLS
n-Pentadecanol-P,"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate-P",PLS
N-Valerylglycine-P,"(2S,3R)-3-[(4E,7E)-Nona-4,7-dienoyl]-N,N-bis(trimethylsilyl)oxirane-2-carboxamide-P",PLS
"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine-P",Octopamine-P,PLS
"N,N-Diethyl-2-aminoethanol-P",1-(4-Hydroxybenzylidene)acetone-P,PLS
"N,N-Diethyl-2-aminoethanol-P","1,3-bis[(Trimethylsilyl)ethynyl]benzene-P",PLS
"N,N-Diethyl-2-aminoethanol-P","2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P",PLS
"N,N-Diethyl-2-aminoethanol-P","5alpha-Pregnane-3,20-dione-P",PLS
"N,N-Diethyl-2-aminoethanol-P","Octane, 1-propoxy--P",PLS
"N,N-Diethyl-2-aminoethanol-P",Phenoxyacetic acid-P,PLS
"N,N-Diethyl-2-aminoethanol-P",S-Methyl-L-cysteine-P,PLS
"N,N-Dimethyl-2-cyclohexyloxyethylamine-P",3'-Hydroxyacetophenone-P,PLS
"N,O-Bis(trimethylsilyl)carbamate-P",Nonadecanoic acid-P,PLS
"N,O-Bis(trimethylsilyl)carbamate-P","Pentanedioic acid, 2-[(trimethylsilyl)oxy]--P",PLS
"N,O-Bis(trimethylsilyl)carbamate-P","Stigmast-5-ene, 3beta--P",PLS
"N,O-Bis(trimethylsilyl)carbamate-P",Tartronic acid-P,PLS
Neostigmine-P,1-Monoacetin-P,PLS
Neostigmine-P,4-Cumylphenol-P,PLS
Neostigmine-P,5-(2-Aminopropyl)-2-methylphenol-P,PLS
Neostigmine-P,5-Hydroxytryptophan-P,PLS
Neostigmine-P,Niclosamide-P,PLS
Neostigmine-P,Nonadecanoic acid-P,PLS
Neostigmine-P,Phloroglucinol-P,PLS
Neostigmine-P,Pimelic acid-P,PLS
Neostigmine-P,"Propanetriol, 2-methyl--P",PLS
Neostigmine-P,"Propanoic acid, 2-methyl--P",PLS
Neostigmine-P,Propylamine-P,PLS
Neostigmine-P,S-Methyl-L-cysteine-P,PLS
Neostigmine-P,Suberic acid-P,PLS
Neostigmine-P,Triethanolamine-P,PLS
Niclosamide-P,1-(4-Hydroxybenzylidene)acetone-P,PLS
Niclosamide-P,1-Monoacetin-P,PLS
Niclosamide-P,1-Phenylethanol-P,PLS
Niclosamide-P,12-Hydroxyoctadecanoic acid-P,PLS
Niclosamide-P,alpha-Tocopherol-P,PLS
Niclosamide-P,Arabinaric acid-P,PLS
Niclosamide-P,Diphenyl ether-P,PLS
Niclosamide-P,Nonadecanoic acid-P,PLS
Niclosamide-P,Nonanal-P,PLS
Niclosamide-P,Phenoxyacetic acid-P,PLS
Niclosamide-P,Phlorizin-P,PLS
Niclosamide-P,Phloroglucinol-P,PLS
Niclosamide-P,Pimelic acid-P,PLS
Niclosamide-P,"Propanetriol, 2-methyl--P",PLS
Niclosamide-P,"Propanoic acid, 2-methyl--P",PLS
Niclosamide-P,Salsoline-P,PLS
Niclosamide-P,L-Tyrosine-P,PLS
Nitrosothymol-P,"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P",PLS
Nitrosothymol-P,4-Cumylphenol-P,PLS
Nitrosothymol-P,Metanephrine-P,PLS
Nitrosothymol-P,Nonanal-P,PLS
Nitrosothymol-P,"Propanetriol, 2-methyl--P",PLS
Nitrosothymol-P,"Stigmast-5-ene, 3beta--P",PLS
Nonadecanoic acid-P,"(R*,S*)-2,3-Dihydroxybutanoic acid-P",PLS
Nonadecanoic acid-P,1-Monoacetin-P,PLS
Nonadecanoic acid-P,"2-Propanone, bis(1-methylethyl)hydrazone-P",PLS
Nonadecanoic acid-P,4-Cumylphenol-P,PLS
Nonadecanoic acid-P,7-(Trimethylsilyl)amino-4-methylcoumarin-P,PLS
