n1,n2,edge_dir,FDR
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Idoxuridine-F,1,0.442867499
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Isocitric acid lactone-F,1,0.480407871
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Itaconic acid-F,-1,0.556462473
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Kojic acid-F,-1,0.739886136
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",L-(+)-Lactic acid-F,-1,0.260001308
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",L-(+)-Rhamnopyranose-F,-1,0.382757385
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",L-Aspartic acid-F,-1,0.597845847
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",L-Valyl-L-leucine-F,-1,0.962974753
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Menthol-F,1,0.373805583
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside-F,-1,0.864965934
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P","Methyl galactoside (1S,2S,3S,4R,5R)-F",-1,0.615949273
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Methyl stearate-F,1,0.180683478
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Monocaprylin-F,1,0.434813721
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Myristic acid-F,1,0.542575662
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",N-Acetyl glucosamine methoxime-F,-1,0.72871852
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",N-Ethyldiethanolamine-F,-1,0.33962099
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",N-Methyl-L-proline-F,-1,0.256070205
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",n-Nonylcyclohexane-F,1,0.185935401
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Nonadecanoic acid-F,1,0.064445583
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Pantolactone-F,1,0.943023635
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P","Pentanoic acid, 4-methyl-2-oxo--F",1,0.13463194
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Phenylpropanolamine-F,1,0.0476823
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Phloretic acid-F,1,0.885549758
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Pipecolic acid-F,-1,0.391341308
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P","Propane, 2-methyl-F",1,0.117697764
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Propylamine-F,1,0.396525911
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Putrescine-F,1,0.079428959
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Pyridoxic acid-F,1,0.33962099
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Pyrogallol-F,1,0.573616046
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Sedoheptulose anhydride-F,-1,0.442077044
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Serine-F,1,0.621595106
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Ser-Leu-F,-1,0.552832929
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Supraene-F,1,0.317254562
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Tetrahydrogeranyl formate-F,1,0.015450126
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Triethanolamine-F,1,0.117632849
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Uridine-F,-1,0.400035784
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Valylglycine-F,-1,0.200830662
"2',2,3,6'-Tetramethoxychalcone-P",3-Hydroxypicolinic acid-F,-1,0.307537631
"2',2,3,6'-Tetramethoxychalcone-P",4-Pentenoic acid-F,-1,0.797914111
"2',2,3,6'-Tetramethoxychalcone-P",Acetohydroxamic acid-F,-1,0.7358045
"2',2,3,6'-Tetramethoxychalcone-P",Erythritol-F,-1,0.707984551
"2',2,3,6'-Tetramethoxychalcone-P",Ethanamine-F,1,0.696269158
"2',2,3,6'-Tetramethoxychalcone-P",Xanthine-F,1,0.938505265
"2',2,3,6'-Tetramethoxychalcone-P","(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile-F",1,0.639017809
"2',2,3,6'-Tetramethoxychalcone-P","1,2,4,5-Cyclohexanetetrol-F",1,0.961095633
"2',2,3,6'-Tetramethoxychalcone-P",12-Oxooctadecanoate-F,1,0.384839287
"2',2,3,6'-Tetramethoxychalcone-P",13-Docosenamide-F,1,0.293584186
"2',2,3,6'-Tetramethoxychalcone-P",1-Hexadecanol-F,1,0.416107471
"2',2,3,6'-Tetramethoxychalcone-P","1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",-1,0.939356801
"2',2,3,6'-Tetramethoxychalcone-P",1-Octadecanol-F,1,0.817686996
"2',2,3,6'-Tetramethoxychalcone-P",1-Tetracosene-F,-1,0.453454966
"2',2,3,6'-Tetramethoxychalcone-P","2',2,3,6'-Tetramethoxychalcone-F",-1,0.670330551
"2',2,3,6'-Tetramethoxychalcone-P","2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone-F",1,0.34153744
"2',2,3,6'-Tetramethoxychalcone-P","2,3,4-Trihydroxybutyric acid-F",-1,0.69096076
"2',2,3,6'-Tetramethoxychalcone-P","2,4-Di-tert-butylphenol-F",-1,0.623227828
"2',2,3,6'-Tetramethoxychalcone-P",2-Amino-4-tert-butylphenol-F,-1,0.663140689
"2',2,3,6'-Tetramethoxychalcone-P",2'-Deoxyribolactone-F,1,0.539810859
"2',2,3,6'-Tetramethoxychalcone-P",2'-Desoxyuridine-F,-1,0.651836603
"2',2,3,6'-Tetramethoxychalcone-P",2-Hydroxy-3-methylbutyric acid-F,1,0.598414626
"2',2,3,6'-Tetramethoxychalcone-P",2-Octanol-F,1,0.736854259
"2',2,3,6'-Tetramethoxychalcone-P",2-Palmitoylglycerol-F,-1,0.553863658
"2',2,3,6'-Tetramethoxychalcone-P",2-Pentenedioic acid-F,1,0.525317943
"2',2,3,6'-Tetramethoxychalcone-P","2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)-F",-1,0.821225096
"2',2,3,6'-Tetramethoxychalcone-P",2-tert-Butyl-4-ethylphenol-F,1,0.544432502
"2',2,3,6'-Tetramethoxychalcone-P","3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine-F",1,0.730780006
"2',2,3,6'-Tetramethoxychalcone-P",3-Buten-2-one-F,1,0.646363883
"2',2,3,6'-Tetramethoxychalcone-P",3-Deoxyhexitol-F,1,0.498411003
"2',2,3,6'-Tetramethoxychalcone-P","3-Hydroxy-2,3-dihydromaltol-F",-1,0.583664448
"2',2,3,6'-Tetramethoxychalcone-P",3-Methylvaleric acid-F,-1,0.344322299
"2',2,3,6'-Tetramethoxychalcone-P",3-Pyridylcarbinol-F,1,0.191761956
"2',2,3,6'-Tetramethoxychalcone-P",4-Aminobenzoic acid-F,1,0.752157595
"2',2,3,6'-Tetramethoxychalcone-P",4-Coumaric acid-F,-1,0.840495426
"2',2,3,6'-Tetramethoxychalcone-P",4-Methylvaleric acid-F,1,0.649775097
"2',2,3,6'-Tetramethoxychalcone-P","5,8,11-Eicosatrienoic acid-F",-1,0.118840952
"2',2,3,6'-Tetramethoxychalcone-P",5-Hydroxy-2-methylpyridine-F,-1,0.673063783
"2',2,3,6'-Tetramethoxychalcone-P",5-Oxohexanoic Acid-F,-1,0.839511321
"2',2,3,6'-Tetramethoxychalcone-P",Aconitic acid-F,1,0.275360428
"2',2,3,6'-Tetramethoxychalcone-P",alpha-D-Xylopyranose-F,1,0.134646915
"2',2,3,6'-Tetramethoxychalcone-P",alpha-Ketoisovaleric acid-F,-1,0.271721067
"2',2,3,6'-Tetramethoxychalcone-P",Anthranilic acid-F,1,0.488708987
"2',2,3,6'-Tetramethoxychalcone-P",Arabinitol-F,-1,0.508551733
"2',2,3,6'-Tetramethoxychalcone-P",Azelaic acid-F,1,0.336175928
"2',2,3,6'-Tetramethoxychalcone-P","Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester-F",1,0.968117592
"2',2,3,6'-Tetramethoxychalcone-P",beta-Alanine-F,-1,0.969828205
"2',2,3,6'-Tetramethoxychalcone-P","beta-D-Galactopyranoside, methyl-, acetate-F",-1,0.516194618
"2',2,3,6'-Tetramethoxychalcone-P","beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy-F",1,0.723547218
"2',2,3,6'-Tetramethoxychalcone-P",Butyl Succinate-F,1,0.637017031
"2',2,3,6'-Tetramethoxychalcone-P",Campesterol-F,1,0.637916803
"2',2,3,6'-Tetramethoxychalcone-P",Cholesterol-F,1,0.228932173
"2',2,3,6'-Tetramethoxychalcone-P",Cinnamic acid-F,1,0.880049508
"2',2,3,6'-Tetramethoxychalcone-P",Citric acid-F,1,0.499210314
"2',2,3,6'-Tetramethoxychalcone-P",Cyclohexanol-F,1,0.367859167
"2',2,3,6'-Tetramethoxychalcone-P","Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-F",1,0.498411003
"2',2,3,6'-Tetramethoxychalcone-P","D-(+)-Ribono-1,4-lactone-F",1,0.404295438
"2',2,3,6'-Tetramethoxychalcone-P",D-(+)-Talofuranose-F,-1,0.320841056
"2',2,3,6'-Tetramethoxychalcone-P",Decanoic acid-F,1,0.72313515
"2',2,3,6'-Tetramethoxychalcone-P",Decyl oleate-F,1,0.894940537
"2',2,3,6'-Tetramethoxychalcone-P",Deoxycholic Acid-F,-1,0.816806228
"2',2,3,6'-Tetramethoxychalcone-P",d-Erythrotetrofuranose-F,1,0.638748327
"2',2,3,6'-Tetramethoxychalcone-P",Desmethylverapamil-F,-1,0.319992791
"2',2,3,6'-Tetramethoxychalcone-P",D-Fructose-F,1,0.652046236
"2',2,3,6'-Tetramethoxychalcone-P",D-Fucitol-F,1,0.666047488
"2',2,3,6'-Tetramethoxychalcone-P",D-Glucose-F,1,0.371045704
"2',2,3,6'-Tetramethoxychalcone-P","Dimethyl hexopyranosiduronate, alpha-D-F",1,0.658875814
"2',2,3,6'-Tetramethoxychalcone-P","Hexadecanoic acid, methyl ester-F",1,0.606822315
"2',2,3,6'-Tetramethoxychalcone-P",Hexanoic acid-F,-1,0.452585952
"2',2,3,6'-Tetramethoxychalcone-P",Hydracrylic acid-F,-1,0.660776165
"2',2,3,6'-Tetramethoxychalcone-P",L-(+)-Rhamnopyranose-F,-1,0.610063523
"2',2,3,6'-Tetramethoxychalcone-P",l-Leucyl-l-valine-F,1,0.602397469
"2',2,3,6'-Tetramethoxychalcone-P","L-Valinamide, N(2),N(2)-dimethyl-F",-1,0.105608927
"2',2,3,6'-Tetramethoxychalcone-P","Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate-F",1,0.44962762
"2',2,3,6'-Tetramethoxychalcone-P",Methyl alpha-Arabinofuranoside-F,1,0.711125837
"2',2,3,6'-Tetramethoxychalcone-P",Methyl beta-Arabinofuranoside-F,1,0.439025604
"2',2,3,6'-Tetramethoxychalcone-P","N,N-Diethyl-2-aminoethanol-F",1,0.775252745
"2',2,3,6'-Tetramethoxychalcone-P",N-(2-hydroxyethyl)-succinimide-F,1,0.636086822
"2',2,3,6'-Tetramethoxychalcone-P",N-Acetyl glucosamine methoxime-F,-1,0.326896503
"2',2,3,6'-Tetramethoxychalcone-P",N-Acetyl-L-glutamic acid-F,1,0.740440568
"2',2,3,6'-Tetramethoxychalcone-P",N-Acetyl-L-phenylalanine-F,1,0.542031389
"2',2,3,6'-Tetramethoxychalcone-P",N-Methyl-L-proline-F,1,0.428710597
"2',2,3,6'-Tetramethoxychalcone-P",Oxalic acid-F,1,0.35926035
"2',2,3,6'-Tetramethoxychalcone-P",Palmitelaidic acid-F,1,0.540625208
"2',2,3,6'-Tetramethoxychalcone-P",Pentadecanoic acid-F,1,0.952080327
"2',2,3,6'-Tetramethoxychalcone-P","Pentanoic acid, 4-methyl-2-oxo--F",-1,0.239712003
"2',2,3,6'-Tetramethoxychalcone-P","Pentitol, 3-desoxy-F",-1,0.063032208
"2',2,3,6'-Tetramethoxychalcone-P",Phenol-F,1,0.562214071
"2',2,3,6'-Tetramethoxychalcone-P",phenoxyethanol-F,1,0.205160581
"2',2,3,6'-Tetramethoxychalcone-P",Phenylpropanolamine-F,-1,0.440924115
"2',2,3,6'-Tetramethoxychalcone-P","Propanoic acid, 2-oxo-F",1,0.846346418
"2',2,3,6'-Tetramethoxychalcone-P",Pyridoxic acid-F,-1,0.407865326
"2',2,3,6'-Tetramethoxychalcone-P",Pyridoxine-F,-1,0.248424564
"2',2,3,6'-Tetramethoxychalcone-P",Pyrogallol-F,1,0.95610656
"2',2,3,6'-Tetramethoxychalcone-P",Ribonic acid-F,-1,0.746120467
"2',2,3,6'-Tetramethoxychalcone-P",Salsoline-F,1,0.281333188
"2',2,3,6'-Tetramethoxychalcone-P",Sebacic acid-F,-1,0.680804236
"2',2,3,6'-Tetramethoxychalcone-P",Serine-F,1,0.341567177
"2',2,3,6'-Tetramethoxychalcone-P","Stigmast-5-ene, 3beta-F",1,0.645891996
"2',2,3,6'-Tetramethoxychalcone-P",Thymidine-F,-1,0.717441615
"2',2,3,6'-Tetramethoxychalcone-P",Uridine-F,-1,0.703590693
"2',2,3,6'-Tetramethoxychalcone-P",Xylazine-F,-1,0.301778243
3-(2-Hydroxyethyl)imidazole-2-thione-P,3-Hydroxypicolinic acid-F,-1,0.917238026
3-(2-Hydroxyethyl)imidazole-2-thione-P,Butyl caprylate-F,-1,0.885549758
3-(2-Hydroxyethyl)imidazole-2-thione-P,Deoxyglucose-F,-1,0.620589787
3-(2-Hydroxyethyl)imidazole-2-thione-P,Ethanamine-F,1,0.469506225
3-(2-Hydroxyethyl)imidazole-2-thione-P,L-Asparagine-F,1,0.398546481
3-(2-Hydroxyethyl)imidazole-2-thione-P,L-Glutamine-F,-1,0.683969996
3-(2-Hydroxyethyl)imidazole-2-thione-P,L-Lysine-F,1,0.529972902
3-(2-Hydroxyethyl)imidazole-2-thione-P,L-Serine-F,1,0.763689641
3-(2-Hydroxyethyl)imidazole-2-thione-P,N-Acetylglucosamine-F,1,0.74945212
3-(2-Hydroxyethyl)imidazole-2-thione-P,N-Methyl-alpha-aminoisobutyric acid-F,1,0.441256238
3-(2-Hydroxyethyl)imidazole-2-thione-P,Thr-Leu-F,-1,0.851112252
3-(2-Hydroxyethyl)imidazole-2-thione-P,Xanthine-F,-1,0.809329221
3-(2-Hydroxyethyl)imidazole-2-thione-P,"(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile-F",1,0.8156154
3-(2-Hydroxyethyl)imidazole-2-thione-P,"1,2,4,5-Cyclohexanetetrol-F",-1,0.774240484
3-(2-Hydroxyethyl)imidazole-2-thione-P,17-alpha-Hydroxypregnenolone-F,1,0.039473833
3-(2-Hydroxyethyl)imidazole-2-thione-P,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",-1,0.349062425
3-(2-Hydroxyethyl)imidazole-2-thione-P,1-Octanol-F,-1,0.170889263
3-(2-Hydroxyethyl)imidazole-2-thione-P,"1-Phenanthrenemethanol, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, [1R-(1alpha,4abeta,10aalpha)]--F",-1,0.49418381
3-(2-Hydroxyethyl)imidazole-2-thione-P,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate-F",-1,0.465213604
3-(2-Hydroxyethyl)imidazole-2-thione-P,"2,3-Butanediol-F",-1,0.370721139
3-(2-Hydroxyethyl)imidazole-2-thione-P,"2,4-Di-tert-butylphenol-F",1,0.136995139
3-(2-Hydroxyethyl)imidazole-2-thione-P,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-F",-1,0.482901806
3-(2-Hydroxyethyl)imidazole-2-thione-P,"2,5-Dimethoxymandelic acid-F",1,0.494918737
3-(2-Hydroxyethyl)imidazole-2-thione-P,"2,5-Di-tert-butyl-4-hydroxyphenol-F",-1,0.754594198
3-(2-Hydroxyethyl)imidazole-2-thione-P,2-Aminoadipic acid-F,-1,0.17328687
3-(2-Hydroxyethyl)imidazole-2-thione-P,2-Ethylhexanoic acid-F,-1,0.241815497
3-(2-Hydroxyethyl)imidazole-2-thione-P,2-Hydroxy-2-methylbutyric acid-F,-1,0.333967107
3-(2-Hydroxyethyl)imidazole-2-thione-P,2-Piperidinone-F,1,0.443681863
3-(2-Hydroxyethyl)imidazole-2-thione-P,3-Amino-2-piperidone-F,1,0.431536475
3-(2-Hydroxyethyl)imidazole-2-thione-P,3-Methyl-2-furoic acid-F,1,0.123771359
3-(2-Hydroxyethyl)imidazole-2-thione-P,4-Hydroxybenzaldehyde-F,1,0.732209587
3-(2-Hydroxyethyl)imidazole-2-thione-P,4-Hydroxybenzeneacetic acid-F,1,0.061005131
3-(2-Hydroxyethyl)imidazole-2-thione-P,4-Hydroxybenzoic acid-F,1,0.525317943
3-(2-Hydroxyethyl)imidazole-2-thione-P,4-Hydroxyphenyllactic acid-F,1,0.272981169
3-(2-Hydroxyethyl)imidazole-2-thione-P,4-hydroxycyclohexylacetate-F,1,0.326896503
3-(2-Hydroxyethyl)imidazole-2-thione-P,5-Aminovaleric acid-F,1,0.163168716
3-(2-Hydroxyethyl)imidazole-2-thione-P,5-Hydroxy-2-methylpyridine-F,-1,0.651449552
3-(2-Hydroxyethyl)imidazole-2-thione-P,5-Hydroxymethyl-2-furoic acid-F,-1,0.92729821
3-(2-Hydroxyethyl)imidazole-2-thione-P,6-Hydroxyhexanoic acid-F,-1,0.480408436
3-(2-Hydroxyethyl)imidazole-2-thione-P,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione-F",-1,0.693777592
3-(2-Hydroxyethyl)imidazole-2-thione-P,Arabinose-F,-1,0.059506824
3-(2-Hydroxyethyl)imidazole-2-thione-P,"Azetidine, 1-acetyl-2-methyl-F",1,0.650425725
3-(2-Hydroxyethyl)imidazole-2-thione-P,Benzoic Acid-F,-1,0.597191674
3-(2-Hydroxyethyl)imidazole-2-thione-P,beta-Alanine-F,-1,0.488709065
3-(2-Hydroxyethyl)imidazole-2-thione-P,"beta-D-Galactopyranoside, methyl-, acetate-F",-1,0.651449552
3-(2-Hydroxyethyl)imidazole-2-thione-P,"Butanoic acid, 3,4-dihydroxy--F",1,0.826743007
3-(2-Hydroxyethyl)imidazole-2-thione-P,"cis,cis,cis-1-Isobutyl-2,5-dimethylcyclohexane-F",-1,0.650259372
3-(2-Hydroxyethyl)imidazole-2-thione-P,"cis-4,5-Dihydroxy-o-dithiane-F",-1,0.089673434
3-(2-Hydroxyethyl)imidazole-2-thione-P,Citric acid-F,1,0.321430124
3-(2-Hydroxyethyl)imidazole-2-thione-P,D-(-)-Ribofuranose-F,1,0.847976409
3-(2-Hydroxyethyl)imidazole-2-thione-P,"D-(+)-Ribono-1,4-lactone-F",-1,0.47944931
3-(2-Hydroxyethyl)imidazole-2-thione-P,D-Fructose-F,-1,0.381824156
3-(2-Hydroxyethyl)imidazole-2-thione-P,D-Fucitol-F,1,0.054207889
3-(2-Hydroxyethyl)imidazole-2-thione-P,DL-Phenylalanine-F,1,0.75394929
3-(2-Hydroxyethyl)imidazole-2-thione-P,D-Ribofuranose-F,1,0.452965153
3-(2-Hydroxyethyl)imidazole-2-thione-P,"Erythrono-1,4-lactone-F",1,0.562463521
3-(2-Hydroxyethyl)imidazole-2-thione-P,Ethyl glycolate-F,-1,0.51429753
3-(2-Hydroxyethyl)imidazole-2-thione-P,Hexacosanoic acid-F,-1,0.650719634
3-(2-Hydroxyethyl)imidazole-2-thione-P,Hexanedioic acid-F,-1,0.350220735
3-(2-Hydroxyethyl)imidazole-2-thione-P,"Hydantoin, 5-hydroxy-F",1,0.349147179
3-(2-Hydroxyethyl)imidazole-2-thione-P,Isocitric acid lactone-F,-1,0.558700696
3-(2-Hydroxyethyl)imidazole-2-thione-P,Itaconic acid-F,-1,0.843249291
3-(2-Hydroxyethyl)imidazole-2-thione-P,Lactic Acid-F,-1,0.502068953
3-(2-Hydroxyethyl)imidazole-2-thione-P,Levulinic acid-F,-1,0.195211069
3-(2-Hydroxyethyl)imidazole-2-thione-P,l-Leucyl-l-valine-F,1,0.112636599
3-(2-Hydroxyethyl)imidazole-2-thione-P,L-Valine-F,1,0.338929806
3-(2-Hydroxyethyl)imidazole-2-thione-P,L-Valyl-L-leucine-F,1,0.261397762
3-(2-Hydroxyethyl)imidazole-2-thione-P,"Methyl galactoside (1S,2S,3S,4R,5R)-F",-1,0.924944851
3-(2-Hydroxyethyl)imidazole-2-thione-P,N-Acetyl glucosamine methoxime-F,-1,0.719648443
3-(2-Hydroxyethyl)imidazole-2-thione-P,n-Nonylcyclohexane-F,-1,0.974354361
3-(2-Hydroxyethyl)imidazole-2-thione-P,Palmitic Acid-F,1,0.329774773
3-(2-Hydroxyethyl)imidazole-2-thione-P,Pantolactone-F,-1,0.370991791
3-(2-Hydroxyethyl)imidazole-2-thione-P,Pentanoic acid-F,-1,0.51295514
3-(2-Hydroxyethyl)imidazole-2-thione-P,Phenol-F,-1,0.507674677
3-(2-Hydroxyethyl)imidazole-2-thione-P,Phenylalanine-F,1,0.932198024
3-(2-Hydroxyethyl)imidazole-2-thione-P,Phenylpropanolamine-F,-1,0.937663382
3-(2-Hydroxyethyl)imidazole-2-thione-P,"Propanoic acid, 2-methyl-, hexyl ester-F",1,0.105608927
3-(2-Hydroxyethyl)imidazole-2-thione-P,Protocatechoic acid-F,-1,0.786979905
3-(2-Hydroxyethyl)imidazole-2-thione-P,Sedoheptulose anhydride-F,-1,0.220906977
3-(2-Hydroxyethyl)imidazole-2-thione-P,Stearic acid-F,-1,0.564913561
3-(2-Hydroxyethyl)imidazole-2-thione-P,"Stigmast-5-ene, 3beta-F",1,0.41785386
3-(2-Hydroxyethyl)imidazole-2-thione-P,"Thymidine, 5'-phosphate-F",1,0.945740703
3-(2-Hydroxyethyl)imidazole-2-thione-P,"Thymine, 1,3-dimethyl-6-hydroxymethyl-F",-1,0.409948037
3-(2-Hydroxyethyl)imidazole-2-thione-P,Tricine-F,1,0.921217069
3-(2-Hydroxyethyl)imidazole-2-thione-P,Trisaminol-F,-1,0.056357679
3-(2-Hydroxyethyl)imidazole-2-thione-P,Valylglycine-F,1,0.509121518
3-(2-Hydroxyethyl)imidazole-2-thione-P,Valylvaline-F,1,0.086364666
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P",10-Heptadecenoic acid-F,1,0.973759135
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P",3-Hydroxypicolinic acid-F,1,0.455849521
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P",Acetohydroxamic acid-F,1,0.171766254
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P",Erythritol-F,-1,0.457533192
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P",Ethanamine-F,1,0.110183009
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P",L-Asparagine-F,1,0.839023188
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P",L-Hydroxyproline-F,-1,0.317562653
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P",L-Serine-F,1,0.776030242
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P",Thr-Leu-F,-1,0.830759833
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P","(2,2-Dimethyl-5-[2-(2-ethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol-F",1,0.289084451
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P","(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile-F",1,0.472066445
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P","1,2,4,5-Cyclohexanetetrol-F",-1,0.613309484
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P",11-Methyldodecanol-F,1,0.240363415
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P",12-Oxooctadecanoate-F,1,0.13197802
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P",1-Octadecanol-F,1,0.61941617
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P","1-Phenanthrenemethanol, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, [1R-(1alpha,4abeta,10aalpha)]--F",1,0.780540324
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P","1-Propanamine, N,N-diethyl--F",1,0.314983683
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P",1-Tetracosene-F,1,0.692863587
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P","2',2,3,6'-Tetramethoxychalcone-F",1,0.597845847
