101_DSS,102_DSS,T0.7_DSS,103_DSS,100_DSS,106_DSS,104_DSS,ID,75_DSS,3369_VECPAC,3673_VECPAC,3354_VECPAC,3319_VECPAC,3678_VECPAC,3353_VECPAC,3337_VECPAC,3675_VECPAC,3329_VECPAC,3307_VECPAC,3680_VECPAC,3302_VECPAC,3677_VECPAC,3674_VECPAC,3688_VECPAC,3679_VECPAC,941_LPS,934_LPS,935_LPS,940_LPS
,23.162783849885912,26.688296250205116,,22.77394850710385,,,L-Asparagine-P,,20.08581433828977,18.384743776911353,18.067802151495375,18.584602037981732,18.884904222816218,19.81176283367321,19.337477715676997,19.619613701792996,16.754017742127477,14.82252358726726,19.238178509274245,19.619613701792996,18.952843152843755,19.680043094355472,20.048178093508255,19.484092813707292,,19.58645817195534,18.85206134570925,19.224520221109827
26.083108472505163,23.585837182310325,28.64025839940879,25.830536737492952,24.05735318243702,24.27524702220432,26.526117111734184,L-Aspartic acid-P,23.914980354751055,21.13986814143362,19.836815898828075,20.311550126033207,20.015400450181136,18.513421318437462,20.55800492083832,19.643014490743155,19.680043094355472,19.510894133591727,19.680043094355472,20.412894326028773,20.764520586708755,19.883009781599384,19.93615921480365,20.37293560987165,20.68214447295243,21.64857910645581,21.81796830491396,20.70652403918444,21.81796830491396
20.50238442778997,,,,,,21.577935223335366,L-Citrulline-P,6.823750767284803,,,,,,,,,,,,,,,17.92796028854143,,,,,
19.0170516179095,17.890813197325866,20.850808007307744,18.42569287061068,17.890813197325866,17.803271822607126,20.947461276826346,L-Cysteine-P,18.294739554501465,19.196133957377043,19.619613701792996,19.510894133591727,19.307757003083296,19.680043094355472,19.082710794944074,19.40112825360151,19.59111089718225,19.680043094355472,19.75929092704027,19.59111089718225,19.307757003083296,19.484092813707292,19.619613701792996,19.006227470443676,20.08581433828977,20.322752644759877,20.86505567765431,20.28658914652212,20.244443236485743
23.758738379142873,24.5385143337438,23.585837182310325,24.127664019786877,23.39212425775114,23.09652677510476,24.45243153284123,L-Glutamic acid-P,23.232478570121216,22.62758312756071,21.13986814143362,20.85179267320632,22.536310350970176,21.19107075264044,22.083540039335475,22.323262053504177,21.436027940821884,20.622527347301173,21.27645505785365,22.083540039335475,22.36242904585225,21.06766643052152,21.4924825260643,21.4924825260643,22.498647007706285,21.107926350089425,21.793981746731827,21.107926350089425,21.15716649191821
11.514267928225031,15.990609099325692,18.929483216725608,12.12741999060478,10.779364047475678,16.173385070384008,18.589884782564415,L-Glutamine-P,19.459833110503997,19.337477715676997,18.476278414990613,18.30220491422171,19.836815898828075,19.59111089718225,19.680043094355472,20.796120366639247,20.015400450181136,17.075605475683055,19.40112825360151,19.510894133591727,19.59111089718225,18.920031263707177,19.883009781599384,19.75929092704027,19.44973986247903,19.877294583887057,19.877294583887057,19.74128457160264,18.1669213473799
26.19944442357079,26.794125067765584,,,24.5385143337438,25.74843576288559,29.557238653472183,l-Histidine ethyl ester-P,26.336013775850347,28.61890691834191,27.65286924529807,28.25078332157805,22.62758312756071,26.48557796769458,27.72110023467361,25.122634110113633,27.480497132379263,27.72110023467361,24.286213584134483,28.348263029980465,28.15647018189146,27.72110023467361,27.915056704927547,28.25078332157805,28.15647018189146,28.069854863590923,28.069854863590923,27.02680591757846,28.17553743786595
23.47670794664139,24.05735318243702,,22.14273213899054,23.585837182310325,24.346187767479726,21.296347270004745,L-Hydroxyproline-P,21.98787118720285,,,,17.75054920086567,,,,,,,16.818730054272347,,,16.966836940679226,,,16.386809500613243,15.961734109039451,16.350867142371794,
29.813278009564595,29.813278009564595,30.89176755984363,30.457081396249325,29.557238653472183,29.557238653472183,29.938705848508093,L-Isoleucine-P,29.938705848508093,28.75197080078838,24.03298722237363,27.915056704927547,,27.37166722129166,28.15647018189146,26.48557796769458,27.37166722129166,24.207207247099554,25.489677409059095,,28.348263029980465,24.78851327640558,27.480497132379263,28.46651782380317,25.27942380505664,26.159228930822945,26.528555208578304,28.448297641583185,23.841007666781017
34.70620580834502,33.16415523395678,33.78761740019422,34.70620580834502,34.106248246560654,34.70620580834502,34.70620580834502,L-Leucine-P,34.106248246560654,32.98634968627282,34.44259918347133,34.44259918347133,34.44259918347133,32.98634968627282,34.44259918347133,34.44259918347133,32.98634968627282,32.98634968627282,34.44259918347133,32.98634968627282,34.44259918347133,32.98634968627282,32.98634968627282,32.98634968627282,32.98634968627282,33.56478696718541,33.56478696718541,33.56478696718541,33.56478696718541
27.73040421419245,27.05718356582006,28.51228500809141,26.083108472505163,27.73040421419245,26.794125067765584,27.16552195326063,L-Lysine-P,29.037719087970096,27.915056704927547,27.583060037643673,27.37166722129166,26.275234453931155,,27.65286924529807,25.580754511247207,,27.04986589051757,25.05852323335223,27.72110023467361,28.041912960282012,27.181772801756683,27.840400889593987,27.181772801756683,27.65286924529807,27.777290646224767,28.17553743786595,27.70226564803909,27.70226564803909
33.78761740019422,30.89176755984363,35.69370352375789,32.337779097650085,31.53197674890691,31.53197674890691,34.106248246560654,"L-Lysine, ethyl ester-P",32.81957410394571,34.44259918347133,,,,31.554849941706536,,,34.44259918347133,34.44259918347133,,34.44259918347133,32.98634968627282,34.44259918347133,34.44259918347133,,34.44259918347133,,,,
24.60826210984006,22.887776930627812,27.35080930430649,26.6201800912091,23.716460448444305,24.38950884543929,28.973383738146165,L-Methionine-P,26.6201800912091,21.72692569277056,22.714432844311936,23.13342641476172,24.367377170818397,22.793787072967287,22.323262053504177,23.188670856276904,22.87128886195247,22.59620392842164,23.413959076455505,22.74375232752856,21.88138606260412,22.536310350970176,21.77171271626758,22.083540039335475,22.42586394085616,21.21645105386178,22.353975239442743,21.69663459025624,21.734190536626155
,,,,,,,L-Norleucine-P,,,24.207207247099554,22.74375232752856,,26.73113762020699,26.73113762020699,,,,,,25.05852323335223,,,26.83629718693505,,,,,
21.296347270004745,20.90424816618832,,21.4003481559925,21.170805030469182,20.55279273639784,17.708997530179452,L-Ornithine-P,21.36409445394503,20.13029494729554,19.70604811101948,19.337477715676997,18.023288474614425,19.883009781599384,20.08581433828977,18.023288474614425,19.93615921480365,19.59111089718225,17.89229167697303,20.08581433828977,20.45780811825055,19.557040253405585,20.412894326028773,20.176184762722553,20.622527347301173,19.71149911699045,20.352665999029732,19.71149911699045,19.563930912449432
34.106248246560654,34.106248246560654,34.106248246560654,34.106248246560654,33.16415523395678,33.78761740019422,32.81957410394571,L-Proline-P,33.16415523395678,27.72110023467361,28.15647018189146,28.041912960282012,29.567064319720927,28.15647018189146,28.46651782380317,28.918107641176213,28.348263029980465,27.96102239708675,28.041912960282012,27.915056704927547,27.915056704927547,28.25078332157805,27.96102239708675,27.840400889593987,27.840400889593987,,27.95290267935469,27.889947503072513,28.069854863590923
,7.36848201745798,,,11.102458222320994,,7.832200207475028,L-Threitol-P,8.900213460214147,10.9157332413553,10.504176711825927,9.55465740107734,11.352031553180217,8.035836504586728,11.352031553180217,10.672271935739,10.816519025025729,9.786396331438558,11.097644027950611,8.31836637721953,10.504176711825927,7.349333144756701,9.263169610007262,10.057422420940377,9.653884326979462,10.736756735988733,11.613792463874049,10.514360357323651,10.963885692473108
23.430921085529484,22.739633443858526,23.54182310975582,24.80567999357708,23.821254036692288,23.39212425775114,24.67075897657363,L-Threonine-P,23.430921085529484,,,,,,,,,22.461852403642705,20.796120366639247,,,22.03062413594252,,18.023288474614425,,22.56359367503951,,,22.440816535682917
30.13788546863514,29.69514394551681,31.15675533695977,27.871164462809755,26.19944442357079,27.871164462809755,31.53197674890691,L-Tryptophan-P,30.457081396249325,28.15647018189146,29.092427567879824,29.567064319720927,30.960316810156257,29.092427567879824,29.868658967698583,30.49740744194064,29.868658967698583,28.348263029980465,28.61890691834191,29.29763490916235,29.567064319720927,29.567064319720927,29.092427567879824,29.29763490916235,28.75197080078838,30.061915977945777,28.448297641583185,29.23835207198618,30.061915977945777
16.578530185220774,14.37641611689476,19.400573338593833,13.872006254545203,,15.323150843460102,15.764571468318742,"L-Tryptophan, N-acetyl-1-P",16.53931803595402,15.869772142624784,16.562735290244287,16.52855482367925,15.987340996624212,15.02901216012988,16.818730054272347,17.04096178105604,16.652414170199286,15.097648609267608,16.88582275729898,15.717284783435158,17.004097576168448,16.158757824965644,15.845249808229196,16.353057429306126,15.645101065611946,16.52587564338855,15.724511716267653,16.05146968710499,16.962575204698542
31.841218981674704,31.53197674890691,31.841218981674704,31.53197674890691,30.89176755984363,30.65717937445432,30.89176755984363,L-Valine-P,31.32464405083582,28.918107641176213,27.840400889593987,,27.480497132379263,27.915056704927547,28.75197080078838,27.04986589051757,28.61890691834191,25.677586203197585,24.6788673152338,25.390618357577036,28.46651782380317,25.05852323335223,26.61703252817343,28.75197080078838,26.951515096076143,24.09133707455474,28.276150698287744,26.79773459460216,
26.794125067765584,26.88517410245357,23.96446493667471,26.794125067765584,27.35080930430649,27.05718356582006,27.05718356582006,Lactic Acid-P,26.398894623732556,26.83629718693505,25.81451661405914,27.96102239708675,27.96102239708675,26.951515096076143,24.450456888103545,27.840400889593987,27.915056704927547,27.915056704927547,26.370981945534925,27.480497132379263,27.840400889593987,27.583060037643673,26.83629718693505,26.951515096076143,27.72110023467361,24.545543010928327,,14.86285571053221,24.42084268251031
,,,,,,17.031543092625643,Latanoprost lactone diol-P,,17.50757132344384,16.777435758955107,16.596599790336178,17.50757132344384,17.30646749922955,,16.52855482367925,17.30646749922955,,17.004097576168448,17.452984868127295,17.622626845074784,16.818730054272347,17.004097576168448,,,17.230369448974894,,17.07714923199533,
,,,,,,,Leucylglycine-P,,,,,,,15.805582473336615,,,,,18.920031263707177,,,,,,,,,
17.93598319593494,19.13231528606232,20.727263101365523,18.77329779017504,19.13231528606232,18.31955776679727,17.467977900662287,Levulinic acid-P,18.859792534018464,18.354817041878665,18.023288474614425,18.413236135757614,18.81784453532393,17.075605475683055,17.828171898501733,18.445736051641244,18.19571481244928,19.111393474644355,18.413236135757614,18.19571481244928,18.30220491422171,17.85323205114088,18.513421318437462,18.384743776911353,18.30220491422171,18.958301595411704,18.774204760741473,18.421033656025397,18.479534448670165
,21.4003481559925,,22.02643659489743,22.470899925094425,19.162048859244987,,Luteolin-P,,25.81451661405914,,22.819646216124017,24.574684280008256,,,22.672666772922497,,21.77171271626758,22.819646216124017,,22.819646216124017,22.461852403642705,,,,,22.56359367503951,20.244443236485743,22.949530909238465
18.804449127771363,14.895013095309208,19.569789218228394,19.587671351059974,18.011945809358853,18.525704336610858,18.076864187304007,Malic acid-P,18.26504526976658,17.527476892874603,17.161130790795806,17.18390131300288,17.85323205114088,16.438081737124296,17.55107639663601,18.067802151495375,16.52855482367925,16.717595862350713,16.438081737124296,15.869772142624784,16.353057429306126,16.271278806206077,15.645101065611946,16.652414170199286,16.88582275729898,16.82266709864107,16.995291158114238,16.82266709864107,16.794919963997057
,23.63614345718412,,,,22.113886571257673,25.830536737492952,meso-Erythritol-P,,,,,,,,,,,,,,,,,,,23.935065827088604,25.649318009728308,24.031064574203747
20.31399972837066,22.603355935606036,,21.647293340750327,,23.914980354751055,16.72234370303497,Metanephrine-P,21.225126785679727,14.18125130759073,13.061337356156647,11.252681955681044,12.599692228383176,10.156959752179516,,12.401988378273696,,,12.058715523098858,11.252681955681044,11.702999974452922,9.959343445348225,,12.254255565391986,11.252681955681044,11.970486105124229,,,
19.68586336917248,,,19.13231528606232,18.900717658446982,19.663395774068803,,"Methanone, [1-(4-chloropentyl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)--P",18.77329779017504,,,,,,,17.105293528823506,18.513421318437462,,18.845198672700803,17.075605475683055,,16.652414170199286,,,,,,,
,,,,,,,"Methanone, [1-(5-chloropentyl)-1H-indol-3-yl](4-methyl-1-naphthalenyl)--P",,,7.579160464356385,,,,,,,6.851944708255062,,,8.462081508199269,,,8.180980107473209,,,,0.3664384030055108,
28.51228500809141,27.447107635858515,30.30087492738009,30.13788546863514,28.51228500809141,27.16552195326063,26.794125067765584,"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate-P",27.447107635858515,27.480497132379263,27.181772801756683,27.480497132379263,27.840400889593987,27.181772801756683,26.61703252817343,27.72110023467361,27.04986589051757,27.37166722129166,27.72110023467361,27.96102239708675,26.73113762020699,27.96102239708675,28.041912960282012,29.092427567879824,28.46651782380317,26.935332864058115,26.935332864058115,26.528555208578304,24.296055755975264
,25.23727152069106,26.336013775850347,24.38950884543929,26.526117111734184,26.398894623732556,24.38950884543929,"Methyl 2,4-dihydroxybenzoate-P",26.688296250205116,,,,,,,,,,,,,,,,,,,,
,,,,,,,Methyl alpha-Lyxofuranoside-P,,18.413236135757614,17.527476892874603,16.818730054272347,18.413236135757614,17.89229167697303,18.146732428191484,17.71935181383045,,18.04262601659242,18.384743776911353,,17.66005726703293,17.380273325481745,17.771453411231228,17.482898816498015,17.105293528823506,16.61451919311857,17.144878353218385,18.055156504113103,17.230369448974894
10.58144184788772,10.227928344865886,16.3316947026017,10.44768035394635,10.967634176725438,10.185437394842268,,Methyl aminoacetate-P,8.385594771060665,11.352031553180217,10.290000132823216,9.786396331438558,11.768591306054258,9.263169610007262,11.451901464096682,11.174838890141633,10.597362448682182,11.352031553180217,11.252681955681044,10.156959752179516,11.097644027950611,8.927193914649346,10.290000132823216,10.9157332413553,10.504176711825927,10.963885692473108,11.071132093328854,9.721954700004332,11.135592306661934
15.045670240760105,13.900376578725892,20.37880721560688,11.787821025227434,,,,"Methyl galactoside (1R,2S,3S,4R,5R)--P",11.241440816695498,10.290000132823216,,8.035836504586728,,,,,,,,,,,,,,,,,9.246219268986088
12.915434771829592,12.038323619152653,,13.299524273128414,9.879569371444624,12.572828378477457,12.63161933786956,Methyl isovanillate-P,9.63927987838654,,15.717284783435158,,15.645101065611946,,,,,,,,,,13.841717174472093,,,15.21958893307884,,14.78861630486796,14.998238088832094
,24.60826210984006,,,,,,Methyl leucinate-P,,,,,18.513421318437462,,,18.354817041878665,,,,,,,,,,,,,
,10.779364047475678,,9.12695566034981,10.820501092703577,8.228155816633913,15.323150843460102,Methyl-3-methoxy-5-methyl benzoate-P,8.613126201398456,5.780781826731148,2.6586105703581726,2.33008997616814,7.579160464356385,0.4079887983126023,7.349333144756701,5.271128254903739,1.617489646358388,2.6586105703581726,4.650390535140694,2.33008997616814,5.492587507180741,0.1934720932203784,2.018570402428134,3.457385813027289,1.617489646358388,2.707904872036044,,1.3516626243795506,5.811666046257568
10.487163562652496,11.587134843843792,,11.102458222320994,11.353858129970044,10.91608403810231,10.91608403810231,Methylmalonic monoamide-P,,,8.70137053681611,8.70137053681611,,,11.019132186478824,,8.31836637721953,10.290000132823216,,6.626991504049017,9.786396331438558,3.866423679836336,7.579160464356385,10.156959752179516,7.579160464356385,11.040828388510004,10.424758042576569,,10.660266727465132
12.82238254364817,13.759165430473931,19.187581048044297,13.355211543382914,13.503054744425164,12.381396768674303,12.038323619152653,Methylsuccinic acid-P,10.38112902322238,,,,,,,,2.858038697389123,,,,,,,,,4.800901566367903,,,
32.337779097650085,32.337779097650085,,33.16415523395678,27.447107635858515,33.16415523395678,32.18182717100087,Mirin-P,32.507302960909506,17.2793330704936,,,,,18.221355320032423,,15.717284783435158,,,,,,18.067802151495375,17.004097576168448,14.908740008406308,,,,
17.031543092625643,17.178829941356778,,17.77986918874094,,,21.647293340750327,Mitoxantrone-P,16.29669433477845,,,,21.353990801751777,,,,,21.59232670698472,,,,,,,,,,,
21.064283312637436,22.113886571257673,,22.41266987563089,22.337274437811843,22.18104577317147,16.687578694649417,"Morpholine, 4-(2,6-dimethoxybenzoyl)-2,6-dimethyl--P",20.37880721560688,,,,,,,,,,,,,,,,,,,,
,,,,,,19.915663889540703,"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]--P",,,16.923768456776862,,18.04262601659242,17.50757132344384,,,18.221355320032423,,,,,17.30646749922955,,17.341737961303735,17.55107639663601,,,17.424012195600348,17.13368947083091
24.67075897657363,25.892103474842564,26.526117111734184,25.23727152069106,25.1843827915228,25.114037128917655,25.1843827915228,Myristic acid-P,25.456846018859697,25.27942380505664,24.367377170818397,25.489677409059095,26.370981945534925,24.91354820199538,25.05852323335223,26.13259548553117,25.390618357577036,25.489677409059095,25.27942380505664,26.047060488642316,25.489677409059095,24.6788673152338,24.91354820199538,25.390618357577036,,25.31029933722909,25.31029933722909,24.726713982692264,25.028185397811264
7.933656850586039,,,,,,,"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine-P",,,8.462081508199269,10.597362448682182,11.097644027950611,8.70137053681611,11.627538463099029,,9.959343445348225,11.019132186478824,10.156959752179516,9.786396331438558,11.252681955681044,7.833154813790467,9.389423714485895,11.252681955681044,10.816519025025729,10.424758042576569,9.041501334579404,,
17.708997530179452,16.431876234306806,,17.137997351351995,16.642589612212966,16.642589612212966,19.075534084213626,N-(Trimethylsilyl)hexanamide-P,17.208089233365254,,,,,,,,,,,,,,,,,21.387303199361245,,,20.86505567765431
20.267081883265913,20.37880721560688,,19.884317064186444,20.0145799179434,20.69686745967054,,N-Acetyl-D-galactosamine-P,,,,,,,20.85179267320632,,,,,,,,,,,,20.783636241431655,,
,,,,,,14.043058300936089,N-Acetyl-L-glutamic acid-P,,16.966836940679226,16.353057429306126,17.04096178105604,16.38183820466894,16.652414170199286,16.923768456776862,15.869772142624784,17.04096178105604,17.527476892874603,16.46608106041675,16.410390838522662,17.380273325481745,16.055258902576476,16.318348938049894,16.818730054272347,16.777435758955107,16.460776870434668,16.762001367149345,16.48890693268778,16.48890693268778
3.5843578896564767,8.02407066862705,16.29669433477845,7.144664087019271,7.694596559039426,7.144664087019271,3.203071540108722,N-Acetyl-L-phenylalanine-P,,,,,,,,12.814119138790671,,,,,,,,,,,,,
,,,,,,16.25524016795433,N-Acetyltyrosine-P,10.44768035394635,15.717284783435158,,13.661110744431404,,,15.758803952076102,14.498047445791943,,15.681044372379066,15.535519046537786,14.097534989379083,,12.814119138790671,,15.419080398564928,15.450219862387351,,12.483235929338054,14.998238088832094,
19.884317064186444,,,,,,23.285680757322435,N-alpha-Acetyl-L-Lysine-P,,,,,,,,,,,,,,,,,,15.766068583191366,16.05146968710499,15.312547505559673,16.135183810139637
18.929483216725608,19.252229197425127,20.218205145355753,18.900717658446982,19.252229197425127,18.623209527049543,19.51935503947364,n-Butylamine-P,20.0145799179434,19.307757003083296,18.982455202263463,19.006227470443676,19.006227470443676,18.71169549787637,19.04180977250325,18.54607657424519,19.238178509274245,19.73026119017532,18.616815534080125,19.37371528764579,19.238178509274245,18.476278414990613,19.307757003083296,19.40112825360151,19.643014490743155,19.105468487751203,19.224520221109827,18.898415848586676,19.020461548250317
11.84628038718908,,,,,,,"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide-P",12.82238254364817,15.513238079863951,14.04887509097324,14.69462912360585,,15.315767170363468,,12.89891293860039,14.275597233158509,15.869772142624784,,,,13.803768503839452,15.132034197194876,15.02901216012988,14.79222004016628,15.47565088485562,,15.18476109768641,
19.31692204122292,20.0145799179434,,20.33875187771604,20.109784293625292,19.68586336917248,19.353575759503997,N-Isobutyl-sec-butylamine-P,19.915663889540703,20.909596619453275,,,21.03071867276113,20.55800492083832,,21.06766643052152,20.85179267320632,21.19107075264044,20.55800492083832,21.13986814143362,20.85179267320632,20.45780811825055,21.19107075264044,,21.399214169454183,,21.030106292274233,,20.476145490187097
,20.074428529533243,,18.859792534018464,18.11054732763668,19.976539642816576,18.745132360237974,N-Isobutyrylglycine-P,19.51935503947364,,,,,20.97208011605648,,,,,,20.311550126033207,,20.55800492083832,,20.85179267320632,20.282845106291333,,,,16.82266709864107
14.526211862098686,12.240254147292244,,15.323150843460102,13.99757220612477,14.802107144724356,12.240254147292244,N-Isovaleroylglycine-P,13.900376578725892,13.108609595893816,12.401988378273696,13.486935356855955,14.23656264783452,12.54198645666189,,13.705036517264892,13.320509937444337,12.254255565391986,13.927344928519762,11.54057039968994,13.320509937444337,13.320509937444337,11.627538463099029,,11.96445884754241,14.228627663913358,14.490401175957505,13.42986339630258,14.25376461166215
,,14.162606010462351,,6.823750767284803,,,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine-P,,8.462081508199269,3.7086074446387345,2.858038697389123,9.389423714485895,2.858038697389123,8.180980107473209,7.101979900361118,3.457385813027289,4.042302684712381,6.626991504049017,4.387558178619198,6.851944708255062,0.7963408236682645,3.7086074446387345,4.387558178619198,3.169251445092533,5.393181344000048,6.107075453261778,2.707904872036044,
,18.71327863091568,15.176027156901302,18.96000390401945,,,,n-Pentadecanol-P,,17.80530050683495,17.85323205114088,17.75054920086567,17.527476892874603,17.04096178105604,17.075605475683055,16.228616609227707,14.652475967546629,18.745239137098057,15.869772142624784,18.616815534080125,16.46608106041675,17.2793330704936,17.55107639663601,18.04262601659242,18.616815534080125,15.530700807431602,15.994603030369564,14.228627663913358,17.50411610271541
13.635040517561068,12.82238254364817,,14.063524816810936,10.684239505640372,11.514267928225031,11.84628038718908,N-Valerylglycine-P,8.228155816633913,14.275597233158509,,10.672271935739,,,14.23656264783452,13.525964325740455,,,,,,13.587684171455688,,,,12.143927090199591,14.228627663913358,14.919725821378664,
17.008970665430454,18.929483216725608,,18.181120513462393,18.42569287061068,18.545485015279446,,"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine-P",16.374401143949182,,15.315767170363468,,16.318348938049894,,16.158757824965644,16.271278806206077,15.805582473336615,15.845249808229196,15.565468037586037,15.758803952076102,16.717595862350713,16.353057429306126,15.604385459398587,16.966836940679226,16.652414170199286,15.093810561445858,,,15.604345428122016
,,,,,,23.96446493667471,"N,N-Diethyl-2-aminoethanol-P",,15.315767170363468,14.994956784763316,15.097648609267608,15.805582473336615,14.79222004016628,15.27775971487917,15.387207438721274,15.06216893372275,14.908740008406308,15.34840479647482,15.132034197194876,15.419080398564928,13.888768859555103,14.954226218124791,15.535519046537786,15.132034197194876,14.552060430703763,14.81514781038685,13.847040903425738,14.69416442741775
19.37780840471312,20.18444468450388,,19.915663889540703,20.267081883265913,19.587671351059974,19.663395774068803,"N,N-Dimethyl-2-cyclohexyloxyethylamine-P",20.18444468450388,21.536837077244485,20.213975534351633,20.796120366639247,,,21.03071867276113,,20.37293560987165,20.521129777544616,19.196133957377043,21.06766643052152,21.03071867276113,20.412894326028773,21.06766643052152,19.981136793731093,20.85179267320632,19.58645817195534,20.12075340117764,19.50276059914064,19.20021924671807
,,,,,,,"N,N'-Bis(trimethylsilyl)trifluoroacetamidine-P",,9.959343445348225,,,,,,,,10.057422420940377,9.093836633449822,5.271128254903739,9.959343445348225,,,,,,,,
10.185437394842268,12.491917499446004,18.011945809358853,12.82238254364817,14.895013095309208,13.503054744425164,10.684239505640372,"N,O-Bis(trimethylsilyl)carbamate-P",13.615944742457838,12.45432714538583,,12.34252853444541,12.173869178468715,10.816519025025729,,11.451901464096682,9.263169610007262,12.934235101144486,12.54198645666189,,12.34252853444541,10.9157332413553,8.180980107473209,12.648367971552656,,11.27615080371497,11.494800283249935,10.660266727465132,12.61121647485742
,,,,,,,Naphthofluorescein-P,,19.165361253897753,20.726772116238248,,,,,,,,19.836815898828075,,21.27645505785365,,,,,21.90533835374844,20.17005071394075,21.416123911906617,
16.13854448061069,18.457698982857444,,18.6813283179764,17.96954724511451,,,Neostigmine-P,,15.248114698344054,15.27775971487917,15.565468037586037,16.228616609227707,14.908740008406308,16.020041075191802,16.49493611036931,15.34840479647482,,15.758803952076102,15.27775971487917,15.248114698344054,14.43193203936262,,16.228616609227707,15.387207438721274,15.141463023118677,15.346119239082691,14.490401175957505,15.093810561445858
18.589884782564415,19.0170516179095,20.33875187771604,19.0170516179095,19.075534084213626,20.574388474014633,16.76385170691238,Niacin-P,17.756079080811524,18.845198672700803,17.80530050683495,18.04262601659242,18.19571481244928,18.845198672700803,18.122745545681457,17.92796028854143,18.952843152843755,18.354817041878665,18.167845091610587,19.165361253897753,18.476278414990613,18.338252144438364,18.884904222816218,18.167845091610587,18.783583416561473,18.106264493909755,18.233522970115153,18.0904885621857,18.45474498781332
25.830536737492952,26.26246064579268,26.083108472505163,25.892103474842564,25.892103474842564,26.19944442357079,25.74843576288559,Niacinamide-P,25.653757623520484,25.677586203197585,25.27942380505664,25.390618357577036,24.6788673152338,25.390618357577036,25.390618357577036,24.207207247099554,25.677586203197585,25.201537470981773,26.61703252817343,26.275234453931155,25.677586203197585,25.27942380505664,26.73113762020699,24.91354820199538,25.9241598873494,25.028185397811264,25.49475000767739,25.31029933722909,25.090073509677513
14.330881153198352,13.615944742457838,19.0170516179095,15.726376172909594,16.51427461510479,15.69162437018483,15.176027156901302,Niclosamide-P,14.2715785000013,15.758803952076102,10.41465803892945,15.248114698344054,15.387207438721274,13.927344928519762,15.535519046537786,15.805582473336615,14.135535146186546,14.562548400415062,16.096768702232197,14.994956784763316,15.987340996624212,13.748949654230756,13.451920274104108,14.82252358726726,14.75275386904812,15.994603030369564,14.919725821378664,14.059922412266832,15.792674009198649
11.241440816695498,13.586829175261787,19.075534084213626,,13.900376578725892,15.829949939103326,,Nitrosothymol-P,13.503054744425164,16.271278806206077,,15.315767170363468,16.410390838522662,12.851130005545624,,15.604385459398587,,17.694233106773762,,11.627538463099029,,,15.681044372379066,,,13.42986339630258,,,
9.278074164691516,,17.137997351351995,11.353858129970044,12.491917499446004,10.820501092703577,8.078487821599968,Nonadecanoic acid-P,9.879569371444624,,11.702999974452922,12.45432714538583,13.320509937444337,10.9157332413553,12.814119138790671,12.851130005545624,10.156959752179516,12.010591482384593,11.768591306054258,12.010591482384593,12.89891293860039,11.174838890141633,11.768591306054258,11.768591306054258,12.34252853444541,,,11.071132093328854,12.483235929338054
13.586829175261787,14.043058300936089,17.54089681836928,14.330881153198352,14.526211862098686,13.900376578725892,12.692355587562428,Nonanal-P,13.15713936428066,15.845249808229196,14.562548400415062,14.75275386904812,16.096768702232197,14.82252358726726,15.681044372379066,15.913007545611654,15.132034197194876,15.913007545611654,15.387207438721274,15.06216893372275,15.845249808229196,14.37430701565699,15.248114698344054,15.645101065611946,15.565468037586037,15.269004118999842,15.604345428122016,15.01055800078942,15.23532520905947
22.18104577317147,22.50923692891715,25.1843827915228,22.23868736466526,23.4997142344362,22.41266987563089,22.691623145484815,Nonanoic acid-P,22.887776930627812,,,,10.156959752179516,,,15.450219862387351,,,,14.60283187404822,,,7.833154813790467,,,8.148861193697549,,14.25376461166215,7.945928238962559
28.86821948914614,29.29902845167987,29.69514394551681,28.86821948914614,29.69514394551681,29.037719087970096,27.591961596404175,Norketamine-P,28.86821948914614,29.092427567879824,29.29763490916235,28.348263029980465,,28.61890691834191,27.96102239708675,,28.75197080078838,29.868658967698583,28.918107641176213,28.918107641176213,27.583060037643673,28.46651782380317,28.25078332157805,28.041912960282012,28.61890691834191,28.448297641583185,28.576111494722007,28.69205932345248,28.448297641583185
31.32464405083582,,,30.89176755984363,,30.30087492738009,,"O-Methyl-N,N'-diisopropylisourea-P",24.5385143337438,,27.72110023467361,,,,,28.75197080078838,31.554849941706536,,,,,30.49740744194064,28.46651782380317,,31.554849941706536,,,,
19.187581048044297,18.77329779017504,,20.13023649337836,19.884317064186444,20.074428529533243,17.890813197325866,Oct-1-en-3-ol-P,19.663395774068803,,,,,,,,,22.672666772922497,,,,,,,23.242736859447103,19.31009283514499,,,
,,,,,12.82238254364817,,"Octadecanamide, N-(2-methylpropyl)-N-nitroso--P",,,9.959343445348225,,,13.320509937444337,,,,,,10.41465803892945,13.705036517264892,,,12.401988378273696,13.748949654230756,,,,
