node1,node2
Impdh1__STM,Polr3c__STM
Calb2__STM,Ctnnbip1__STM
Calb2__STM,Dgki__STM
Calb2__STM,Col6a3__STM
Calb2__STM,Kcnip1__STM
Calb2__STM,Gpr88__STM
Farsa__STM,Thop1__STM
Farsa__STM,Pea15a__STM
Farsa__STM,Mpped2__STM
Farsa__STM,Ly6h__STM
Farsa__STM,Rbms1__STM
Farsa__STM,Ip6k2__STM
Farsa__STM,Lmo2__STM
Farsa__STM,Slc39a12__STM
Farsa__STM,Vps41__STM
Farsa__STM,AI593442__STM
Cdip1__STM,Tmem160__STM
Cdip1__STM,Uqcr11__STM
Cdip1__STM,Atp5po__STM
Ptpn6__STM,Thop1__STM
Dtx2__STM,Rgl2__STM
Celf1__STM,Laptm4b__STM
Celf1__STM,Mapk8ip2__STM
Celf1__STM,Dctn2__STM
Celf1__STM,Ddx31__STM
Celf1__STM,Saraf__STM
Celf1__STM,Spr__STM
Celf1__STM,Spryd3__STM
Celf1__STM,Stk32a__STM
Celf1__STM,Gemin7__STM
Celf1__STM,Pcdhb7__STM
Celf1__STM,Snrnp70__STM
Celf1__STM,C230014O12Rik__STM
Epor__STM,Pmvk__STM
Epor__STM,Pgap4__STM
Epor__STM,mt-Nd1__STM
Rundc3a__STM,Mpped2__STM
Rundc3a__STM,Mapt__STM
Rundc3a__STM,Osbpl8__STM
Rundc3a__STM,Id4__STM
Rundc3a__STM,Gfra2__STM
Rundc3a__STM,Ly6e__STM
Rundc3a__STM,Abi2__STM
Rundc3a__STM,Gad2__STM
Rundc3a__STM,Acot7__STM
Rundc3a__STM,Gucy1a1__STM
Rundc3a__STM,Arx__STM
Rundc3a__STM,Mturn__STM
Rundc3a__STM,Pgap4__STM
Rundc3a__STM,Strip2__STM
Rundc3a__STM,Ywhag__STM
Rundc3a__STM,Gm5093__STM
Snai3__STM,Zdhhc18__STM
Snai3__STM,Dscam__STM
Eif1b__STM,Gfra2__STM
Eif1b__STM,Cbln2__STM
Eif1b__STM,St8sia5__STM
Eif1b__STM,Pmvk__STM
Eif1b__STM,Fchsd2__STM
Eif1b__STM,Gclc__STM
Eif1b__STM,Sgsm1__STM
Eif1b__STM,Trp53bp1__STM
Eif1b__STM,Fbxo28__STM
Crlf1__STM,Strn__STM
Crlf1__STM,St8sia5__STM
Crlf1__STM,Gabra4__STM
Crlf1__STM,Hspa1a__STM
Elavl2__STM,Snap47__STM
Elavl2__STM,Rarb__STM
Elavl2__STM,Fkbp1b__STM
Elavl2__STM,Sec14l1__STM
Elavl2__STM,Cacna2d3__STM
Elavl2__STM,Oxr1__STM
Elavl2__STM,Adcy5__STM
Elavl2__STM,Fbxl16__STM
Elavl2__STM,Abi2__STM
Elavl2__STM,C2cd2l__STM
Elavl2__STM,Jcad__STM
Elavl2__STM,Klf16__STM
Elavl2__STM,Rsrp1__STM
Elavl2__STM,Scn4b__STM
Elavl2__STM,Fbxo28__STM
Elavl2__STM,Slc24a3__STM
Elavl2__STM,Gpr88__STM
Elavl2__STM,Cisd3__STM
Snap47__STM,Mpped2__STM
Snap47__STM,Psmc5__STM
Snap47__STM,Sec14l1__STM
Snap47__STM,Ly6e__STM
Snap47__STM,Strn__STM
Snap47__STM,Abi2__STM
Snap47__STM,Pmvk__STM
Snap47__STM,Spryd3__STM
Snap47__STM,Abhd2__STM
Snap47__STM,Pgap4__STM
Snap47__STM,Hey1__STM
Snap47__STM,Tbc1d22b__STM
Snap47__STM,Scn4b__STM
Snap47__STM,Cisd3__STM
Sugp1__STM,Parm1__STM
Sugp1__STM,Rapgef5__STM
Sugp1__STM,Slc35d3__STM
Sugp1__STM,Elapor2__STM
Sugp1__STM,Syne2__STM
Pgam1__STM,Pabpn1__STM
Pgam1__STM,Ly6h__STM
Pgam1__STM,Niban1__STM
Pgam1__STM,Rbms1__STM
Pgam1__STM,Slc35e2__STM
Pgam1__STM,Firre__STM
Rps5__STM,Atp5po__STM
Rps5__STM,Mrpl30__STM
Rps5__STM,Plekhj1__STM
Pea15a__STM,Mpped2__STM
Pea15a__STM,Nars2__STM
Pea15a__STM,Rnf144a__STM
Pea15a__STM,Psmc5__STM
Pea15a__STM,Pabpn1__STM
Pea15a__STM,Ly6h__STM
Pea15a__STM,Fbxl16__STM
Pea15a__STM,Abi2__STM
Pea15a__STM,Rbms1__STM
Pea15a__STM,Gtf3c1__STM
Pea15a__STM,Slc39a12__STM
Pea15a__STM,Tbc1d22b__STM
Pea15a__STM,Mrps12__STM
Pea15a__STM,Stk19__STM
Pea15a__STM,Trank1__STM
Pea15a__STM,Slc24a3__STM
Pea15a__STM,AI593442__STM
Trnt1__STM,Zbtb40__STM
Xk__STM,Aasdhppt__STM
Dennd6b__STM,Sike1__STM
Dennd6b__STM,Inha__STM
Rxrg__STM,Rarb__STM
Rxrg__STM,Adora2a__STM
Rxrg__STM,Osbpl8__STM
Rxrg__STM,Fkbp1b__STM
Rxrg__STM,Rnf144a__STM
Rxrg__STM,Cacng4__STM
Rxrg__STM,Vti1b__STM
Rxrg__STM,Adcy2__STM
Rxrg__STM,Rhobtb2__STM
Rxrg__STM,Oxr1__STM
Rxrg__STM,Adcy5__STM
Rxrg__STM,Lpin2__STM
Rxrg__STM,Strn__STM
Rxrg__STM,Agbl5__STM
Rxrg__STM,Mkrn1__STM
Rxrg__STM,Ift122__STM
Rxrg__STM,C2cd2l__STM
Rxrg__STM,Jcad__STM
Rxrg__STM,Klf16__STM
Rxrg__STM,Scube3__STM
Rxrg__STM,Vps41__STM
Rxrg__STM,Scn4b__STM
Rxrg__STM,Slc35d3__STM
Rxrg__STM,Spock3__STM
Rxrg__STM,Hes6__STM
Rxrg__STM,Gpr88__STM
Rxrg__STM,4921539H07Rik__STM
Macroh2a1__STM,Pdlim3__STM
Macroh2a1__STM,Timm17a__STM
Macroh2a1__STM,Gm10699__STM
Macroh2a1__STM,Gm26881__STM
Fli1__STM,Amigo2__STM
Mpped2__STM,Rarb__STM
Mpped2__STM,Osbpl8__STM
Mpped2__STM,Psmc5__STM
Mpped2__STM,Id4__STM
Mpped2__STM,Ly6e__STM
Mpped2__STM,Ptk7__STM
Mpped2__STM,Erlin1__STM
Mpped2__STM,Abi2__STM
Mpped2__STM,Rbms1__STM
Mpped2__STM,Acot7__STM
Mpped2__STM,Prps1__STM
Mpped2__STM,Gtf3c1__STM
Mpped2__STM,Ano2__STM
Mpped2__STM,Tbc1d22b__STM
Mpped2__STM,Mrps12__STM
Mpped2__STM,Scn4b__STM
Mpped2__STM,Spock3__STM
Mpped2__STM,Trank1__STM
Mpped2__STM,4921539H07Rik__STM
Atxn10__STM,Rarb__STM
Atxn10__STM,Cacng4__STM
Atxn10__STM,Sec14l1__STM
Atxn10__STM,Cacna2d3__STM
Atxn10__STM,Ly6h__STM
Atxn10__STM,Adcy5__STM
Atxn10__STM,Pdia5__STM
Atxn10__STM,Lpin2__STM
Atxn10__STM,Strn__STM
Atxn10__STM,Fbxl16__STM
Atxn10__STM,Rbms1__STM
Atxn10__STM,Kcnq5__STM
Atxn10__STM,Mkrn1__STM
Atxn10__STM,Jcad__STM
Atxn10__STM,Scn4b__STM
Atxn10__STM,Slc35d3__STM
Atxn10__STM,Slc24a3__STM
Atxn10__STM,mt-Cytb__STM
Atxn10__STM,Hes6__STM
Atxn10__STM,AI593442__STM
Mrps18c__STM,Arel1__STM
Rarb__STM,Adora2a__STM
Rarb__STM,Osbpl8__STM
Rarb__STM,Fkbp1b__STM
Rarb__STM,Rnf144a__STM
Rarb__STM,Cacng4__STM
Rarb__STM,Sec14l1__STM
Rarb__STM,Id4__STM
Rarb__STM,Cacna2d3__STM
Rarb__STM,Rhobtb2__STM
Rarb__STM,Oxr1__STM
Rarb__STM,Tomm70a__STM
Rarb__STM,Adcy5__STM
Rarb__STM,Tiam2__STM
Rarb__STM,Strn__STM
Rarb__STM,Erlin1__STM
Rarb__STM,Fbxl16__STM
Rarb__STM,Abi2__STM
Rarb__STM,Rbms1__STM
Rarb__STM,Kcnab1__STM
Rarb__STM,Acot7__STM
Rarb__STM,Agbl5__STM
Rarb__STM,Gabra4__STM
Rarb__STM,Mkrn1__STM
Rarb__STM,Cmas__STM
Rarb__STM,C2cd2l__STM
Rarb__STM,Adra2a__STM
Rarb__STM,Jcad__STM
Rarb__STM,Klf16__STM
Rarb__STM,Scube3__STM
Rarb__STM,Wdr17__STM
Rarb__STM,Scn4b__STM
Rarb__STM,Gng7__STM
Rarb__STM,Synpo2__STM
Rarb__STM,Slc35d3__STM
Rarb__STM,Kcnip1__STM
Rarb__STM,Spock3__STM
Rarb__STM,Galnt13__STM
Rarb__STM,Ccdc177__STM
Rarb__STM,Slc24a3__STM
Rarb__STM,mt-Cytb__STM
Rarb__STM,Hes6__STM
Rarb__STM,Gpr88__STM
Rarb__STM,AI593442__STM
Rarb__STM,Cisd3__STM
Rarb__STM,4921539H07Rik__STM
Mapt__STM,Gfra2__STM
Mapt__STM,Ebag9__STM
Mapt__STM,St8sia5__STM
Mapt__STM,Gad2__STM
Mapt__STM,Gclc__STM
Mapt__STM,Mturn__STM
Mapt__STM,Pgap4__STM
Mapt__STM,Strip2__STM
Mapt__STM,Sgsm1__STM
Mapt__STM,Cisd3__STM
Acadvl__STM,Pmvk__STM
Acadvl__STM,Spr__STM
Smyd4__STM,Hs1bp3__STM
Mrpl58__STM,Efl1__STM
Cxcl16__STM,Sh3d19__STM
Nars2__STM,Rgl2__STM
Nars2__STM,Galnt13__STM
Cacng2__STM,Tspyl5__STM
Cacng2__STM,Samd14__STM
Cacng2__STM,Tspear__STM
Tmem160__STM,P3h2__STM
H13__STM,Cdk17__STM
H13__STM,Rnf144a__STM
H13__STM,Tomm70a__STM
H13__STM,Fbxl16__STM
H13__STM,Abi2__STM
H13__STM,Rbms1__STM
H13__STM,Kcnq5__STM
H13__STM,Adra2a__STM
H13__STM,Ano2__STM
H13__STM,Scn4b__STM
H13__STM,Stk19__STM
H13__STM,Lrrc8b__STM
Utrn__STM,Adora2a__STM
Utrn__STM,Id4__STM
Utrn__STM,Adcy2__STM
Utrn__STM,Gfra2__STM
Utrn__STM,Cbln2__STM
Utrn__STM,Casq2__STM
Utrn__STM,Agbl5__STM
Utrn__STM,Isl1__STM
Utrn__STM,Spock3__STM
Utrn__STM,Sez6l__STM
Utrn__STM,Galnt13__STM
Utrn__STM,4833418N02Rik__STM
Utrn__STM,1500015L24Rik__STM
Utrn__STM,Pcdhga6__STM
Fyn__STM,Zfp523__STM
Fyn__STM,Tnks__STM
Fyn__STM,Fbxo25__STM
Fyn__STM,Egfem1__STM
Smpdl3a__STM,Zfp523__STM
Bltp3b__STM,Mrnip__STM
Bltp3b__STM,1700017B05Rik__STM
Cfap54__STM,Ccdc30__STM
Cfap54__STM,Gm9930__STM
Cdk17__STM,Tiam2__STM
Cdk17__STM,Fbxl16__STM
Cdk17__STM,Abi2__STM
Cdk17__STM,Kcnq5__STM
Cdk17__STM,Mkrn1__STM
Cdk17__STM,Copg1__STM
Cdk17__STM,Nmnat3__STM
Cdk17__STM,Kctd1__STM
Cdk17__STM,Fam13b__STM
Cdk17__STM,Slc39a12__STM
Cdk17__STM,Wdr17__STM
Cdk17__STM,Tbc1d22b__STM
Cdk17__STM,Slc35d3__STM
Cdk17__STM,Manbal__STM
Cdk17__STM,Lrrc8b__STM
Cdk17__STM,Ap1ar__STM
Micu1__STM,Polr1g__STM
Micu1__STM,Pld5__STM
Micu1__STM,Sez6l__STM
Micu1__STM,Zfp389__STM
Slc1a4__STM,Cep63__STM
Slc1a4__STM,Spns2__STM
Slc1a4__STM,C230014O12Rik__STM
Uqcr11__STM,Pmm1__STM
Uqcr11__STM,Atp5po__STM
Uqcr11__STM,Ip6k1__STM
Uqcr11__STM,Ndufa13__STM
Uqcr11__STM,Efl1__STM
Uqcr11__STM,Tspyl5__STM
Uqcr11__STM,Lamtor4__STM
Uqcr11__STM,Uqcr10__STM
Adora2a__STM,Cacng4__STM
Adora2a__STM,Adcy2__STM
Adora2a__STM,Cacna2d3__STM
Adora2a__STM,Gfra2__STM
Adora2a__STM,Adcy5__STM
Adora2a__STM,Cbln2__STM
Adora2a__STM,Erlin1__STM
Adora2a__STM,St8sia5__STM
Adora2a__STM,Kcnab1__STM
Adora2a__STM,Bend5__STM
Adora2a__STM,Tgfa__STM
Adora2a__STM,Cntnap4__STM
Adora2a__STM,Jcad__STM
Adora2a__STM,Scube3__STM
Adora2a__STM,Efhd2__STM
Adora2a__STM,Mfsd6__STM
Adora2a__STM,Penk__STM
Adora2a__STM,Basp1__STM
Adora2a__STM,Gng7__STM
Adora2a__STM,Dscam__STM
Adora2a__STM,Kcnip1__STM
Adora2a__STM,Spock3__STM
Adora2a__STM,Sez6l__STM
Adora2a__STM,Gpr88__STM
Adora2a__STM,Tlnrd1__STM
Osbpl8__STM,Cacng4__STM
Osbpl8__STM,Coch__STM
Osbpl8__STM,Adcy2__STM
Osbpl8__STM,Mtx3__STM
Osbpl8__STM,Htr1a__STM
Osbpl8__STM,Cacna2d3__STM
Osbpl8__STM,Rhobtb2__STM
Osbpl8__STM,Oxr1__STM
Osbpl8__STM,Ly6e__STM
Osbpl8__STM,Ptk7__STM
Osbpl8__STM,Strn__STM
Osbpl8__STM,Adgra1__STM
Osbpl8__STM,Agbl5__STM
Osbpl8__STM,Mkrn1__STM
Osbpl8__STM,Map1lc3b__STM
Osbpl8__STM,Nmnat3__STM
Osbpl8__STM,Lmo2__STM
Osbpl8__STM,Scube3__STM
Osbpl8__STM,Wdr17__STM
Osbpl8__STM,Vps41__STM
Osbpl8__STM,Mfsd6__STM
Osbpl8__STM,Entpd3__STM
Osbpl8__STM,Scn4b__STM
Osbpl8__STM,Slc35d3__STM
Osbpl8__STM,Kcnip1__STM
Osbpl8__STM,Spock3__STM
Osbpl8__STM,Galnt13__STM
Osbpl8__STM,Slc24a3__STM
Osbpl8__STM,Hhip__STM
Osbpl8__STM,mt-Cytb__STM
Osbpl8__STM,Fxyd6__STM
Osbpl8__STM,Hes6__STM
Osbpl8__STM,Gpr88__STM
Osbpl8__STM,1500015L24Rik__STM
Osbpl8__STM,4921539H07Rik__STM
Zpbp__STM,Zfp617__STM
Wif1__STM,Niban1__STM
Wif1__STM,Tbc1d22b__STM
Ncln__STM,Zdhhc18__STM
Slc36a1__STM,St8sia5__STM
Mrnip__STM,Lca5l__STM
Hs1bp3__STM,Itpr3__STM
Amz2__STM,Gm26814__STM
Map2k6__STM,Rps6-ps1__STM
Fkbp1b__STM,Cacng4__STM
Fkbp1b__STM,Adcy2__STM
Fkbp1b__STM,Cacna2d3__STM
Fkbp1b__STM,Oxr1__STM
Fkbp1b__STM,Ly6e__STM
Fkbp1b__STM,Adcy5__STM
Fkbp1b__STM,Strn__STM
Fkbp1b__STM,Agbl5__STM
Fkbp1b__STM,C2cd2l__STM
Fkbp1b__STM,Jcad__STM
Fkbp1b__STM,Klf16__STM
Fkbp1b__STM,Scube3__STM
Fkbp1b__STM,Gng7__STM
Fkbp1b__STM,Synpo2__STM
Fkbp1b__STM,Spock3__STM
Fkbp1b__STM,Gpr88__STM
Fkbp1b__STM,Hspa1a__STM
Fkbp1b__STM,4921539H07Rik__STM
Rnf144a__STM,Cacng4__STM
Rnf144a__STM,Sec14l1__STM
Rnf144a__STM,Coch__STM
Rnf144a__STM,Cacna2d3__STM
Rnf144a__STM,Adcy5__STM
Rnf144a__STM,Strn__STM
Rnf144a__STM,Fbxl16__STM
Rnf144a__STM,Rbms1__STM
Rnf144a__STM,Kcnq5__STM
Rnf144a__STM,Enho__STM
Rnf144a__STM,Adra2a__STM
Rnf144a__STM,Ano2__STM
Rnf144a__STM,Scube3__STM
Rnf144a__STM,Scn4b__STM
Rnf144a__STM,Gng7__STM
Rnf144a__STM,Synpo2__STM
Rnf144a__STM,Spock3__STM
Rnf144a__STM,Ccdc177__STM
Rnf144a__STM,Slc24a3__STM
Rnf144a__STM,Gpr88__STM
Rnf144a__STM,AI593442__STM
Sntg2__STM,Gpr180__STM
Sntg2__STM,P2ry14__STM
Psmc5__STM,Abi2__STM
Psmc5__STM,Pmvk__STM
Psmc5__STM,Prps1__STM
Psmc5__STM,Rbm8a__STM
Psmc5__STM,Mrps12__STM
Psmc5__STM,Trank1__STM
Psmc5__STM,Cisd3__STM
Polg2__STM,Hapln3__STM
Cacng4__STM,Vti1b__STM
Cacng4__STM,Cacna2d3__STM
Cacng4__STM,Rhobtb2__STM
Cacng4__STM,Adcy5__STM
Cacng4__STM,Tiam2__STM
Cacng4__STM,Lpin2__STM
Cacng4__STM,Strn__STM
Cacng4__STM,Itga4__STM
Cacng4__STM,Kcnab1__STM
Cacng4__STM,Mkrn1__STM
Cacng4__STM,Cmas__STM
Cacng4__STM,C2cd2l__STM
Cacng4__STM,Jcad__STM
Cacng4__STM,Scube3__STM
Cacng4__STM,Tox__STM
Cacng4__STM,Mfsd6__STM
Cacng4__STM,Isl1__STM
Cacng4__STM,Greb1l__STM
Cacng4__STM,Scn4b__STM
Cacng4__STM,Gng7__STM
Cacng4__STM,Synpo2__STM
Cacng4__STM,Slc35d3__STM
Cacng4__STM,Fam241a__STM
Cacng4__STM,Clec12a__STM
Cacng4__STM,Kcnip1__STM
Cacng4__STM,Spock3__STM
Cacng4__STM,Slc24a3__STM
Cacng4__STM,mt-Cytb__STM
Cacng4__STM,Hes6__STM
Cacng4__STM,Gpr88__STM
Cacng4__STM,Tlnrd1__STM
Sec14l1__STM,Cacna2d3__STM
Sec14l1__STM,Gpr180__STM
Sec14l1__STM,Acin1__STM
Sec14l1__STM,Adcy5__STM
Sec14l1__STM,Strn__STM
Sec14l1__STM,Erlin1__STM
Sec14l1__STM,Fbxl16__STM
Sec14l1__STM,Rbms1__STM
Sec14l1__STM,Nop56__STM
Sec14l1__STM,Snx16__STM
Sec14l1__STM,Acot7__STM
Sec14l1__STM,Jcad__STM
Sec14l1__STM,Ano2__STM
Sec14l1__STM,Scube3__STM
Sec14l1__STM,Mfsd6__STM
Sec14l1__STM,Scn4b__STM
Sec14l1__STM,Gng7__STM
Sec14l1__STM,Slc24a3__STM
Sec14l1__STM,AI593442__STM
Coch__STM,Mtx3__STM
Coch__STM,Rbms1__STM
Coch__STM,Kcnab1__STM
Coch__STM,Gabra4__STM
Coch__STM,Lmo2__STM
Coch__STM,Otulinl__STM
Coch__STM,mt-Nd1__STM
Coch__STM,mt-Cytb__STM
Coch__STM,Tlnrd1__STM
Coch__STM,AI593442__STM
Coch__STM,Gm16339__STM
Vrk1__STM,Jcad__STM
Vrk1__STM,Rgl2__STM
Vrk1__STM,Ccno__STM
Vti1b__STM,Rhobtb2__STM
Vti1b__STM,Agbl5__STM
Vti1b__STM,Kcnip1__STM
Vti1b__STM,Tlnrd1__STM
Vti1b__STM,Prnp__STM
Vti1b__STM,Pcdhga6__STM
Galnt16__STM,Mhrt__STM
Galnt16__STM,Gm42600__STM
Slc25a29__STM,Rbms1__STM
Slc25a29__STM,Map1lc3b__STM
Slc25a29__STM,Jcad__STM
Slc25a29__STM,Scube3__STM
Slc25a29__STM,Tbc1d22b__STM
Slc25a29__STM,Pcdhb13__STM
Slc25a29__STM,Manbal__STM
Slc25a29__STM,Gm42722__STM
Ppp1r13b__STM,Alg5__STM
Ppp1r13b__STM,Lmtk2__STM
Tpmt__STM,Ly6e__STM
Tpmt__STM,Pgap4__STM
Tpmt__STM,Dtx4__STM
Id4__STM,Adcy2__STM
Id4__STM,Mtx3__STM
Id4__STM,Cacna2d3__STM
Id4__STM,Ly6e__STM
Id4__STM,Strn__STM
Id4__STM,Erlin1__STM
Id4__STM,St8sia5__STM
Id4__STM,Fbxl16__STM
Id4__STM,Gad2__STM
Id4__STM,Kcnab1__STM
Id4__STM,Gabra4__STM
Id4__STM,Tgfa__STM
Id4__STM,Map1lc3b__STM
Id4__STM,Lmo2__STM
Id4__STM,Adra2a__STM
Id4__STM,Ano2__STM
Id4__STM,Scube3__STM
Id4__STM,Strip2__STM
Id4__STM,Mfsd6__STM
Id4__STM,Scn4b__STM
Id4__STM,Synpo2__STM
Id4__STM,Ywhag__STM
Id4__STM,Spock3__STM
Id4__STM,Sez6l__STM
Id4__STM,Fxyd6__STM
Id4__STM,Gpr88__STM
Id4__STM,4921539H07Rik__STM
Sema4d__STM,Mapre2__STM
Zfp346__STM,Sh3d19__STM
Adcy2__STM,Gfra2__STM
Adcy2__STM,Ly6e__STM
Adcy2__STM,Strn__STM
Adcy2__STM,Tmx3__STM
Adcy2__STM,St8sia5__STM
Adcy2__STM,Acot7__STM
Adcy2__STM,Agbl5__STM
Adcy2__STM,Gabra4__STM
Adcy2__STM,Spock3__STM
Adcy2__STM,Sez6l__STM
Adcy2__STM,Galnt13__STM
Adcy2__STM,Gpr88__STM
Adcy2__STM,Hspa1a__STM
Adcy2__STM,4921539H07Rik__STM
Ndufs6__STM,Slfn8__STM
Arhgef28__STM,Scube3__STM
Arhgef28__STM,Arel1__STM
Arhgef28__STM,Mafa__STM
Arhgef28__STM,Insl5__STM
Arhgef28__STM,Ap1ar__STM
Mtx3__STM,Enho__STM
Mtx3__STM,mt-Cytb__STM
Mtx3__STM,1500015L24Rik__STM
Htr1a__STM,Rgs2__STM
Htr1a__STM,Agbl5__STM
Htr1a__STM,Mkrn1__STM
Htr1a__STM,Vps41__STM
Nid2__STM,Lca5__STM
Nid2__STM,Ip6k1__STM
Cacna2d3__STM,Rhobtb2__STM
Cacna2d3__STM,Gfra2__STM
Cacna2d3__STM,Oxr1__STM
Cacna2d3__STM,Adcy5__STM
Cacna2d3__STM,Strn__STM
Cacna2d3__STM,Erlin1__STM
Cacna2d3__STM,Fbxl16__STM
Cacna2d3__STM,Rbms1__STM
Cacna2d3__STM,Kcnab1__STM
Cacna2d3__STM,Kcnq5__STM
Cacna2d3__STM,Enho__STM
Cacna2d3__STM,Acot7__STM
Cacna2d3__STM,Agbl5__STM
Cacna2d3__STM,Tgfa__STM
Cacna2d3__STM,Cmas__STM
Cacna2d3__STM,C2cd2l__STM
Cacna2d3__STM,Lmo2__STM
Cacna2d3__STM,Adra2a__STM
Cacna2d3__STM,Jcad__STM
Cacna2d3__STM,Scube3__STM
Cacna2d3__STM,Smurf1__STM
Cacna2d3__STM,Tox__STM
Cacna2d3__STM,Mfsd6__STM
Cacna2d3__STM,Greb1l__STM
Cacna2d3__STM,Basp1__STM
Cacna2d3__STM,Scn4b__STM
Cacna2d3__STM,Gng7__STM
Cacna2d3__STM,Ywhag__STM
Cacna2d3__STM,Kcnip1__STM
Cacna2d3__STM,Spock3__STM
Cacna2d3__STM,Ccdc177__STM
Cacna2d3__STM,Slc24a3__STM
Cacna2d3__STM,Gpr88__STM
Cacna2d3__STM,Tlnrd1__STM
Cacna2d3__STM,AI593442__STM
Cacna2d3__STM,Cisd3__STM
Cacna2d3__STM,Hspa1a__STM
Cacna2d3__STM,4921539H07Rik__STM
Slc25a30__STM,Cenpq__STM
Slc25a30__STM,Tob2__STM
Rhobtb2__STM,Adcy5__STM
Rhobtb2__STM,Pdpk1__STM
Rhobtb2__STM,Mkrn1__STM
Rhobtb2__STM,Cmas__STM
Rhobtb2__STM,C2cd2l__STM
Rhobtb2__STM,Lmo2__STM
Rhobtb2__STM,Jcad__STM
Rhobtb2__STM,Parm1__STM
Rhobtb2__STM,Scube3__STM
Rhobtb2__STM,Lmtk2__STM
Rhobtb2__STM,Wdr17__STM
Rhobtb2__STM,Col6a3__STM
Rhobtb2__STM,Slc35d3__STM
Rhobtb2__STM,Kcnip1__STM
Rhobtb2__STM,Spock3__STM
Rhobtb2__STM,Serpina9__STM
Rhobtb2__STM,Slc24a3__STM
Rhobtb2__STM,mt-Cytb__STM
Rhobtb2__STM,Hes6__STM
Rhobtb2__STM,Gpr88__STM
Gfra2__STM,Ly6e__STM
Gfra2__STM,Cbln2__STM
Gfra2__STM,St8sia5__STM
Gfra2__STM,Kcnab1__STM
Gfra2__STM,Col4a2__STM
Gfra2__STM,Gclc__STM
Gfra2__STM,Dtx4__STM
Gfra2__STM,Efhd2__STM
Gfra2__STM,Ywhag__STM
Gfra2__STM,Spock3__STM
Gfra2__STM,Sez6l__STM
Gfra2__STM,Hhip__STM
Gfra2__STM,Gpr88__STM
Gfra2__STM,Tlnrd1__STM
Gfra2__STM,Rad51ap2__STM
Gfra2__STM,Hspa1a__STM
Gfra2__STM,4921539H07Rik__STM
Gpr180__STM,Acin1__STM
Gpr180__STM,6030458C11Rik__STM
Gpr180__STM,Lpin2__STM
Gpr180__STM,Nop56__STM
Gpr180__STM,AI593442__STM
Acin1__STM,Fbxl16__STM
Acin1__STM,Nop56__STM
Acin1__STM,Elmod2__STM
Acin1__STM,Tmem191__STM
Pabpn1__STM,Rbm8a__STM
Pabpn1__STM,Mrps12__STM
Pabpn1__STM,Trank1__STM
Pabpn1__STM,Gm37124__STM
Laptm4b__STM,Derl1__STM
Laptm4b__STM,Mapk8ip2__STM
Laptm4b__STM,Atp5po__STM
Laptm4b__STM,Lamtor4__STM
Oxr1__STM,Adcy5__STM
Oxr1__STM,Mkrn1__STM
Oxr1__STM,Nmnat3__STM
Oxr1__STM,Traip__STM
Oxr1__STM,Jcad__STM
Oxr1__STM,Wdr17__STM
Oxr1__STM,Gng7__STM
Oxr1__STM,Spock3__STM
Oxr1__STM,Ccdc177__STM
Oxr1__STM,Slc24a3__STM
Oxr1__STM,Gpr88__STM
Oxr1__STM,Cisd3__STM
Ebag9__STM,Gad2__STM
Derl1__STM,Dctn2__STM
Derl1__STM,Cep63__STM
Derl1__STM,Thrsp__STM
Derl1__STM,C230014O12Rik__STM
Pmm1__STM,Stambpl1__STM
Pmm1__STM,Snx7__STM
Pmm1__STM,Cog4__STM
Pmm1__STM,Map1lc3b__STM
Pmm1__STM,Gm9930__STM
Pmm1__STM,Tcf15__STM
Ly6h__STM,Rbms1__STM
Ly6h__STM,Tgfa__STM
Ly6h__STM,Ift122__STM
Ly6h__STM,Lmo2__STM
Ly6h__STM,Slc39a12__STM
Ly6h__STM,Scn4b__STM
Ly6h__STM,Fxyd6__STM
Ly6h__STM,AI593442__STM
Ly6e__STM,Cbln2__STM
Ly6e__STM,St8sia5__STM
Ly6e__STM,Gad2__STM
Ly6e__STM,Acot7__STM
Ly6e__STM,Map1lc3b__STM
Ly6e__STM,Gucy1a1__STM
Ly6e__STM,Thrsp__STM
Ly6e__STM,Vps41__STM
Ly6e__STM,Ywhag__STM
Ly6e__STM,Gm5093__STM
Ly6e__STM,Hspa1a__STM
Ly6e__STM,4921539H07Rik__STM
Mapk8ip2__STM,Rgs2__STM
Mapk8ip2__STM,Stk32a__STM
Mapk8ip2__STM,Tmem130__STM
Mapk8ip2__STM,Samd14__STM
Mapk8ip2__STM,Lrrc4c__STM
Mapk8ip2__STM,Nkx2-9__STM
Mapk8ip2__STM,Gm26814__STM
Mapk8ip2__STM,Gm37397__STM
Nit2__STM,Tgfa__STM
Nit2__STM,Penk__STM
Nit2__STM,Gdpd1__STM
Tomm70a__STM,Adcy5__STM
Tomm70a__STM,Tiam2__STM
Tomm70a__STM,Strn__STM
Tomm70a__STM,Fbxl16__STM
Tomm70a__STM,Abi2__STM
Tomm70a__STM,Acot7__STM
Tomm70a__STM,Mkrn1__STM
Tomm70a__STM,Tgfa__STM
Tomm70a__STM,Nmnat3__STM
Tomm70a__STM,Penk__STM
Tomm70a__STM,Scn4b__STM
Tomm70a__STM,Gng7__STM
Tomm70a__STM,Synpo2__STM
Tomm70a__STM,Spock3__STM
Tomm70a__STM,Htr1d__STM
Tomm70a__STM,Ap1ar__STM
Tomm70a__STM,AI593442__STM
Tomm70a__STM,Hspa1a__STM
Adcy5__STM,Strn__STM
Adcy5__STM,Erlin1__STM
