node1,node2
D-Fructose__PLS,Benzeneacetic acid__PLS
D-Fructose__PLS,Deoxycholic Acid__PLS
D-Fructose__PLS,Methylmalonic monoamide__PLS
D-Fructose__PLS,"Propanetriol, 2-methyl-__PLS"
D-Fructose__PLS,Propylamine__PLS
D-Fructose__PLS,Tartronic acid__PLS
D-Fructose__PLS,Triethanolamine__PLS
D-Fructose__PLS,Xylose__PLS
"D-Isoleucine, N-acetyl-__PLS",1-Tetradecanol__PLS
"D-Isoleucine, N-acetyl-__PLS","Erythrono-1,4-lactone, (Z)-__PLS"
"D-Isoleucine, N-acetyl-__PLS",L-5-Oxoproline__PLS
"D-Isoleucine, N-acetyl-__PLS","Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-__PLS"
D-Mannose__PLS,Phlorizin__PLS
Decanoic acid__PLS,(pm)-Phenylpropanolamine__PLS
Decanoic acid__PLS,Lactic Acid__PLS
Decanoic acid__PLS,Octanoic acid__PLS
Dehydronorketamine__PLS,"1,3-Dioxane-4-methanol, 4,5-dimethyl-__PLS"
Deoxycholic Acid__PLS,1-Phenylethanol__PLS
Deoxycholic Acid__PLS,"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol__PLS"
Deoxycholic Acid__PLS,"2-Propanone, bis(1-methylethyl)hydrazone__PLS"
Deoxycholic Acid__PLS,"5-Androsten-17alpha-methyl-3beta,17beta-diol__PLS"
Deoxycholic Acid__PLS,Delorazepam__PLS
Deoxycholic Acid__PLS,Glycolic acid__PLS
Deoxycholic Acid__PLS,Hydantoic acid__PLS
Deoxycholic Acid__PLS,Indole-5-carboxylic acid__PLS
Deoxycholic Acid__PLS,Isopropyl palmitate__PLS
Deoxycholic Acid__PLS,Nonadecanoic acid__PLS
Deoxycholic Acid__PLS,Phenylalanine__PLS
Deoxycholic Acid__PLS,Propylamine__PLS
Desmosterol__PLS,"5-Androsten-17alpha-methyl-3beta,17beta-diol__PLS"
Desmosterol__PLS,Cinnamic acid__PLS
Dihydrouracil__PLS,5-(2-Aminopropyl)-2-methylphenol__PLS
Dihydrouracil__PLS,Benzeneacetic acid__PLS
Dihydrouracil__PLS,Glycolic acid__PLS
Dihydrouracil__PLS,Hydracrylic acid__PLS
Dihydrouracil__PLS,L-Asparagine__PLS
Dihydrouracil__PLS,Ornithine__PLS
Dihydrouracil__PLS,Phenylalanine__PLS
Dihydrouracil__PLS,Propylamine__PLS
Dinoseb__PLS,(pm)-alpha-Tocopherol acetate__PLS
Dinoseb__PLS,1-(4-Hydroxybenzylidene)acetone__PLS
Dinoseb__PLS,1-Monoacetin__PLS
Dinoseb__PLS,1-Tetradecanol__PLS
Dinoseb__PLS,"2-Amino-4,6-dihydroxypyrimidine__PLS"
Dinoseb__PLS,"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-__PLS"
Dinoseb__PLS,3-Amino-5-morpholinomethyl-2-oxazolidinone__PLS
Dinoseb__PLS,"Acetin, bis-1,3-trimethylsilyl ether__PLS"
Dinoseb__PLS,Arabinaric acid__PLS
Dinoseb__PLS,"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-__PLS"
Dinoseb__PLS,Diphenyl ether__PLS
Dinoseb__PLS,DL-Glyceraldehyde__PLS
Dinoseb__PLS,Hexanoic acid__PLS
Dinoseb__PLS,Indole-3-lactic acid__PLS
Dinoseb__PLS,Isofucosterol__PLS
Dinoseb__PLS,Isopropyl palmitate__PLS
Dinoseb__PLS,Levulinic acid__PLS
Dinoseb__PLS,Methyl aminoacetate__PLS
Dinoseb__PLS,Niclosamide__PLS
Dinoseb__PLS,Nonadecanoic acid__PLS
Dinoseb__PLS,"Pentenoic acid, 4-[(trimethylsilyl)oxy]-__PLS"
Dinoseb__PLS,Phenoxyacetic acid__PLS
Dinoseb__PLS,"Propanetriol, 2-methyl-__PLS"
Dinoseb__PLS,Propylamine__PLS
Dinoseb__PLS,Salsoline__PLS
Dinoseb__PLS,Triethanolamine__PLS
Dinoseb__PLS,L-Tyrosine__PLS
Diphenyl ether__PLS,1-(4-Hydroxybenzylidene)acetone__PLS
Diphenyl ether__PLS,1-Tetradecanol__PLS
Diphenyl ether__PLS,2-Naphthol__PLS
Diphenyl ether__PLS,5-Hydroxytryptophan__PLS
Diphenyl ether__PLS,Arabinaric acid__PLS
Diphenyl ether__PLS,"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]-__PLS"
Diphenyl ether__PLS,Itaconic acid__PLS
Diphenyl ether__PLS,Phloroglucinol__PLS
Diphenyl ether__PLS,Salsoline__PLS
Diphenyl ether__PLS,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-__PLS"
DL-Glyceraldehyde__PLS,(pm)-alpha-Tocopherol acetate__PLS
DL-Glyceraldehyde__PLS,"(R*,S*)-2,3-Dihydroxybutanoic acid__PLS"
DL-Glyceraldehyde__PLS,1-(4-Hydroxybenzylidene)acetone__PLS
DL-Glyceraldehyde__PLS,"2-Propanone, bis(1-methylethyl)hydrazone__PLS"
DL-Glyceraldehyde__PLS,alpha-Tocopherol__PLS
DL-Glyceraldehyde__PLS,5-Hydroxyhexanoic acid__PLS
DL-Glyceraldehyde__PLS,Indole-5-carboxylic acid__PLS
DL-Glyceraldehyde__PLS,Isofucosterol__PLS
DL-Glyceraldehyde__PLS,Isoxaben__PLS
DL-Glyceraldehyde__PLS,Itaconic acid__PLS
DL-Glyceraldehyde__PLS,Methyl aminoacetate__PLS
DL-Glyceraldehyde__PLS,Methylmalonic monoamide__PLS
DL-Glyceraldehyde__PLS,N-Isovaleroylglycine__PLS
DL-Glyceraldehyde__PLS,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS
DL-Glyceraldehyde__PLS,Nonadecanoic acid__PLS
DL-Glyceraldehyde__PLS,p-Toluic acid__PLS
DL-Glyceraldehyde__PLS,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-__PLS"
DL-Glyceraldehyde__PLS,"Propanetriol, 2-methyl-__PLS"
DL-Glyceraldehyde__PLS,"Stigmast-5-ene, 3beta-__PLS"
DL-Glyceraldehyde__PLS,Tartronic acid__PLS
DL-Glyceraldehyde__PLS,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-__PLS"
DL-Glyceraldehyde__PLS,Triethanolamine__PLS
DL-Glyceraldehyde__PLS,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate__PLS"
DL-Phenylalanine__PLS,DL-Ornithine__PLS
"Dodecane, 4,6-dimethyl-__PLS","2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-__PLS"
"Dodecane, 4,6-dimethyl-__PLS","Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-__PLS"
"Dodecane, 4,6-dimethyl-__PLS",Methylmalonic monoamide__PLS
"Dodecane, 4,6-dimethyl-__PLS",N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS
"Dodecane, 4,6-dimethyl-__PLS",Propylamine__PLS
Dodecanoic acid__PLS,5-Ethyluracil__PLS
Dodecanoic acid__PLS,Phlorizin__PLS
Dodecanoic acid__PLS,L-Tyrosine__PLS
Dodecylcyclohexane__PLS,"2-Propanone, bis(1-methylethyl)hydrazone__PLS"
Dodecylcyclohexane__PLS,Dodecanoic acid__PLS
Dodecylcyclohexane__PLS,Isopropyl palmitate__PLS
Dodecylcyclohexane__PLS,Levulinic acid__PLS
Dodecylcyclohexane__PLS,Myristic acid__PLS
Dodecylcyclohexane__PLS,Octopamine__PLS
Dodecylcyclohexane__PLS,Phloroglucinol__PLS
Eicosapentaenoic acid__PLS,"Acetamide, N,N-diethyl-__PLS"
Eicosapentaenoic acid__PLS,"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-__PLS"
Erythritol__PLS,Glycolic acid__PLS
Erythritol__PLS,"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-__PLS"
"Erythrono-1,4-lactone, (Z)-__PLS",(pm)-alpha-Tocopherol acetate__PLS
"Erythrono-1,4-lactone, (Z)-__PLS",3-Hydroxybutyric acid__PLS
"Erythrono-1,4-lactone, (Z)-__PLS",3'-Hydroxyacetophenone__PLS
"Erythrono-1,4-lactone, (Z)-__PLS","Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-__PLS"
"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]-__PLS",beta-Hydroxypyruvic acid__PLS
Ethanolamine__PLS,"(2S,3R)-3-[(4E,7E)-Nona-4,7-dienoyl]-N,N-bis(trimethylsilyl)oxirane-2-carboxamide__PLS"
"Ethanone, 1-(2,5-dimethoxyphenyl)-__PLS",6-Hydroxyflavone-beta-D-glucoside__PLS
"Ethanone, 1-(2,5-dimethoxyphenyl)-__PLS",Heptadecanoic acid__PLS
"Furan, 2-pentyl-__PLS","2-Propanone, bis(1-methylethyl)hydrazone__PLS"
"Furan, 2-pentyl-__PLS",Phenoxyacetic acid__PLS
"Furan, 2-pentyl-__PLS",S-Methyl-L-cysteine__PLS
Glycine__PLS,1-Monoacetin__PLS
Glycine__PLS,"1,3-Cyclohexanebis(methylamine)__PLS"
Glycine__PLS,5-(2-Aminopropyl)-2-methylphenol__PLS
Glycine__PLS,"5alpha-Pregnane-3,20-dione__PLS"
Glycine__PLS,7-(Trimethylsilyl)amino-4-methylcoumarin__PLS
Glycine__PLS,alpha-Tocopherol__PLS
Glycine__PLS,"Glycine, N-(N-DL-leucylglycyl)-__PLS"
Glycine__PLS,Indole-3-lactic acid__PLS
Glycine__PLS,Niclosamide__PLS
Glycine__PLS,Nonadecanoic acid__PLS
Glycine__PLS,Pimelic acid__PLS
Glycine__PLS,"Propanetriol, 2-methyl-__PLS"
Glycine__PLS,Salsoline__PLS
"Glycine, N-(1-oxobutyl)-__PLS",N-Valerylglycine__PLS
"Glycine, N-(1-oxobutyl)-__PLS",Uracil__PLS
"Glycine, N-(N-DL-leucylglycyl)-__PLS",7-(Trimethylsilyl)amino-4-methylcoumarin__PLS
"Glycine, N-(N-DL-leucylglycyl)-__PLS",alpha-Tocopherol__PLS
"Glycine, N-(N-DL-leucylglycyl)-__PLS",Hexanoic acid__PLS
"Glycine, N-(N-DL-leucylglycyl)-__PLS",Phlorizin__PLS
"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]-__PLS",Isoxaben__PLS
Glycolic acid__PLS,"2-Propanone, bis(1-methylethyl)hydrazone__PLS"
Glycolic acid__PLS,Hydracrylic acid__PLS
Glycolic acid__PLS,Phenylalanine__PLS
Glyoxime__PLS,(pm)-alpha-Tocopherol acetate__PLS
Glyoxime__PLS,3'-Hydroxyacetophenone__PLS
Glyoxime__PLS,4-Cumylphenol__PLS
Glyoxime__PLS,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-__PLS"
Glyoxime__PLS,"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-__PLS"
Glyoxime__PLS,Octopamine__PLS
Guanabenz__PLS,5-(2-Aminopropyl)-2-methylphenol__PLS
Heptadecanoic acid__PLS,3'-Hydroxyacetophenone__PLS
Heptadecanoic acid__PLS,Hexanoic acid__PLS
Heptadecanoic acid__PLS,Nonadecanoic acid__PLS
Hexanedioic acid__PLS,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-__PLS"
Hexanoic acid__PLS,Isopropyl palmitate__PLS
Hexanoic acid__PLS,Phenoxyacetic acid__PLS
Hexanoic acid__PLS,Salsoline__PLS
Hydantoic acid__PLS,1-(4-Hydroxybenzylidene)acetone__PLS
Hydantoic acid__PLS,"1,3-Dioxane-4-methanol, 4,5-dimethyl-__PLS"
Hydantoic acid__PLS,3-Amino-5-morpholinomethyl-2-oxazolidinone__PLS
Hydantoic acid__PLS,"9,12-Octadecadienoic acid__PLS"
Hydantoic acid__PLS,"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-__PLS"
Hydantoic acid__PLS,Pimelic acid__PLS
Hydantoic acid__PLS,Propylamine__PLS
Hydracrylic acid__PLS,(pm)-alpha-Tocopherol acetate__PLS
Hydracrylic acid__PLS,"2-Propanone, bis(1-methylethyl)hydrazone__PLS"
Hydracrylic acid__PLS,4-Cumylphenol__PLS
Hydracrylic acid__PLS,Xylazine__PLS
Hydroquinidine__PLS,DL-Phenylalanine__PLS
Hydroquinidine__PLS,L-5-Oxoproline__PLS
Hydroquinone__PLS,3-Indolepropionic acid__PLS
Indole-3-lactic acid__PLS,3-Indolepropionic acid__PLS
Indole-3-lactic acid__PLS,alpha-Tocopherol__PLS
Indole-3-lactic acid__PLS,Arabinaric acid__PLS
Indole-3-lactic acid__PLS,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-__PLS"
Indole-3-lactic acid__PLS,L-Tryptophan__PLS
Indole-3-lactic acid__PLS,Methyl aminoacetate__PLS
Indole-3-lactic acid__PLS,Niclosamide__PLS
Indole-3-lactic acid__PLS,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-__PLS"
Indole-5-carboxylic acid__PLS,"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-__PLS"
Indole-5-carboxylic acid__PLS,"2-Propanone, bis(1-methylethyl)hydrazone__PLS"
Indole-5-carboxylic acid__PLS,Isofucosterol__PLS
Indole-5-carboxylic acid__PLS,Isopropyl palmitate__PLS
Indole-5-carboxylic acid__PLS,Itaconic acid__PLS
Indole-5-carboxylic acid__PLS,Methyl aminoacetate__PLS
Indole-5-carboxylic acid__PLS,"N,O-Bis(trimethylsilyl)carbamate__PLS"
Indole-5-carboxylic acid__PLS,"Propanetriol, 2-methyl-__PLS"
Indole-5-carboxylic acid__PLS,Propylamine__PLS
Indole-5-carboxylic acid__PLS,"Stigmast-5-ene, 3beta-__PLS"
Indole-5-carboxylic acid__PLS,Tartronic acid__PLS
Indole-5-carboxylic acid__PLS,Triethanolamine__PLS
Indole-5-carboxylic acid__PLS,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate__PLS"
"Inosose-2, 1,3,4,5,6-pentakis-__PLS",Cholesterol__PLS
"Inosose-2, 1,3,4,5,6-pentakis-__PLS",Hexanedioic acid__PLS
"Inosose-2, 1,3,4,5,6-pentakis-__PLS",L-Aspartic acid__PLS
Isofucosterol__PLS,(pm)-alpha-Tocopherol acetate__PLS
Isofucosterol__PLS,"(R*,S*)-2,3-Dihydroxybutanoic acid__PLS"
Isofucosterol__PLS,1-(4-Hydroxybenzylidene)acetone__PLS
Isofucosterol__PLS,1-Monoacetin__PLS
Isofucosterol__PLS,"2-Amino-4,6-dihydroxypyrimidine__PLS"
Isofucosterol__PLS,"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-__PLS"
Isofucosterol__PLS,5-Hydroxytryptophan__PLS
Isofucosterol__PLS,"Acetin, bis-1,3-trimethylsilyl ether__PLS"
Isofucosterol__PLS,alpha-Tocopherol__PLS
Isofucosterol__PLS,Arabinaric acid__PLS
Isofucosterol__PLS,Diphenyl ether__PLS
Isofucosterol__PLS,Isopropyl palmitate__PLS
Isofucosterol__PLS,Itaconic acid__PLS
Isofucosterol__PLS,Metanephrine__PLS
Isofucosterol__PLS,Methyl aminoacetate__PLS
Isofucosterol__PLS,"N,O-Bis(trimethylsilyl)carbamate__PLS"
Isofucosterol__PLS,Neostigmine__PLS
Isofucosterol__PLS,Niclosamide__PLS
Isofucosterol__PLS,Nonadecanoic acid__PLS
Isofucosterol__PLS,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-__PLS"
Isofucosterol__PLS,Phenoxyacetic acid__PLS
Isofucosterol__PLS,Phloroglucinol__PLS
Isofucosterol__PLS,"Propanetriol, 2-methyl-__PLS"
Isofucosterol__PLS,Salsoline__PLS
Isofucosterol__PLS,"Stigmast-5-ene, 3beta-__PLS"
Isofucosterol__PLS,Triethanolamine__PLS
Isofucosterol__PLS,L-Tyrosine__PLS
Isopropyl palmitate__PLS,(pm)-alpha-Tocopherol acetate__PLS
Isopropyl palmitate__PLS,1-(4-Hydroxybenzylidene)acetone__PLS
Isopropyl palmitate__PLS,"2-Amino-4,6-dihydroxypyrimidine__PLS"
Isopropyl palmitate__PLS,"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-__PLS"
Isopropyl palmitate__PLS,alpha-Tocopherol__PLS
Isopropyl palmitate__PLS,Arabinaric acid__PLS
Isopropyl palmitate__PLS,Diphenyl ether__PLS
Isopropyl palmitate__PLS,Itaconic acid__PLS
Isopropyl palmitate__PLS,Levulinic acid__PLS
Isopropyl palmitate__PLS,Methyl aminoacetate__PLS
Isopropyl palmitate__PLS,Methylmalonic monoamide__PLS
Isopropyl palmitate__PLS,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS
Isopropyl palmitate__PLS,Neostigmine__PLS
Isopropyl palmitate__PLS,Niclosamide__PLS
Isopropyl palmitate__PLS,Nonadecanoic acid__PLS
Isopropyl palmitate__PLS,p-Hydroxydiisopropylbenzene__PLS
Isopropyl palmitate__PLS,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-__PLS"
Isopropyl palmitate__PLS,"Propanetriol, 2-methyl-__PLS"
Isopropyl palmitate__PLS,Propylamine__PLS
Isopropyl palmitate__PLS,Salsoline__PLS
Isopropyl palmitate__PLS,Triethanolamine__PLS
Isopropyl palmitate__PLS,L-Tyrosine__PLS
Itaconic acid__PLS,1-Phenylethanol__PLS
Itaconic acid__PLS,Arabinaric acid__PLS
Itaconic acid__PLS,L-Tyrosine__PLS
L-5-Oxoproline__PLS,L-Glutamic acid__PLS
L-5-Oxoproline__PLS,Neostigmine__PLS
L-Alanine__PLS,Arabinaric acid__PLS
L-Alanine__PLS,N-Acetyl-L-glutamic acid__PLS
L-Alanine__PLS,Trimethylsilyl 3-((trimethylsilyl)thio)propanoate__PLS
L-Asparagine__PLS,"1,3-Dioxane-4-methanol, 4,5-dimethyl-__PLS"
L-Asparagine__PLS,12-Hydroxyoctadecanoic acid__PLS
L-Aspartic acid__PLS,L-Glutamic acid__PLS
L-Aspartic acid__PLS,Ornithine__PLS
L-Glutamic acid__PLS,Cholesterol__PLS
L-Hydroxyproline__PLS,Dimethyl fumarate__PLS
L-Hydroxyproline__PLS,Metanephrine__PLS
L-Isoleucine__PLS,Eicosapentaenoic acid__PLS
L-Leucine__PLS,Phthalazin-1-one__PLS
L-Tryptophan__PLS,Delorazepam__PLS
L-Tryptophan__PLS,"Tacrine, N-trimethylsilyl-__PLS"
L-Tyrosine__PLS,"2-Amino-4,6-dihydroxypyrimidine__PLS"
Latanoprost lactone diol__PLS,"O-Methyl-N,N'-diisopropylisourea__PLS"
Levulinic acid__PLS,1-Octanol__PLS
Levulinic acid__PLS,"2-Propanone, bis(1-methylethyl)hydrazone__PLS"
Levulinic acid__PLS,3-Amino-5-morpholinomethyl-2-oxazolidinone__PLS
Levulinic acid__PLS,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-__PLS"
Levulinic acid__PLS,Diphenyl ether__PLS
Levulinic acid__PLS,Dodecanoic acid__PLS
Levulinic acid__PLS,Eicosapentaenoic acid__PLS
Levulinic acid__PLS,Myristic acid__PLS
Levulinic acid__PLS,Phlorizin__PLS
Levulinic acid__PLS,Pimelic acid__PLS
Levulinic acid__PLS,"Propanetriol, 2-methyl-__PLS"
"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate__PLS",5-Aminovaleric acid__PLS
Methyl alpha-Lyxofuranoside__PLS,6-Hydroxyflavone-beta-D-glucoside__PLS
Methyl aminoacetate__PLS,(pm)-alpha-Tocopherol acetate__PLS
Methyl aminoacetate__PLS,1-(4-Hydroxybenzylidene)acetone__PLS
Methyl aminoacetate__PLS,1-Monoacetin__PLS
Methyl aminoacetate__PLS,7-(Trimethylsilyl)amino-4-methylcoumarin__PLS
Methyl aminoacetate__PLS,alpha-Tocopherol__PLS
Methyl aminoacetate__PLS,Arabinaric acid__PLS
Methyl aminoacetate__PLS,"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-__PLS"
Methyl aminoacetate__PLS,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-__PLS"
Methyl aminoacetate__PLS,Diphenyl ether__PLS
Methyl aminoacetate__PLS,Itaconic acid__PLS
Methyl aminoacetate__PLS,Methylmalonic monoamide__PLS
Methyl aminoacetate__PLS,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS
Methyl aminoacetate__PLS,Niclosamide__PLS
Methyl aminoacetate__PLS,Nonadecanoic acid__PLS
Methyl aminoacetate__PLS,p-Hydroxydiisopropylbenzene__PLS
Methyl aminoacetate__PLS,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-__PLS"
Methyl aminoacetate__PLS,"Propanetriol, 2-methyl-__PLS"
Methyl aminoacetate__PLS,Propylamine__PLS
Methyl aminoacetate__PLS,Salsoline__PLS
Methyl aminoacetate__PLS,"Stigmast-5-ene, 3beta-__PLS"
Methyl aminoacetate__PLS,Tartronic acid__PLS
Methyl aminoacetate__PLS,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-__PLS"
Methyl aminoacetate__PLS,Triethanolamine__PLS
Methyl-3-methoxy-5-methyl benzoate__PLS,4-Cumylphenol__PLS
Methyl-3-methoxy-5-methyl benzoate__PLS,"5-Androsten-17alpha-methyl-3beta,17beta-diol__PLS"
Methyl-3-methoxy-5-methyl benzoate__PLS,7-(Trimethylsilyl)amino-4-methylcoumarin__PLS
Methyl-3-methoxy-5-methyl benzoate__PLS,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-__PLS"
Methyl-3-methoxy-5-methyl benzoate__PLS,Propylamine__PLS
Methyl-3-methoxy-5-methyl benzoate__PLS,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-__PLS"
Methylmalonic monoamide__PLS,Arabinaric acid__PLS
Methylmalonic monoamide__PLS,Benzeneacetic acid__PLS
Methylmalonic monoamide__PLS,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-__PLS"
Methylmalonic monoamide__PLS,Pentylone__PLS
Methylmalonic monoamide__PLS,"Propanetriol, 2-methyl-__PLS"
Methylmalonic monoamide__PLS,Triethanolamine__PLS
Methylmalonic monoamide__PLS,Vanillylmandelic acid__PLS
"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]-__PLS","2',2,3,6'-Tetramethoxychalcone__PLS"
"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]-__PLS","Benzene, 1,3-bis(1,1-dimethylethyl)-__PLS"
Myristic acid__PLS,1-Octanol__PLS
Myristic acid__PLS,3-Amino-5-morpholinomethyl-2-oxazolidinone__PLS
Myristic acid__PLS,"Acetamide, N,N-diethyl-__PLS"
Myristic acid__PLS,Dodecanoic acid__PLS
Myristic acid__PLS,Eicosapentaenoic acid__PLS
Myristic acid__PLS,L-Tyrosine__PLS
N-(Trimethylsilyl)hexanamide__PLS,5-Ethyluracil__PLS
N-(Trimethylsilyl)hexanamide__PLS,"Tacrine, N-trimethylsilyl-__PLS"
N-Acetyl-L-glutamic acid__PLS,6-Hydroxyflavone-beta-D-glucoside__PLS
N-Isovaleroylglycine__PLS,1-(4-Hydroxybenzylidene)acetone__PLS
N-Isovaleroylglycine__PLS,5-Aminovaleric acid__PLS
N-Isovaleroylglycine__PLS,"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-__PLS"
N-Isovaleroylglycine__PLS,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-__PLS"
N-Isovaleroylglycine__PLS,L-Threitol__PLS
N-Isovaleroylglycine__PLS,Tartronic acid__PLS
N-Isovaleroylglycine__PLS,Triethanolamine__PLS
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS,1-(4-Hydroxybenzylidene)acetone__PLS
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS,"Acetin, bis-1,3-trimethylsilyl ether__PLS"
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS,Isoxaben__PLS
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS,L-Threitol__PLS
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-__PLS"
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS,Propylamine__PLS
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS,Sertraline carbamoyl glucuronide__PLS
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS,Tartronic acid__PLS
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS,Triethanolamine__PLS
n-Pentadecanol__PLS,"Cetaben, N,O-bis(trimethylsilyl)-__PLS"
n-Pentadecanol__PLS,"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate__PLS"
N-Valerylglycine__PLS,"(2S,3R)-3-[(4E,7E)-Nona-4,7-dienoyl]-N,N-bis(trimethylsilyl)oxirane-2-carboxamide__PLS"
"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine__PLS",Octopamine__PLS
"N,N-Diethyl-2-aminoethanol__PLS",1-(4-Hydroxybenzylidene)acetone__PLS
"N,N-Diethyl-2-aminoethanol__PLS","1,3-bis[(Trimethylsilyl)ethynyl]benzene__PLS"
"N,N-Diethyl-2-aminoethanol__PLS","2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-__PLS"
"N,N-Diethyl-2-aminoethanol__PLS","5alpha-Pregnane-3,20-dione__PLS"
"N,N-Diethyl-2-aminoethanol__PLS",Phenoxyacetic acid__PLS
"N,N-Diethyl-2-aminoethanol__PLS",S-Methyl-L-cysteine__PLS
"N,N-Dimethyl-2-cyclohexyloxyethylamine__PLS",3'-Hydroxyacetophenone__PLS
"N,O-Bis(trimethylsilyl)carbamate__PLS",Nonadecanoic acid__PLS
"N,O-Bis(trimethylsilyl)carbamate__PLS","Pentanedioic acid, 2-[(trimethylsilyl)oxy]-__PLS"
"N,O-Bis(trimethylsilyl)carbamate__PLS","Stigmast-5-ene, 3beta-__PLS"
"N,O-Bis(trimethylsilyl)carbamate__PLS",Tartronic acid__PLS
Naphthofluorescein__PLS,Delorazepam__PLS
Naphthofluorescein__PLS,Glucose__PLS
Neostigmine__PLS,1-Monoacetin__PLS
Neostigmine__PLS,4-Cumylphenol__PLS
Neostigmine__PLS,5-(2-Aminopropyl)-2-methylphenol__PLS
Neostigmine__PLS,5-Hydroxytryptophan__PLS
Neostigmine__PLS,Niclosamide__PLS
Neostigmine__PLS,Nonadecanoic acid__PLS
Neostigmine__PLS,Phloroglucinol__PLS
Neostigmine__PLS,Pimelic acid__PLS
Neostigmine__PLS,"Propanetriol, 2-methyl-__PLS"
Neostigmine__PLS,Propylamine__PLS
Neostigmine__PLS,S-Methyl-L-cysteine__PLS
