node1,node2
Ibtk__CPX,2-Ethylhexanoic acid__FEC
Cep41__CPX,2-Ethylhexanoic acid__FEC
Wapl__CPX,2-Ethylhexanoic acid__FEC
Apc2__CPX,2-Ethylhexanoic acid__FEC
Wasl__CPX,2-Ethylhexanoic acid__FEC
Stk26__CPX,2-Ethylhexanoic acid__FEC
Gnas__CPX,2-Ethylhexanoic acid__FEC
Wbp4__CPX,2-Ethylhexanoic acid__FEC
Nsmf__CPX,2-Ethylhexanoic acid__FEC
Fgfr1op2__CPX,2-Ethylhexanoic acid__FEC
Aasdhppt__CPX,2-Ethylhexanoic acid__FEC
Qser1__CPX,2-Ethylhexanoic acid__FEC
Stag2__CPX,2-Ethylhexanoic acid__FEC
Smim10l1__CPX,pyrazole__FEC
Gnas__CPX,pyrazole__FEC
H1f10__CPX,pyrazole__FEC
Clec14a__CPX,pyrazole__FEC
Serp2__CPX,pyrazole__FEC
Ric3__CPX,pyrazole__FEC
Rpp30__CPX,pyrazole__FEC
Ibtk__CPX,beta-Alanine__FEC
Ctdspl2__CPX,beta-Alanine__FEC
Lmtk3__CPX,beta-Alanine__FEC
Cdkn1c__CPX,beta-Alanine__FEC
Gm6548__CPX,beta-Alanine__FEC
Slc6a13__CPX,beta-Alanine__FEC
Pi4ka__CPX,beta-Alanine__FEC
Pbx1__CPX,beta-Alanine__FEC
Cerox1__CPX,beta-Alanine__FEC
Vps13b__CPX,beta-Alanine__FEC
Lrrc8c__CPX,beta-Alanine__FEC
Nsmf__CPX,beta-Alanine__FEC
Dnajc13__CPX,beta-Alanine__FEC
Upf2__CPX,beta-Alanine__FEC
Ibtk__CPX,L-5-Oxoproline__FEC
Ap3b1__CPX,L-5-Oxoproline__FEC
Rhob__CPX,L-5-Oxoproline__FEC
Irak1bp1__CPX,L-5-Oxoproline__FEC
Cnih2__CPX,L-5-Oxoproline__FEC
Slc25a20__CPX,L-5-Oxoproline__FEC
Stag2__CPX,L-5-Oxoproline__FEC
Map3k5__CPX,L-5-Oxoproline__FEC
Serbp1__CPX,Phenol__FEC
Hdac9__CPX,Phenol__FEC
Ibtk__CPX,Phenol__FEC
Birc2__CPX,Phenol__FEC
Prpf6__CPX,Phenol__FEC
Rufy3__CPX,Phenol__FEC
Ap3b1__CPX,Phenol__FEC
Wasl__CPX,Phenol__FEC
H1f10__CPX,Phenol__FEC
Chi3l1__CPX,Phenol__FEC
Luzp1__CPX,Phenol__FEC
Slc35a3__CPX,Phenol__FEC
Bcl2l12__CPX,Phenol__FEC
Dcaf12l1__CPX,Phenol__FEC
Kmt5b__CPX,Phenol__FEC
Ibtk__CPX,Syringaldehyde__FEC
Dynlt2b__CPX,Syringaldehyde__FEC
Smim10l1__CPX,Syringaldehyde__FEC
Ptger1__CPX,Syringaldehyde__FEC
Ap3b1__CPX,Syringaldehyde__FEC
Gnas__CPX,Syringaldehyde__FEC
Ahcyl2__CPX,Syringaldehyde__FEC
mt-Tv__CPX,Syringaldehyde__FEC
mt-Tl1__CPX,Syringaldehyde__FEC
Tm9sf3__CPX,Syringaldehyde__FEC
Stag2__CPX,Syringaldehyde__FEC
Gsta4__CPX,Syringaldehyde__FEC
Ibtk__CPX,Urea__FEC
Mtap__CPX,Urea__FEC
Ubl3__CPX,Urea__FEC
Cdkn1c__CPX,Urea__FEC
Wapl__CPX,Urea__FEC
Prxl2c__CPX,Urea__FEC
Smim10l1__CPX,Urea__FEC
Eef1a1__CPX,Urea__FEC
Zfp322a__CPX,Urea__FEC
Iqgap2__CPX,Urea__FEC
Pbx1__CPX,Urea__FEC
Wbp4__CPX,Urea__FEC
Ahcyl2__CPX,Urea__FEC
Evi5__CPX,Urea__FEC
Lrrc8c__CPX,Urea__FEC
Serp2__CPX,Urea__FEC
Fgfr1op2__CPX,Urea__FEC
Ric3__CPX,Urea__FEC
Sin3a__CPX,Urea__FEC
Mpp7__CPX,Urea__FEC
Sytl2__CPX,Urea__FEC
Kpna3__CPX,Urea__FEC
Tm9sf3__CPX,Urea__FEC
Stag2__CPX,Urea__FEC
Smarca5__CPX,Urea__FEC
Slain2__CPX,Urea__FEC
Serbp1__CPX,1-Dodecanol__FEC
Serbp1__CPX,Benzoic Acid__FEC
Serbp1__CPX,D-Allofuranose__FEC
Sec62__CPX,1-Dodecanol__FEC
Wasl__CPX,1-Dodecanol__FEC
Chd5__CPX,1-Dodecanol__FEC
Slc35a3__CPX,1-Dodecanol__FEC
Kmt5b__CPX,1-Dodecanol__FEC
Pura__CPX,Benzoic Acid__FEC
Zbtb7a__CPX,Benzoic Acid__FEC
Sec62__CPX,Benzoic Acid__FEC
Nkapd1__CPX,Benzoic Acid__FEC
Lrrc8c__CPX,Benzoic Acid__FEC
Ric3__CPX,Benzoic Acid__FEC
Pura__CPX,D-Allofuranose__FEC
Sec62__CPX,D-Allofuranose__FEC
Slc35a3__CPX,D-Allofuranose__FEC
Fsbp__CPX,L-Valyl-L-leucine__FEC
Dynlt2b__CPX,L-Valyl-L-leucine__FEC
Osbp__CPX,L-Valyl-L-leucine__FEC
Prxl2c__CPX,L-Valyl-L-leucine__FEC
Sc5d__CPX,L-Valyl-L-leucine__FEC
Recql5__CPX,L-Valyl-L-leucine__FEC
Gm25517__CPX,L-Valyl-L-leucine__FEC
Serp2__CPX,L-Valyl-L-leucine__FEC
Sox13__CPX,L-Valyl-L-leucine__FEC
Dnase1l1__CPX,L-Valyl-L-leucine__FEC
H2az2__CPX,Azelaic acid__FEC
H2az2__CPX,l-Leucyl-l-valine__FEC
Lmtk3__CPX,2-Piperidinone__FEC
Cdkn1c__CPX,2-Piperidinone__FEC
Gnas__CPX,2-Piperidinone__FEC
Zfp383__CPX,2-Piperidinone__FEC
Gm15083__CPX,2-Piperidinone__FEC
Wbp4__CPX,2-Piperidinone__FEC
Vps13b__CPX,2-Piperidinone__FEC
5430402O13Rik__CPX,2-Piperidinone__FEC
Col8a1__CPX,2-Piperidinone__FEC
Nsmf__CPX,2-Piperidinone__FEC
Dcaf12l1__CPX,2-Piperidinone__FEC
Tm9sf3__CPX,2-Piperidinone__FEC
Acox1__CPX,l-Leucyl-l-valine__FEC
Grcc10__CPX,l-Leucyl-l-valine__FEC
Uqcc5__CPX,l-Leucyl-l-valine__FEC
Zfp27__CPX,l-Leucyl-l-valine__FEC
Poglut1__CPX,"1,4-Butanediol__FEC"
Usp9x__CPX,"1,4-Butanediol__FEC"
Ap3b1__CPX,"1,4-Butanediol__FEC"
Wasl__CPX,"1,4-Butanediol__FEC"
Tulp4__CPX,"1,4-Butanediol__FEC"
Jph1__CPX,"1,4-Butanediol__FEC"
Dhx36__CPX,"1,4-Butanediol__FEC"
Camk1d__CPX,"1,4-Butanediol__FEC"
Wdr38__CPX,3-Buten-2-one__FEC
Kpna4__CPX,3-Buten-2-one__FEC
Gm42636__CPX,3-Buten-2-one__FEC
Kcmf1__CPX,3-Buten-2-one__FEC
Pak2__CPX,D-Ribose__FEC
Baiap2l1__CPX,D-Ribose__FEC
Psma4__CPX,D-Ribose__FEC
Ccdc148__CPX,D-Ribose__FEC
Csnk1a1__CPX,D-Ribose__FEC
Evi5__CPX,D-Ribose__FEC
Ofd1__CPX,D-Ribose__FEC
Rpn2__CPX,D-(-)-Ribofuranose__FEC
Gm43339__CPX,1-Tetradecanol__FEC
Gm43339__CPX,Pyrogallol__FEC
Gm43339__CPX,Tripropylene glycol monomethyl ether__FEC
Hdac9__CPX,1-Tetradecanol__FEC
Birc2__CPX,1-Tetradecanol__FEC
Cmtm8__CPX,1-Tetradecanol__FEC
Tmem204__CPX,1-Tetradecanol__FEC
Samd14__CPX,1-Tetradecanol__FEC
H1f10__CPX,1-Tetradecanol__FEC
5330425B07Rik__CPX,1-Tetradecanol__FEC
Chd5__CPX,1-Tetradecanol__FEC
Slc35a3__CPX,1-Tetradecanol__FEC
Sytl2__CPX,1-Tetradecanol__FEC
Klf8__CPX,1-Tetradecanol__FEC
Ibtk__CPX,Tripropylene glycol monomethyl ether__FEC
Psma4__CPX,Tripropylene glycol monomethyl ether__FEC
Ccdc59__CPX,Tripropylene glycol monomethyl ether__FEC
Wapl__CPX,Tripropylene glycol monomethyl ether__FEC
Smim10l1__CPX,Tripropylene glycol monomethyl ether__FEC
Limch1__CPX,Tripropylene glycol monomethyl ether__FEC
Wasl__CPX,Tripropylene glycol monomethyl ether__FEC
Ergic2__CPX,Tripropylene glycol monomethyl ether__FEC
Bcat1__CPX,Tripropylene glycol monomethyl ether__FEC
Samd14__CPX,Tripropylene glycol monomethyl ether__FEC
Csnk1a1__CPX,Tripropylene glycol monomethyl ether__FEC
Wbp4__CPX,Tripropylene glycol monomethyl ether__FEC
Evi5__CPX,Tripropylene glycol monomethyl ether__FEC
Fgfr1op2__CPX,Tripropylene glycol monomethyl ether__FEC
Sin3a__CPX,Tripropylene glycol monomethyl ether__FEC
Mpp7__CPX,Tripropylene glycol monomethyl ether__FEC
Zfp1007__CPX,Tripropylene glycol monomethyl ether__FEC
Kpna3__CPX,Tripropylene glycol monomethyl ether__FEC
Gsta4__CPX,Tripropylene glycol monomethyl ether__FEC
Xpc__CPX,Supraene__FEC
Gm15675__CPX,Supraene__FEC
Cmtm8__CPX,6-Hydroxyhexanoic acid__FEC
Atp5mg__CPX,6-Hydroxyhexanoic acid__FEC
2310014F06Rik__CPX,6-Hydroxyhexanoic acid__FEC
Kmt5b__CPX,6-Hydroxyhexanoic acid__FEC
Hmga1__CPX,Pentadecanoic acid__FEC
Slc11a2__CPX,Octanoic acid__FEC
Gpaa1__CPX,Octanoic acid__FEC
Mfge8__CPX,Octanoic acid__FEC
Atp7a__CPX,Octanoic acid__FEC
Prpf6__CPX,Pentadecanoic acid__FEC
Sec62__CPX,Pentadecanoic acid__FEC
Ifi30__CPX,Pentadecanoic acid__FEC
Ankrd12__CPX,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol__FEC
Zfp322a__CPX,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol__FEC
Ildr2__CPX,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol__FEC
Dnajc13__CPX,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol__FEC
Ric3__CPX,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol__FEC
Ppfibp1__CPX,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol__FEC
Tmem204__CPX,"2,3-Butanediol__FEC"
Apc2__CPX,"2,3-Butanediol__FEC"
Bcat1__CPX,"2,3-Butanediol__FEC"
Samd14__CPX,"2,3-Butanediol__FEC"
H1f10__CPX,"2,3-Butanediol__FEC"
Sh3bgrl2__CPX,"2,3-Butanediol__FEC"
Mpp7__CPX,"2,3-Butanediol__FEC"
Ube3c__CPX,"2,3-Butanediol__FEC"
Klf8__CPX,"2,3-Butanediol__FEC"
Ddit4__CPX,L-Glutamic acid__FEC
Ibtk__CPX,L-Glutamic acid__FEC
Rhob__CPX,L-Glutamic acid__FEC
Rai14__CPX,L-Rhamnose__FEC
Tmem204__CPX,L-Rhamnose__FEC
Actr3__CPX,L-Rhamnose__FEC
Rbm20__CPX,L-Rhamnose__FEC
Atp5mg__CPX,L-Rhamnose__FEC
Hook2__CPX,L-Rhamnose__FEC
Suclg2__CPX,L-Rhamnose__FEC
St8sia2__CPX,L-Rhamnose__FEC
Gm38037__CPX,"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone__FEC"
Hdac9__CPX,alpha-Linolenic acid__FEC
Hdac9__CPX,Monomethyl succinate__FEC
Hdac9__CPX,N-(2-hydroxyethyl)-succinimide__FEC
Zbtb7a__CPX,alpha-Linolenic acid__FEC
Cdc14a__CPX,alpha-Linolenic acid__FEC
Secisbp2l__CPX,alpha-Linolenic acid__FEC
Lrp6__CPX,alpha-Linolenic acid__FEC
Cmtm8__CPX,Monomethyl succinate__FEC
Rufy3__CPX,Monomethyl succinate__FEC
Casp8__CPX,Monomethyl succinate__FEC
Ildr2__CPX,Monomethyl succinate__FEC
Chi3l1__CPX,Monomethyl succinate__FEC
Col8a1__CPX,Monomethyl succinate__FEC
Sh3bgrl2__CPX,Monomethyl succinate__FEC
Slc35a3__CPX,Monomethyl succinate__FEC
Lrp6__CPX,Monomethyl succinate__FEC
Leprotl1__CPX,Monomethyl succinate__FEC
Ube3c__CPX,Monomethyl succinate__FEC
Stxbp4__CPX,Monomethyl succinate__FEC
Klf8__CPX,Monomethyl succinate__FEC
Por__CPX,N-(2-hydroxyethyl)-succinimide__FEC
Agbl3__CPX,N-(2-hydroxyethyl)-succinimide__FEC
Maco1__CPX,N-(2-hydroxyethyl)-succinimide__FEC
Rufy3__CPX,N-(2-hydroxyethyl)-succinimide__FEC
Pomgnt1__CPX,N-(2-hydroxyethyl)-succinimide__FEC
Zfp383__CPX,N-(2-hydroxyethyl)-succinimide__FEC
Col8a1__CPX,N-(2-hydroxyethyl)-succinimide__FEC
Slc35a3__CPX,N-(2-hydroxyethyl)-succinimide__FEC
Lrp6__CPX,N-(2-hydroxyethyl)-succinimide__FEC
Mpp7__CPX,N-(2-hydroxyethyl)-succinimide__FEC
Stxbp4__CPX,N-(2-hydroxyethyl)-succinimide__FEC
Gm15408__CPX,Cyclohexanecarboxylic acid__FEC
Pcgf5__CPX,Cyclohexanecarboxylic acid__FEC
Ess2__CPX,Cyclohexanecarboxylic acid__FEC
Fchsd2__CPX,Cyclohexanecarboxylic acid__FEC
Heatr3__CPX,Cyclohexanecarboxylic acid__FEC
Abitram__CPX,Cyclohexanecarboxylic acid__FEC
Galnt15__CPX,Glyceric acid__FEC
Col9a2__CPX,Glyceric acid__FEC
Nod1__CPX,Glyceric acid__FEC
Por__CPX,D-Psicofuranose__FEC
Rpl18a__CPX,"D-(+)-Ribono-1,4-lactone__FEC"
Rpl18a__CPX,Hymexazole__FEC
Map3k8__CPX,"D-(+)-Ribono-1,4-lactone__FEC"
Dynlt2b__CPX,"D-(+)-Ribono-1,4-lactone__FEC"
Cmtm8__CPX,Hymexazole__FEC
Dync2li1__CPX,Hymexazole__FEC
Actr3__CPX,Hymexazole__FEC
Rlbp1__CPX,Hymexazole__FEC
Vasp__CPX,Hymexazole__FEC
Grpel1__CPX,Thr-Leu__FEC
Alkbh6__CPX,Thr-Leu__FEC
Cspg5__CPX,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-__FEC"
Arhgef12__CPX,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-__FEC"
Zfp638__CPX,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-__FEC"
Wapl__CPX,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-__FEC"
Gm14798__CPX,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-__FEC"
Gsk3b__CPX,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-__FEC"
Acad9__CPX,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-__FEC"
Phactr2__CPX,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-__FEC"
Gtpbp4__CPX,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-__FEC"
Klc1__CPX,Deoxyribopyranose__FEC
Gm6548__CPX,Deoxyribopyranose__FEC
Rufy3__CPX,Deoxyribopyranose__FEC
Magix__CPX,Deoxyribopyranose__FEC
Asb16__CPX,Deoxyribopyranose__FEC
Klhl18__CPX,Deoxyribopyranose__FEC
Eif3l__CPX,Deoxyribopyranose__FEC
Kcnk5__CPX,"2',2,3,6'-Tetramethoxychalcone__FEC"
Cox18__CPX,"2',2,3,6'-Tetramethoxychalcone__FEC"
Zhx1__CPX,"2',2,3,6'-Tetramethoxychalcone__FEC"
Cebpd__CPX,"2',2,3,6'-Tetramethoxychalcone__FEC"
Twsg1__CPX,"2',2,3,6'-Tetramethoxychalcone__FEC"
Repin1__CPX,D-(+)-Talofuranose__FEC
Ibtk__CPX,9H-Purin-6-ol__FEC
Ibtk__CPX,"cis-4,5-Dihydroxy-o-dithiane__FEC"
Ibtk__CPX,D-(+)-Glucosamine__FEC
Ibtk__CPX,Hydracrylic acid__FEC
Ibtk__CPX,L-Threonine__FEC
Ibtk__CPX,"N-Acetyl-D-galactosamine, (R,R,R,R)__FEC"
Ibtk__CPX,N-Acetyl-L-glutamic acid__FEC
Ibtk__CPX,Salsoline__FEC
Ibtk__CPX,Undecanoic acid__FEC
Ibtk__CPX,Uracil__FEC
Srebf2__CPX,9H-Purin-6-ol__FEC
Rhob__CPX,9H-Purin-6-ol__FEC
Tmem229b__CPX,9H-Purin-6-ol__FEC
Stag2__CPX,9H-Purin-6-ol__FEC
Phactr2__CPX,9H-Purin-6-ol__FEC
Ncbp2__CPX,9H-Purin-6-ol__FEC
Mtap__CPX,"cis-4,5-Dihydroxy-o-dithiane__FEC"
Dync2li1__CPX,"cis-4,5-Dihydroxy-o-dithiane__FEC"
Cep41__CPX,"cis-4,5-Dihydroxy-o-dithiane__FEC"
Actr3__CPX,"cis-4,5-Dihydroxy-o-dithiane__FEC"
Cdkn1c__CPX,"cis-4,5-Dihydroxy-o-dithiane__FEC"
Atp5mg__CPX,"cis-4,5-Dihydroxy-o-dithiane__FEC"
Ap3b1__CPX,"cis-4,5-Dihydroxy-o-dithiane__FEC"
Wbp4__CPX,"cis-4,5-Dihydroxy-o-dithiane__FEC"
Setx__CPX,"cis-4,5-Dihydroxy-o-dithiane__FEC"
Chi3l1__CPX,"cis-4,5-Dihydroxy-o-dithiane__FEC"
Hip1__CPX,"cis-4,5-Dihydroxy-o-dithiane__FEC"
Dcaf12l1__CPX,"cis-4,5-Dihydroxy-o-dithiane__FEC"
mt-Tl1__CPX,"cis-4,5-Dihydroxy-o-dithiane__FEC"
Gsta4__CPX,"cis-4,5-Dihydroxy-o-dithiane__FEC"
Cep41__CPX,D-(+)-Glucosamine__FEC
mt-Tl1__CPX,D-(+)-Glucosamine__FEC
Stag2__CPX,D-(+)-Glucosamine__FEC
Pthlh__CPX,D-(+)-Glucosamine__FEC
Serpinb8__CPX,D-(+)-Glucosamine__FEC
Mtap__CPX,Hydracrylic acid__FEC
Wapl__CPX,Hydracrylic acid__FEC
Zfp322a__CPX,Hydracrylic acid__FEC
Tmem229b__CPX,Hydracrylic acid__FEC
Erbin__CPX,Hydracrylic acid__FEC
Stag2__CPX,Hydracrylic acid__FEC
Phactr2__CPX,Hydracrylic acid__FEC
Cdkn1c__CPX,L-Threonine__FEC
Tceal8__CPX,L-Threonine__FEC
Wapl__CPX,"N-Acetyl-D-galactosamine, (R,R,R,R)__FEC"
Prxl2c__CPX,"N-Acetyl-D-galactosamine, (R,R,R,R)__FEC"
Smim10l1__CPX,"N-Acetyl-D-galactosamine, (R,R,R,R)__FEC"
Stk26__CPX,"N-Acetyl-D-galactosamine, (R,R,R,R)__FEC"
Kcmf1__CPX,"N-Acetyl-D-galactosamine, (R,R,R,R)__FEC"
Setx__CPX,"N-Acetyl-D-galactosamine, (R,R,R,R)__FEC"
Evi5__CPX,"N-Acetyl-D-galactosamine, (R,R,R,R)__FEC"
Nsmf__CPX,"N-Acetyl-D-galactosamine, (R,R,R,R)__FEC"
Aasdhppt__CPX,"N-Acetyl-D-galactosamine, (R,R,R,R)__FEC"
Erbin__CPX,"N-Acetyl-D-galactosamine, (R,R,R,R)__FEC"
Kpna3__CPX,"N-Acetyl-D-galactosamine, (R,R,R,R)__FEC"
Smarca5__CPX,"N-Acetyl-D-galactosamine, (R,R,R,R)__FEC"
Ano8__CPX,N-Acetyl-L-glutamic acid__FEC
Birc2__CPX,Salsoline__FEC
Slk__CPX,Salsoline__FEC
Rbm27__CPX,Salsoline__FEC
Atp5mg__CPX,Salsoline__FEC
Ildr2__CPX,Salsoline__FEC
Chi3l1__CPX,Salsoline__FEC
Serp2__CPX,Salsoline__FEC
Fundc2__CPX,Salsoline__FEC
Meis2__CPX,Salsoline__FEC
Ric3__CPX,Salsoline__FEC
mt-Tv__CPX,Salsoline__FEC
Sin3a__CPX,Salsoline__FEC
Sytl2__CPX,Salsoline__FEC
2310014F06Rik__CPX,Salsoline__FEC
Slain2__CPX,Salsoline__FEC
Slk__CPX,Undecanoic acid__FEC
Zbtb37__CPX,Undecanoic acid__FEC
H1f10__CPX,Undecanoic acid__FEC
Slc35a3__CPX,Undecanoic acid__FEC
Cyyr1__CPX,Uracil__FEC
Tmem229b__CPX,Uracil__FEC
Olfm2__CPX,Uracil__FEC
Kcmf1__CPX,Uracil__FEC
mt-Tl1__CPX,Uracil__FEC
Stag2__CPX,Uracil__FEC
Phactr2__CPX,Uracil__FEC
Serpinb8__CPX,Uracil__FEC
Fam13b__CPX,5-Hydroxymethyl-2-furoic acid__FEC
Ctdspl2__CPX,4-Hydroxybenzoic acid__FEC
Nfe2l2__CPX,4-Hydroxybenzoic acid__FEC
Gpaa1__CPX,4-Hydroxybenzoic acid__FEC
Rhob__CPX,4-Hydroxybenzoic acid__FEC
Kcmf1__CPX,4-Hydroxybenzoic acid__FEC
Setx__CPX,4-Hydroxybenzoic acid__FEC
Stag2__CPX,4-Hydroxybenzoic acid__FEC
Tceal8__CPX,4-Hydroxybenzoic acid__FEC
Ppp1r12a__CPX,Pyridoxic acid__FEC
Sppl3__CPX,Pyridoxic acid__FEC
Dctn2__CPX,Cyclohexanol__FEC
Cmtm8__CPX,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)__FEC"
Gm43568__CPX,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)__FEC"
H1f10__CPX,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)__FEC"
5330425B07Rik__CPX,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)__FEC"
Vasp__CPX,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)__FEC"
Sin3a__CPX,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)__FEC"
Usp22__CPX,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)__FEC"
Ube3c__CPX,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)__FEC"
Klf8__CPX,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)__FEC"
Agbl3__CPX,Hydroquinone__FEC
Atp5mg__CPX,Hydroquinone__FEC
Pomgnt1__CPX,Hydroquinone__FEC
Dcaf12l1__CPX,Hydroquinone__FEC
Ncaph2__CPX,Monolaurin__FEC
Slc29a4__CPX,Monolaurin__FEC
Hlf__CPX,Monolaurin__FEC
Ubl3__CPX,9-Octadecenamide__FEC
Gm25517__CPX,9-Octadecenamide__FEC
G2e3__CPX,9-Octadecenamide__FEC
Serp2__CPX,9-Octadecenamide__FEC
Pdlim5__CPX,Serine__FEC
Klf3__CPX,Serine__FEC
Cdkn1c__CPX,Serine__FEC
Smim10l1__CPX,Serine__FEC
Zfp322a__CPX,Serine__FEC
Iqgap2__CPX,Serine__FEC
Pi4ka__CPX,Serine__FEC
Pbx1__CPX,Serine__FEC
Vps13b__CPX,Serine__FEC
Secisbp2l__CPX,Serine__FEC
Ahcyl2__CPX,Serine__FEC
Lrrc8c__CPX,Serine__FEC
Nsmf__CPX,Serine__FEC
Ric3__CPX,Serine__FEC
Cep290__CPX,Serine__FEC
Gtpbp4__CPX,Serine__FEC
Stxbp4__CPX,Serine__FEC
Mia2__CPX,Serine__FEC
Cast__CPX,Picolinic acid__FEC
Cast__CPX,Suberic acid__FEC
Ccdc148__CPX,Picolinic acid__FEC
Casp8__CPX,Picolinic acid__FEC
Zhx1__CPX,Picolinic acid__FEC
Olfm2__CPX,Picolinic acid__FEC
Pbx1__CPX,Picolinic acid__FEC
Ildr2__CPX,Picolinic acid__FEC
Chi3l1__CPX,Picolinic acid__FEC
Myof__CPX,Picolinic acid__FEC
Serp2__CPX,Picolinic acid__FEC
Ric3__CPX,Picolinic acid__FEC
mt-Tv__CPX,Picolinic acid__FEC
Osgepl1__CPX,Picolinic acid__FEC
mt-Tl1__CPX,Picolinic acid__FEC
Dynlt2b__CPX,Suberic acid__FEC
Serp2__CPX,Suberic acid__FEC
Osgepl1__CPX,Suberic acid__FEC
Sh2b3__CPX,Suberic acid__FEC
Ube3c__CPX,Suberic acid__FEC
Stxbp4__CPX,Suberic acid__FEC
Emd__CPX,Xanthine__FEC
Emd__CPX,13-Docosenamide__FEC
Sppl3__CPX,Xanthine__FEC
Aox3__CPX,Xanthine__FEC
Gpsm3__CPX,Xanthine__FEC
Ehd1__CPX,Xanthine__FEC
Aox3__CPX,13-Docosenamide__FEC
Birc2__CPX,4-Methyl-5-thiazoleethanol__FEC
Cmtm8__CPX,4-Methyl-5-thiazoleethanol__FEC
Dync2li1__CPX,4-Methyl-5-thiazoleethanol__FEC
Cep41__CPX,4-Methyl-5-thiazoleethanol__FEC
Wapl__CPX,4-Methyl-5-thiazoleethanol__FEC
Prxl2c__CPX,4-Methyl-5-thiazoleethanol__FEC
Npas3__CPX,4-Methyl-5-thiazoleethanol__FEC
Sin3a__CPX,4-Methyl-5-thiazoleethanol__FEC
Xaf1__CPX,4-Methyl-5-thiazoleethanol__FEC
Stag2__CPX,4-Methyl-5-thiazoleethanol__FEC
Usp9x__CPX,1-Monopalmitin__FEC
Enpp5__CPX,1-Monopalmitin__FEC
Zfp27__CPX,1-Monopalmitin__FEC
Nfe2l2__CPX,L-Norvaline__FEC
Kcmf1__CPX,L-Norvaline__FEC
Klhl18__CPX,L-Norvaline__FEC
Baiap2l1__CPX,Pipecolic acid__FEC
Baiap2l1__CPX,Pyrrole-2-carboxylic acid__FEC
Atp5mg__CPX,Pipecolic acid__FEC
Pla2g3__CPX,Pipecolic acid__FEC
St8sia2__CPX,Pipecolic acid__FEC
Col5a3__CPX,Pyrrole-2-carboxylic acid__FEC
Setx__CPX,Pyrrole-2-carboxylic acid__FEC
Tceal8__CPX,Pyrrole-2-carboxylic acid__FEC
Dhx9__CPX,Pyrrole-2-carboxylic acid__FEC
Abtb2__CPX,Myristic acid__FEC
Atp5mg__CPX,Myristic acid__FEC
Map3k8__CPX,"Inosose-2, myo__FEC"
Btg1__CPX,"Inosose-2, myo__FEC"
2310014F06Rik__CPX,"Inosose-2, myo__FEC"
Smpdl3b__CPX,"Arabinofuranose, 1,2,3,5-tetrakis__FEC"
Actr3__CPX,"Arabinofuranose, 1,2,3,5-tetrakis__FEC"
Stk26__CPX,"Arabinofuranose, 1,2,3,5-tetrakis__FEC"
mt-Tl1__CPX,"Arabinofuranose, 1,2,3,5-tetrakis__FEC"
Kif2a__CPX,D-Glucose__FEC
Sp4__CPX,D-Glucose__FEC
5430402O13Rik__CPX,D-Glucose__FEC
Hip1__CPX,D-Glucose__FEC
2610020C07Rik__CPX,D-Glucose__FEC
Stag2__CPX,D-Glucose__FEC
Smarca5__CPX,D-Glucose__FEC
Pura__CPX,Tetrahydrogeranyl formate__FEC
Sema3g__CPX,Tetrahydrogeranyl formate__FEC
Vangl1__CPX,Tetrahydrogeranyl formate__FEC
Cntn1__CPX,Tetrahydrogeranyl formate__FEC
Gm15675__CPX,3-O-methyl-beta-D-Glucopyranose__FEC
Ccdc148__CPX,3-O-methyl-beta-D-Glucopyranose__FEC
Zhx1__CPX,3-O-methyl-beta-D-Glucopyranose__FEC
Hspa1b__CPX,3-O-methyl-beta-D-Glucopyranose__FEC
Camk1d__CPX,3-O-methyl-beta-D-Glucopyranose__FEC
Serpinb8__CPX,3-O-methyl-beta-D-Glucopyranose__FEC
Cyyr1__CPX,"2,5-Di-tert-butyl-4-hydroxyphenol__FEC"
Cyyr1__CPX,5-Methyluridine__FEC
1700125H03Rik__CPX,"2,5-Di-tert-butyl-4-hydroxyphenol__FEC"
