node1,node2
Krcc1__CPX,Gtpbp4__CPX
Krcc1__CPX,Slain2__CPX
Rbm20__CPX,Ptger1__CPX
Wapl__CPX,Zfp322a__CPX
Wapl__CPX,Mfge8__CPX
Wapl__CPX,Plcb4__CPX
Wapl__CPX,Sntb2__CPX
Wapl__CPX,Arid4a__CPX
Wapl__CPX,Csnk1a1__CPX
Wapl__CPX,Sh3bgrl__CPX
Wapl__CPX,Nipbl__CPX
Wapl__CPX,Fgfr1op2__CPX
Wapl__CPX,Nsg2__CPX
Wapl__CPX,9530026P05Rik__CPX
Wapl__CPX,Mafg__CPX
Wapl__CPX,Npat__CPX
Wapl__CPX,Dlg4__CPX
Wapl__CPX,Ubc__CPX
Wapl__CPX,Zfp1007__CPX
Wapl__CPX,Sytl2__CPX
Wapl__CPX,Fcho2__CPX
Wapl__CPX,Smarca5__CPX
Wapl__CPX,Ehd1__CPX
Aldh9a1__CPX,Cldn22__CPX
Aldh9a1__CPX,Ctr9__CPX
Gm37219__CPX,Lurap1__CPX
Gm37219__CPX,Kif22__CPX
Casp8__CPX,Lrp6__CPX
Sec62__CPX,Iqgap2__CPX
Sec62__CPX,Josd1__CPX
Sec62__CPX,Lrrc8c__CPX
Sec62__CPX,Upf2__CPX
Sec62__CPX,Dynll1__CPX
Smim15__CPX,Ap2b1__CPX
Smim15__CPX,Ergic2__CPX
Smim15__CPX,Shb__CPX
Smim15__CPX,Dstn__CPX
Smim15__CPX,Golm2__CPX
Smim15__CPX,Tmem161b__CPX
Smim15__CPX,Fhad1__CPX
Smim15__CPX,Ash1l__CPX
Smim15__CPX,B230219D22Rik__CPX
Smim15__CPX,Camk1d__CPX
Smim15__CPX,Tagln2__CPX
Smim15__CPX,Phactr2__CPX
Smim15__CPX,Slain2__CPX
Aox3__CPX,Bhlhe41__CPX
Aox3__CPX,Pbx1__CPX
Eif3h__CPX,Mfge8__CPX
Eif3h__CPX,Gnas__CPX
Eif3h__CPX,Slc25a16__CPX
Eif3h__CPX,Tulp4__CPX
Eif3h__CPX,Ahcyl2__CPX
Eif3h__CPX,Psmg3__CPX
Eif3h__CPX,Dcaf12l1__CPX
Eif3h__CPX,Dync1h1__CPX
Eif3h__CPX,Stxbp4__CPX
Mx2__CPX,Cul7__CPX
Mx2__CPX,Trabd__CPX
Mx2__CPX,Ndufaf1__CPX
Gm37204__CPX,Frg1__CPX
Gm37204__CPX,Ralgapa2__CPX
Gm37204__CPX,Mpp7__CPX
Ifih1__CPX,Eeig1__CPX
Nfyb__CPX,Smim10l1__CPX
Nfyb__CPX,Net1__CPX
Nfyb__CPX,Irak1bp1__CPX
Nfyb__CPX,Fhad1__CPX
Nfyb__CPX,Shoc2__CPX
Prxl2c__CPX,A430108G06Rik__CPX
Smim10l1__CPX,Gtpbp4__CPX
Smim10l1__CPX,Ccar1__CPX
Smim10l1__CPX,Gsta4__CPX
Apc2__CPX,Ralgapa2__CPX
Heatr3__CPX,Mfge8__CPX
Heatr3__CPX,Hk1__CPX
Adck2__CPX,Eef1a1__CPX
Adck2__CPX,Suclg2__CPX
Adck2__CPX,Tnfrsf1b__CPX
Gpaa1__CPX,Mfge8__CPX
Gpaa1__CPX,Gprc5c__CPX
Gpaa1__CPX,Sh3bgrl__CPX
Gpaa1__CPX,Slc22a17__CPX
Gpaa1__CPX,Ubc__CPX
Gpaa1__CPX,Ganab__CPX
4921504A21Rik__CPX,Npepps__CPX
4921504A21Rik__CPX,Iqgap2__CPX
4921504A21Rik__CPX,Pi4ka__CPX
4921504A21Rik__CPX,Pbx1__CPX
4921504A21Rik__CPX,Dstn__CPX
4921504A21Rik__CPX,Ildr2__CPX
4921504A21Rik__CPX,Itch__CPX
4921504A21Rik__CPX,Golm2__CPX
4921504A21Rik__CPX,Vps13b__CPX
4921504A21Rik__CPX,Nkapd1__CPX
4921504A21Rik__CPX,Frg1__CPX
4921504A21Rik__CPX,Nipbl__CPX
4921504A21Rik__CPX,Fhad1__CPX
4921504A21Rik__CPX,Ash1l__CPX
4921504A21Rik__CPX,Mafg__CPX
4921504A21Rik__CPX,Lrp6__CPX
4921504A21Rik__CPX,Rad50__CPX
4921504A21Rik__CPX,Fxr1__CPX
4921504A21Rik__CPX,Sin3a__CPX
4921504A21Rik__CPX,Cep290__CPX
4921504A21Rik__CPX,Stag2__CPX
4921504A21Rik__CPX,Ube2q2__CPX
4921504A21Rik__CPX,Phactr2__CPX
4921504A21Rik__CPX,Smarca5__CPX
4921504A21Rik__CPX,Ccdc186__CPX
Gpr4__CPX,Afg3l1__CPX
Npepps__CPX,Plcb4__CPX
Npepps__CPX,Ap2b1__CPX
Npepps__CPX,Nol8__CPX
Npepps__CPX,Adprh__CPX
Npepps__CPX,Wasl__CPX
Npepps__CPX,Ergic2__CPX
Npepps__CPX,Sntb2__CPX
Npepps__CPX,Ccdc88a__CPX
Npepps__CPX,Arid4a__CPX
Npepps__CPX,Top1__CPX
Npepps__CPX,Dstn__CPX
Npepps__CPX,Ildr2__CPX
Npepps__CPX,Rdx__CPX
Npepps__CPX,Golm2__CPX
Npepps__CPX,Tmem161b__CPX
Npepps__CPX,Tpr__CPX
Npepps__CPX,Nkapd1__CPX
Npepps__CPX,Frg1__CPX
Npepps__CPX,Clpp__CPX
Npepps__CPX,Nipbl__CPX
Npepps__CPX,Fgfr1op2__CPX
Npepps__CPX,Fhad1__CPX
Npepps__CPX,Zic2__CPX
Npepps__CPX,Baz1b__CPX
Npepps__CPX,Luzp1__CPX
Npepps__CPX,Ash1l__CPX
Npepps__CPX,Dhx36__CPX
Npepps__CPX,B230219D22Rik__CPX
Npepps__CPX,Rad50__CPX
Npepps__CPX,Fxr1__CPX
Npepps__CPX,Rif1__CPX
Npepps__CPX,Mansc4__CPX
Npepps__CPX,Cep290__CPX
Npepps__CPX,Mpp7__CPX
Npepps__CPX,Fer__CPX
Npepps__CPX,Stag2__CPX
Npepps__CPX,Kif21a__CPX
Npepps__CPX,Ube2q2__CPX
Npepps__CPX,Phactr2__CPX
Npepps__CPX,Ccdc186__CPX
Npepps__CPX,Shoc2__CPX
Npepps__CPX,Slain2__CPX
Eef1a1__CPX,Mfge8__CPX
Eef1a1__CPX,Hk1__CPX
Eef1a1__CPX,Psmd3__CPX
Eef1a1__CPX,Suclg2__CPX
Eef1a1__CPX,Tulp4__CPX
Eef1a1__CPX,Ubc__CPX
Eef1a1__CPX,Sytl2__CPX
Eef1a1__CPX,Tm9sf3__CPX
Rmnd5b__CPX,Tppp3__CPX
Rmnd5b__CPX,Tbc1d2__CPX
Pqbp1__CPX,Lrrc8c__CPX
Capn15__CPX,Gm43360__CPX
Capn15__CPX,G2e3__CPX
Zfp322a__CPX,Limch1__CPX
Zfp322a__CPX,Csnk1a1__CPX
Zfp322a__CPX,Smc4__CPX
Zfp322a__CPX,Ubc__CPX
Zfp322a__CPX,Mpp7__CPX
Mfge8__CPX,Hk1__CPX
Mfge8__CPX,Tkt__CPX
Mfge8__CPX,Psmd3__CPX
Mfge8__CPX,Atp6v1f__CPX
Mfge8__CPX,Ahcyl2__CPX
Mfge8__CPX,Ramac__CPX
Mfge8__CPX,Ilvbl__CPX
Mfge8__CPX,Dcaf12l1__CPX
Mfge8__CPX,Ubc__CPX
Mfge8__CPX,Ganab__CPX
Mfge8__CPX,Dync1h1__CPX
Mfge8__CPX,Fcho2__CPX
Mfge8__CPX,Acbd4__CPX
Mfge8__CPX,Spata13__CPX
Hk1__CPX,Tkt__CPX
Hk1__CPX,Psmd3__CPX
Hk1__CPX,Gpr162__CPX
Hk1__CPX,Ptk2b__CPX
Hk1__CPX,Fcho2__CPX
Hk1__CPX,Acbd4__CPX
Plcb4__CPX,Wasl__CPX
Plcb4__CPX,Ergic2__CPX
Plcb4__CPX,Iqgap2__CPX
Plcb4__CPX,Sntb2__CPX
Plcb4__CPX,Ccdc88a__CPX
Plcb4__CPX,Arid4a__CPX
Plcb4__CPX,Dstn__CPX
Plcb4__CPX,Rdx__CPX
Plcb4__CPX,Vps13b__CPX
Plcb4__CPX,Secisbp2l__CPX
Plcb4__CPX,Nkapd1__CPX
Plcb4__CPX,Clpp__CPX
Plcb4__CPX,Nipbl__CPX
Plcb4__CPX,Fgfr1op2__CPX
Plcb4__CPX,Luzp1__CPX
Plcb4__CPX,9530026P05Rik__CPX
Plcb4__CPX,Ash1l__CPX
Plcb4__CPX,Dhx36__CPX
Plcb4__CPX,B230219D22Rik__CPX
Plcb4__CPX,Rad50__CPX
Plcb4__CPX,Fxr1__CPX
Plcb4__CPX,Rif1__CPX
Plcb4__CPX,Phactr2__CPX
Plcb4__CPX,Smarca5__CPX
Plcb4__CPX,Ccdc186__CPX
Drc3__CPX,Emc3__CPX
Limch1__CPX,Asb8__CPX
Limch1__CPX,Csnk1a1__CPX
Limch1__CPX,Evi5__CPX
Limch1__CPX,Fgfr1op2__CPX
Limch1__CPX,Smc4__CPX
Limch1__CPX,9530026P05Rik__CPX
Limch1__CPX,Mpp7__CPX
Limch1__CPX,Kpna3__CPX
Col5a3__CPX,Faap24__CPX
Ap2b1__CPX,Stk26__CPX
Ap2b1__CPX,Iqgap2__CPX
Ap2b1__CPX,Eif3g__CPX
Ap2b1__CPX,Sntb2__CPX
Ap2b1__CPX,Ccdc88a__CPX
Ap2b1__CPX,Arid4a__CPX
Ap2b1__CPX,Pbx1__CPX
Ap2b1__CPX,Dstn__CPX
Ap2b1__CPX,Ildr2__CPX
Ap2b1__CPX,Synm__CPX
Ap2b1__CPX,Tpr__CPX
Ap2b1__CPX,Nkapd1__CPX
Ap2b1__CPX,Frg1__CPX
Ap2b1__CPX,Nipbl__CPX
Ap2b1__CPX,Phf3__CPX
Ap2b1__CPX,Fhad1__CPX
Ap2b1__CPX,Baz1b__CPX
Ap2b1__CPX,Ash1l__CPX
Ap2b1__CPX,Lrp6__CPX
Ap2b1__CPX,Rad50__CPX
Ap2b1__CPX,Rif1__CPX
Ap2b1__CPX,Cep290__CPX
Ap2b1__CPX,Fer__CPX
Ap2b1__CPX,Kif21a__CPX
Ap2b1__CPX,Phactr2__CPX
Ap2b1__CPX,Slain2__CPX
C130089K02Rik__CPX,Gm4017__CPX
Cables2__CPX,Hcn3__CPX
Tceanc__CPX,Psmd3__CPX
Nol8__CPX,Ergic2__CPX
Nol8__CPX,Rdx__CPX
Nol8__CPX,Cct4__CPX
Nol8__CPX,Clpp__CPX
Nol8__CPX,Cep57__CPX
Nol8__CPX,Nipbl__CPX
Nol8__CPX,Baz1b__CPX
Nol8__CPX,9530026P05Rik__CPX
Nol8__CPX,Ralgapa2__CPX
Nol8__CPX,Dhx36__CPX
Nol8__CPX,Fxr1__CPX
Nol8__CPX,Gxylt1__CPX
Nol8__CPX,Mansc4__CPX
Nol8__CPX,Mpp7__CPX
Nol8__CPX,Ccdc186__CPX
Ap3b1__CPX,Rpl37__CPX
Ap3b1__CPX,Tulp4__CPX
Ap3b1__CPX,Wbp4__CPX
Ap3b1__CPX,Setx__CPX
Ap3b1__CPX,Phf3__CPX
Ap3b1__CPX,Pcmtd1__CPX
Ap3b1__CPX,Mafg__CPX
Ap3b1__CPX,B230219D22Rik__CPX
Ap3b1__CPX,Setbp1__CPX
Ap3b1__CPX,Vps36__CPX
Pdcd4__CPX,Gnas__CPX
Pdcd4__CPX,Evi5__CPX
Pdcd4__CPX,Jph1__CPX
Pdcd4__CPX,Brd4__CPX
Pdcd4__CPX,Dlgap4__CPX
Adprh__CPX,Bcat1__CPX
Adprh__CPX,Mafg__CPX
Adprh__CPX,Cnih2__CPX
Dipk1a__CPX,Sema6a__CPX
Wasl__CPX,Ergic2__CPX
Wasl__CPX,Psip1__CPX
Wasl__CPX,Ccdc88a__CPX
Wasl__CPX,Arid4a__CPX
Wasl__CPX,Top1__CPX
Wasl__CPX,Itch__CPX
Wasl__CPX,Golm2__CPX
Wasl__CPX,Tpr__CPX
Wasl__CPX,Wbp4__CPX
Wasl__CPX,Snora35__CPX
Wasl__CPX,Nkapd1__CPX
Wasl__CPX,Evi5__CPX
Wasl__CPX,Frg1__CPX
Wasl__CPX,Clpp__CPX
Wasl__CPX,Nipbl__CPX
Wasl__CPX,Phf3__CPX
Wasl__CPX,Slc22a17__CPX
Wasl__CPX,Enpp5__CPX
Wasl__CPX,Fgfr1op2__CPX
Wasl__CPX,Fhad1__CPX
Wasl__CPX,Efhb__CPX
Wasl__CPX,Luzp1__CPX
Wasl__CPX,Ash1l__CPX
Wasl__CPX,Pcmtd1__CPX
Wasl__CPX,Mafg__CPX
Wasl__CPX,Qser1__CPX
Wasl__CPX,B230219D22Rik__CPX
Wasl__CPX,Rad50__CPX
Wasl__CPX,Fxr1__CPX
Wasl__CPX,Rif1__CPX
Wasl__CPX,Mansc4__CPX
Wasl__CPX,Cep290__CPX
Wasl__CPX,Setbp1__CPX
Wasl__CPX,Pja2__CPX
Wasl__CPX,Fer__CPX
Wasl__CPX,Kif21a__CPX
Wasl__CPX,Phactr2__CPX
Wasl__CPX,Smarca5__CPX
Wasl__CPX,Gtpbp4__CPX
Wasl__CPX,Ccdc186__CPX
Wasl__CPX,Sufu__CPX
Wasl__CPX,Shoc2__CPX
Wasl__CPX,Vps36__CPX
Gsk3b__CPX,Tmem161b__CPX
Gsk3b__CPX,Tulp4__CPX
Gsk3b__CPX,Wbp4__CPX
Gsk3b__CPX,Phf3__CPX
Gsk3b__CPX,Hip1__CPX
Gsk3b__CPX,Luzp1__CPX
Gsk3b__CPX,Pcmtd1__CPX
Gsk3b__CPX,Mafg__CPX
Gsk3b__CPX,B230219D22Rik__CPX
Gsk3b__CPX,Pja2__CPX
Gsk3b__CPX,Fer__CPX
Gsk3b__CPX,Fcho2__CPX
Gsk3b__CPX,Smarca5__CPX
Gsk3b__CPX,Ccdc186__CPX
Gsk3b__CPX,Ehd1__CPX
Gm9920__CPX,Col8a1__CPX
Gm9920__CPX,Mef2a__CPX
Sp4__CPX,Mansc4__CPX
Gstm6__CPX,Strada__CPX
Dok1__CPX,Shfl__CPX
1700125H03Rik__CPX,Mansc4__CPX
1700125H03Rik__CPX,Cerkl__CPX
1700125H03Rik__CPX,Kif21a__CPX
D630036H23Rik__CPX,A430108G06Rik__CPX
D630036H23Rik__CPX,Tm9sf3__CPX
Rwdd3__CPX,Gm43360__CPX
Stk26__CPX,Sh3bgrl__CPX
Pomgnt1__CPX,Opa1__CPX
Pomgnt1__CPX,Suclg2__CPX
Ergic2__CPX,Psip1__CPX
Ergic2__CPX,Sntb2__CPX
Ergic2__CPX,Ccdc88a__CPX
Ergic2__CPX,Irak1bp1__CPX
Ergic2__CPX,Arid4a__CPX
Ergic2__CPX,Top1__CPX
Ergic2__CPX,Dstn__CPX
Ergic2__CPX,Rdx__CPX
Ergic2__CPX,Itch__CPX
Ergic2__CPX,Golm2__CPX
Ergic2__CPX,Tmem161b__CPX
Ergic2__CPX,Tpr__CPX
Ergic2__CPX,Nkapd1__CPX
Ergic2__CPX,Frg1__CPX
Ergic2__CPX,Clpp__CPX
Ergic2__CPX,Nipbl__CPX
Ergic2__CPX,Phf3__CPX
Ergic2__CPX,Enpp5__CPX
Ergic2__CPX,Fgfr1op2__CPX
Ergic2__CPX,Fhad1__CPX
Ergic2__CPX,Efhb__CPX
Ergic2__CPX,Baz1b__CPX
Ergic2__CPX,Luzp1__CPX
Ergic2__CPX,Ash1l__CPX
Ergic2__CPX,Qser1__CPX
Ergic2__CPX,B230219D22Rik__CPX
Ergic2__CPX,Rad50__CPX
Ergic2__CPX,Camk1d__CPX
Ergic2__CPX,Fxr1__CPX
Ergic2__CPX,Rif1__CPX
Ergic2__CPX,Mansc4__CPX
Ergic2__CPX,Cep290__CPX
Ergic2__CPX,Mpp7__CPX
Ergic2__CPX,Fer__CPX
Ergic2__CPX,Kif21a__CPX
Ergic2__CPX,Phactr2__CPX
Ergic2__CPX,Gtpbp4__CPX
Ergic2__CPX,Ccdc186__CPX
Ergic2__CPX,Ccar1__CPX
Ergic2__CPX,Slain2__CPX
Rhob__CPX,Setx__CPX
Rhob__CPX,Dlg4__CPX
Rhob__CPX,Ubc__CPX
Rhob__CPX,Zfp1007__CPX
Dbpht2__CPX,Fam98b__CPX
5730455P16Rik__CPX,Phf3__CPX
5730455P16Rik__CPX,Ash1l__CPX
5730455P16Rik__CPX,Mansc4__CPX
5730455P16Rik__CPX,Fer__CPX
Tkt__CPX,Psmd3__CPX
Tkt__CPX,Opa1__CPX
Tkt__CPX,Atp6v1f__CPX
Tkt__CPX,Ilvbl__CPX
Tkt__CPX,Mtrex__CPX
Tkt__CPX,Ganab__CPX
Tkt__CPX,Rad54l2__CPX
Bhlhe41__CPX,4933439K11Rik__CPX
Zhx1__CPX,Dstn__CPX
Zhx1__CPX,Vps13b__CPX
Hsdl2__CPX,Sema3g__CPX
Psmd3__CPX,Opa1__CPX
Psmd3__CPX,Atp6v1f__CPX
Psmd3__CPX,Dcaf12l1__CPX
Psmd3__CPX,Ptk2b__CPX
Psmd3__CPX,Ubc__CPX
Psmd3__CPX,Erbin__CPX
Psmd3__CPX,Ganab__CPX
Psmd3__CPX,Acbd4__CPX
Magix__CPX,Gsta4__CPX
Opa1__CPX,Zfp768__CPX
Opa1__CPX,Tnfrsf1b__CPX
Opa1__CPX,Ap3s2__CPX
Opa1__CPX,Crygn__CPX
Gprc5c__CPX,Atp6v1f__CPX
Gprc5c__CPX,Stxbp4__CPX
Gprc5c__CPX,Cnnm4__CPX
Psip1__CPX,Ccdc88a__CPX
Psip1__CPX,Pi4ka__CPX
Psip1__CPX,Arid4a__CPX
Psip1__CPX,Top1__CPX
Psip1__CPX,Ildr2__CPX
Psip1__CPX,Rdx__CPX
Psip1__CPX,Tpr__CPX
Psip1__CPX,Nkapd1__CPX
Psip1__CPX,Frg1__CPX
Psip1__CPX,Nipbl__CPX
Psip1__CPX,Brd4__CPX
Psip1__CPX,Phf3__CPX
Psip1__CPX,Enpp5__CPX
Psip1__CPX,Fgfr1op2__CPX
Psip1__CPX,Fhad1__CPX
Psip1__CPX,Efhb__CPX
Psip1__CPX,Luzp1__CPX
Psip1__CPX,Ash1l__CPX
Psip1__CPX,Qser1__CPX
Psip1__CPX,Rad50__CPX
Psip1__CPX,Gxylt1__CPX
Psip1__CPX,Cep290__CPX
Psip1__CPX,Setbp1__CPX
Psip1__CPX,Fer__CPX
Psip1__CPX,Kif21a__CPX
Psip1__CPX,Gtpbp4__CPX
Psip1__CPX,Ccdc186__CPX
Zfp36l2__CPX,Samd14__CPX
Zfp36l2__CPX,Irak3__CPX
Zfp36l2__CPX,Ide__CPX
Zfp36l2__CPX,Dync1h1__CPX
Zfp36l2__CPX,Pfn1__CPX
Iqgap2__CPX,Eif3g__CPX
Iqgap2__CPX,Sntb2__CPX
Iqgap2__CPX,Ccdc88a__CPX
Iqgap2__CPX,Top1__CPX
Iqgap2__CPX,Pbx1__CPX
Iqgap2__CPX,Ildr2__CPX
Iqgap2__CPX,Rdx__CPX
Iqgap2__CPX,Cltb__CPX
Iqgap2__CPX,Nkapd1__CPX
Iqgap2__CPX,Frg1__CPX
Iqgap2__CPX,Nipbl__CPX
Iqgap2__CPX,Vangl1__CPX
Iqgap2__CPX,Ash1l__CPX
Iqgap2__CPX,Lrp2bp__CPX
Iqgap2__CPX,Rif1__CPX
Iqgap2__CPX,Cep290__CPX
Iqgap2__CPX,Ccdc186__CPX
Gnas__CPX,Ahcyl2__CPX
Ccdc33__CPX,Perm1__CPX
Eif3g__CPX,Top1__CPX
Eif3g__CPX,Pbx1__CPX
Eif3g__CPX,Rdx__CPX
Eif3g__CPX,Dbndd1__CPX
Eif3g__CPX,Cct4__CPX
Eif3g__CPX,Vangl1__CPX
Eif3g__CPX,Cep290__CPX
Lrrc8a__CPX,Asb8__CPX
Lrrc8a__CPX,Rpl37__CPX
Lrrc8a__CPX,Csnk1a1__CPX
Lrrc8a__CPX,Nsg2__CPX
Lrrc8a__CPX,B230219D22Rik__CPX
Lrrc8a__CPX,Pja2__CPX
Sntb2__CPX,Bcat1__CPX
Sntb2__CPX,Ccdc88a__CPX
Sntb2__CPX,Arid4a__CPX
Sntb2__CPX,Top1__CPX
Sntb2__CPX,Dstn__CPX
Sntb2__CPX,Ildr2__CPX
Sntb2__CPX,Itch__CPX
Sntb2__CPX,Golm2__CPX
Sntb2__CPX,Tpr__CPX
Sntb2__CPX,Frg1__CPX
Sntb2__CPX,Clpp__CPX
Sntb2__CPX,Nipbl__CPX
Sntb2__CPX,Phf3__CPX
Sntb2__CPX,Fgfr1op2__CPX
Sntb2__CPX,Fhad1__CPX
Sntb2__CPX,Baz1b__CPX
Sntb2__CPX,Ash1l__CPX
Sntb2__CPX,Lrp6__CPX
Sntb2__CPX,B230219D22Rik__CPX
Sntb2__CPX,Rad50__CPX
Sntb2__CPX,Rif1__CPX
Sntb2__CPX,Cep290__CPX
Sntb2__CPX,Mpp7__CPX
Sntb2__CPX,Hlf__CPX
Sntb2__CPX,Kif21a__CPX
Sntb2__CPX,Phactr2__CPX
Sntb2__CPX,Shoc2__CPX
Armcx2__CPX,Asb8__CPX
Alkbh6__CPX,Flvcr1__CPX
Gm25517__CPX,Clcn2__CPX
Mtpn__CPX,Slc25a16__CPX
Mtpn__CPX,Icam4__CPX
Mtpn__CPX,Isg15__CPX
Mtpn__CPX,Pfn1__CPX
Mtpn__CPX,Serpinb8__CPX
Gm43360__CPX,G2e3__CPX
Cdc14a__CPX,Guk1__CPX
Cdc14a__CPX,Ildr2__CPX
Cdc14a__CPX,Synm__CPX
Cdc14a__CPX,Col8a1__CPX
Cdc14a__CPX,Lrp6__CPX
Cdc14a__CPX,Arrdc4__CPX
Cdc14a__CPX,Rad54l2__CPX
Shb__CPX,B230219D22Rik__CPX
Bcat1__CPX,Mpp7__CPX
Tada1__CPX,Irak3__CPX
Tada1__CPX,Psmg3__CPX
Tada1__CPX,Tm9sf3__CPX
Tada1__CPX,Pard6a__CPX
Tmem229b__CPX,2610020C07Rik__CPX
Samd14__CPX,Gm5141__CPX
Samd14__CPX,Cnih2__CPX
Samd14__CPX,Dlg4__CPX
Ccdc88a__CPX,Pi4ka__CPX
Ccdc88a__CPX,Arid4a__CPX
Ccdc88a__CPX,Top1__CPX
Ccdc88a__CPX,Ildr2__CPX
Ccdc88a__CPX,Rdx__CPX
Ccdc88a__CPX,Golm2__CPX
Ccdc88a__CPX,Tmem161b__CPX
Ccdc88a__CPX,Tpr__CPX
Ccdc88a__CPX,Nkapd1__CPX
Ccdc88a__CPX,Frg1__CPX
Ccdc88a__CPX,Clpp__CPX
Ccdc88a__CPX,Cep57__CPX
Ccdc88a__CPX,Nipbl__CPX
Ccdc88a__CPX,Phf3__CPX
Ccdc88a__CPX,Enpp5__CPX
Ccdc88a__CPX,Fgfr1op2__CPX
Ccdc88a__CPX,Fhad1__CPX
Ccdc88a__CPX,Luzp1__CPX
Ccdc88a__CPX,Ash1l__CPX
Ccdc88a__CPX,Qser1__CPX
Ccdc88a__CPX,B230219D22Rik__CPX
Ccdc88a__CPX,Upf2__CPX
Ccdc88a__CPX,Rad50__CPX
Ccdc88a__CPX,Fxr1__CPX
Ccdc88a__CPX,Rif1__CPX
Ccdc88a__CPX,Cep290__CPX
Ccdc88a__CPX,Mpp7__CPX
Ccdc88a__CPX,Kpna3__CPX
Ccdc88a__CPX,Kif21a__CPX
Ccdc88a__CPX,Phactr2__CPX
Ccdc88a__CPX,Smarca5__CPX
Ccdc88a__CPX,Gtpbp4__CPX
Ccdc88a__CPX,Ccdc186__CPX
Ccdc88a__CPX,Ccar1__CPX
Pi4ka__CPX,Pbx1__CPX
Pi4ka__CPX,Vps13b__CPX
Pi4ka__CPX,Nipbl__CPX
Pi4ka__CPX,Phf3__CPX
Pi4ka__CPX,Ash1l__CPX
Pi4ka__CPX,Qser1__CPX
Pi4ka__CPX,Trabd__CPX
Pi4ka__CPX,Rif1__CPX
Pi4ka__CPX,Cep290__CPX
Pi4ka__CPX,Ccdc186__CPX
Zfp768__CPX,Ap3s2__CPX
Zfp768__CPX,Ptk2b__CPX
Zfp768__CPX,Ganab__CPX
Zfp768__CPX,Pfn1__CPX
Suclg2__CPX,Tm9sf3__CPX
Suclg2__CPX,Pfn1__CPX
Irak1bp1__CPX,Wbp4__CPX
Irak1bp1__CPX,Evi5__CPX
Irak1bp1__CPX,Ofd1__CPX
Irak1bp1__CPX,Pcmtd1__CPX
Irak1bp1__CPX,Dhx36__CPX
Irak1bp1__CPX,Fxr1__CPX
Irak1bp1__CPX,Cnih2__CPX
Irak1bp1__CPX,Slc25a20__CPX
Irak1bp1__CPX,Shoc2__CPX
Arid4a__CPX,Top1__CPX
Arid4a__CPX,Dstn__CPX
Arid4a__CPX,Ildr2__CPX
Arid4a__CPX,Rdx__CPX
Arid4a__CPX,Golm2__CPX
Arid4a__CPX,Tmem161b__CPX
Arid4a__CPX,Synm__CPX
Arid4a__CPX,Tpr__CPX
Arid4a__CPX,Secisbp2l__CPX
Arid4a__CPX,Frg1__CPX
Arid4a__CPX,Nipbl__CPX
Arid4a__CPX,Phf3__CPX
Arid4a__CPX,Enpp5__CPX
Arid4a__CPX,Fgfr1op2__CPX
Arid4a__CPX,Fhad1__CPX
Arid4a__CPX,Baz1b__CPX
Arid4a__CPX,Luzp1__CPX
Arid4a__CPX,Ash1l__CPX
Arid4a__CPX,Pcmtd1__CPX
Arid4a__CPX,Qser1__CPX
Arid4a__CPX,B230219D22Rik__CPX
Arid4a__CPX,Rad50__CPX
Arid4a__CPX,Fxr1__CPX
Arid4a__CPX,Pten__CPX
Arid4a__CPX,Rif1__CPX
Arid4a__CPX,Cep290__CPX
Arid4a__CPX,Pja2__CPX
Arid4a__CPX,Zfp1007__CPX
Arid4a__CPX,Fer__CPX
Arid4a__CPX,Kif21a__CPX
Arid4a__CPX,Phactr2__CPX
Arid4a__CPX,Smarca5__CPX
Arid4a__CPX,Gtpbp4__CPX
Arid4a__CPX,Ccdc186__CPX
Guk1__CPX,Jph1__CPX
Guk1__CPX,Myof__CPX
Guk1__CPX,Fcho2__CPX
Guk1__CPX,Mef2a__CPX
Guk1__CPX,Spata13__CPX
Ino80c__CPX,Zmat5__CPX
Slc25a16__CPX,Tagln2__CPX
Rpl37__CPX,Atp5me__CPX
Rpl37__CPX,Evi5__CPX
Rpl37__CPX,Imp3__CPX
Rpl37__CPX,Smc4__CPX
Rpl37__CPX,Mafg__CPX
Rpl37__CPX,Dlg4__CPX
Rpl37__CPX,Tmem184c__CPX
Rpl37__CPX,Rad54l2__CPX
Rpl37__CPX,Ppfibp1__CPX
Rpl37__CPX,Sytl2__CPX
Rpl37__CPX,Stxbp4__CPX
Rpl37__CPX,Ehd1__CPX
Rpl37__CPX,Mef2a__CPX
Top1__CPX,Ildr2__CPX
Top1__CPX,Rdx__CPX
Top1__CPX,Golm2__CPX
Top1__CPX,Tpr__CPX
Top1__CPX,Ikzf5__CPX
Top1__CPX,Nkapd1__CPX
Top1__CPX,Cct4__CPX
Top1__CPX,Frg1__CPX
Top1__CPX,Clpp__CPX
Top1__CPX,Nipbl__CPX
Top1__CPX,Brd4__CPX
Top1__CPX,Phf3__CPX
Top1__CPX,Enpp5__CPX
Top1__CPX,Fgfr1op2__CPX
Top1__CPX,Fhad1__CPX
Top1__CPX,Ash1l__CPX
Top1__CPX,Dhx36__CPX
Top1__CPX,Lrp6__CPX
Top1__CPX,Qser1__CPX
Top1__CPX,Rad50__CPX
Top1__CPX,Mansc4__CPX
Top1__CPX,Cep290__CPX
Top1__CPX,Mpp7__CPX
Top1__CPX,Fer__CPX
Top1__CPX,Phactr2__CPX
Top1__CPX,Ccdc186__CPX
Top1__CPX,Ccar1__CPX
Top1__CPX,Cntn1__CPX
