ID,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS_73_REP_190124,DSS_76_REP_190124,DSS_77_REP_190124,DSS_T0.7_180124
GROUP,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0
Suberic acid,,16.37440114,14.33088115,12.88452541,15.40508811,12.38139677,12.63161934,13.99757221,13.87200625,16.21565555,17.80327182,,17.9359832
Succinic anhydride,19.35357576,19.66339577,17.5827007,19.13231529,,18.044121,18.54548502,18.044121,18.71327863,19.1046924,18.98218827,19.04700779,
Supraene,,,,,,,,,,13.15713936,13.79063524,,18.90071766
Syringaldehyde,28.13582064,28.6402584,28.51228501,28.39886823,28.75102047,28.86821949,28.51228501,28.97338374,28.51228501,28.75102047,28.86821949,29.69514395,29.55723865
"Tacrine, N-trimethylsilyl-",13.50305474,13.95929764,12.63161934,18.77329779,13.40026692,13.1883691,13.73358567,15.32315084,14.16260601,20.43082443,20.64118511,19.6296138,
"Talonic acid, gamma-lactone",23.16278385,21.50330639,21.22512679,21.60767614,22.33727444,22.50923693,21.98787119,20.7272631,22.23868736,24.95573488,,,23.28568076
Tartronic acid,4.682530017,2.735973415,5.783746064,3.58435789,7.427698688,7.368482017,7.368482017,4.245152454,3.58435789,9.465509781,9.372726265,11.72039354,14.33088115
Tetradecanenitrile,19.58767135,20.97790952,,22.85174109,,,19.16204886,20.85080801,19.31692204,,22.69162315,22.47089993,
"Thiazolo[4,5-f]quinoline, 2,9-dimethyl-",,,18.85979253,19.16204886,,17.54089682,,19.16204886,,,,,
Thymidine,22.73963344,23.39212426,23.54182311,23.82125404,24.34618777,23.96446494,23.63614346,23.39212426,23.8678347,24.88015798,25.74843576,24.67075898,
"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",20.01457992,19.68586337,,21.7246649,,,,,,23.00170775,22.27119795,22.73963344,
Tributyl acetylcitrate,16.3316947,18.18112051,16.79335043,16.21565555,17.80327182,18.62320953,17.75607908,15.76457147,18.74513236,,18.51017463,21.33081219,
Tricine,29.55723865,28.39886823,29.93870585,23.58583718,30.03081743,30.03081743,29.29902845,29.18307998,29.18307998,,,,
Triethanolamine,7.368482017,8.078487822,8.078487822,5.871401689,8.385594771,8.29113812,8.159372166,7.237424327,7.368482017,12.69235559,12.77266458,13.73358567,16.57853019
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",4.245152454,,,7.427698688,,6.985893041,,,4.245152454,12.12741999,11.51426793,12.98652375,
Trimethylsilyl 3-((trimethylsilyl)thio)propanoate,16.51427462,13.63504052,16.40086466,9.465509781,10.44768035,14.80210714,13.68069535,,16.13854448,18.18112051,18.52570434,18.74513236,20.18444468
Trimethylsilyl oct-2-enoate ,,,20.50238443,,20.59824708,20.69686746,20.57438847,21.90291854,20.26708188,19.66339577,,17.5827007,
Trimidox,18.58988478,18.42569287,19.45983311,17.51162721,19.21629041,19.40057334,19.51935504,19.6296138,18.36647083,,,,
Tris(trimethylsilyl)carbamate,27.16552195,27.73040421,27.5919616,27.73040421,27.5919616,27.87116446,27.5919616,27.44710764,27.73040421,27.05718357,27.25614284,26.19944442,28.26473762
Trisaminol,13.73358567,,16.57853019,15.12875857,14.2715785,13.83510942,15.55615121,13.90037658,13.2450436,14.8950131,17.03154309,17.33158696,18.11054733
L-Tyrosine,,,,,,,,,,18.62320953,19.58767135,19.66339577,21.47387464
Undecanedioic acid,7.694596559,,,,8.29113812,8.613126201,7.96736878,,,,,,
Uracil,22.02643659,22.14273214,23.58583718,25.23727152,25.18438279,22.96275538,25.18438279,24.73280573,23.00170775,24.73280573,24.34618777,24.53851433,23.75873838
Urea,,24.67075898,21.10323006,22.33727444,21.52830388,21.44846378,22.50923693,21.7246649,20.76419172,22.65283474,23.09652678,23.75873838,21.85387841
Uridine,10.91608404,12.24025415,8.385594771,13.61594474,11.78782103,10.29635512,10.87441187,10.68423951,9.917012155,14.33088115,15.9906091,17.17882994,16.89063007
Valylglycine,20.43082443,21.90291854,18.58988478,22.92354523,,,19.94786826,19.75725505,18.80444913,12.29674781,13.44785778,15.76457147,
Vanillylmandelic acid,,7.933656851,7.872950517,,,,15.91067079,7.872950517,,,,,16.21565555
Xylazine,23.71646045,22.65283474,23.47670795,23.16278385,24.95573488,22.55350385,23.71646045,24.34618777,23.47670795,23.63614346,23.31473498,23.71646045,25.34644722
Xylitol,,21.29634727,22.43801531,18.01194581,16.76385171,,21.85387841,21.98787119,22.07788483,,,,
"Xylonic acid, 2,3,4-tris-O-(trimethylsilyl)-, delta-lactone",12.57282838,11.84628039,14.0430583,9.372726265,13.29952427,13.58682918,13.63504052,13.1883691,11.78782103,16.76385171,16.97862928,17.20808923,16.97862928
Xylose,,,,,7.540516501,,,,,13.5523728,,,17.09824797
