,DSS_73_090224,DSS_76_090224,DSS_B896_090224,DSS_T0.7_090224,DSS_T0.8_090224,3297_VECPAC_190224,3679_VECPAC_190224,3681_VECPAC_190224,935_CTR_LPS_CSF_070224,936_CTR_LPS_CSF_070224_2,937_CTR_LPS_CSF_070224,941_CTR_LPS_CSF_070224,942_CTR_LPS_CSF_070224,943_CTR_LPS_CSF_070224
1-(Cyclohexylmethyl)-4-piperidinylamine,,14.91150018039568,15.925482683255618,,7.5486253233047425,,15.794924887690241,13.17498269461429,14.021419364841742,8.64390924178897,10.101353297214947,,12.73466395698144,11.053448878828174
1-(tert-Butyldimethylsilyl)-4-methyl-1H-pyrazole,18.87000098295748,18.527065735233002,18.816900848646988,19.236639097669983,18.145516841146943,18.929456495102794,18.76637914203081,18.87000098295748,18.40008695193352,18.76637914203081,18.527065735233002,18.964499198463745,18.40008695193352,18.40008695193352
"1,2,4-Butanetriol, (S)",,,,,,,,,,17.420656950089175,,,,
"1,2-Benzenedicarboxylic acid, butyl octyl ester",,,,,,,26.06651650878252,,,,,,,
"1,2-Bis(trimethylsiloxy)cyclohexene",,,19.90628699179653,,17.044039991717742,,,17.605330159289814,,,,,,
"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",12.340219003345359,,,11.999708944648896,13.019379474962212,,,,,,,8.64390924178897,,
"1,2-Cyclohexanediol, (Z)",17.259371352214917,16.267931772699097,17.313901308851932,17.259371352214917,16.548397760488008,18.994720196960333,19.12715709241501,,16.649394651426014,17.259371352214917,16.894290018224726,16.649394651426014,16.78619280811605,16.548397760488008
"1,3-Butanediamine",,,,,,26.023750424771674,,,,,,,,
"1,3-Oxazolidine, 2,5-diphenyl-4-methyl-, trans-",27.92524459775121,28.139723574834868,28.139723574834868,28.73936053878384,27.78907181958203,27.78907181958203,27.439594575526513,28.139723574834868,28.504702814838293,27.439594575526513,27.706069701939082,28.504702814838293,28.022288157553156,28.022288157553156
"1,3-Propanediol",,,,,,,,,,,,,,
10-Undecynoic acid,,,,,,,,,16.027442504336406,,,,,
"13-Docosenamide, (Z)",,,,,,,,,15.564115838261685,,,,16.548397760488008,16.894290018224726
1-Butanol,26.8471068534773,,,27.92524459775121,27.084943944408092,26.567254262059528,,27.084943944408092,26.779800290688794,26.45236086775373,,,,
"1-Heptanol, 2-propyl-",,,,,,,,,20.776972835570746,21.03415127487163,19.90628699179653,20.437043584347983,20.776972835570746,20.060474603176946
1-Hexacosanol,,,,,,,,,,,,,,
1-Octadecanol,13.019379474962212,,10.589741767314072,,3.026346101989217,,11.73344589311528,,6.637474595960846,11.432133533201073,6.033603261326803,10.101353297214947,8.959893012120766,
"1-Octanol, 2-butyl-",26.023750424771674,25.6563659490016,25.96252317418443,26.200929917790297,25.792817913981178,24.491789288861316,23.53191592986123,25.313618060977973,25.491807134917025,25.491807134917025,25.050447238005177,26.269939079141064,25.792817913981178,25.050447238005177
"1-Pentene, 1,3-diphenyl-1-(trimethylsilyloxy)-",,,,,33.78547332532239,,36.988835603124244,,,,,36.317196840651846,36.988835603124244,
"2(1H)-Quinolinone, 3-[3-(4-methoxyphenyl)-1-oxo-2-propen-1-yl]-4-phenyl",,,,,,,,,,,,,4.918347381516455,
"2(5H)-Furanone, 4-(hydroxymethyl)",18.527065735233002,18.76637914203081,18.76637914203081,18.964499198463745,18.929456495102794,19.977070348849676,19.55840932952848,19.90628699179653,18.47862430573336,19.511528355008892,18.697253042531315,18.090663406345644,19.511528355008892,19.311341046599278
"2-(Ethylamino)ethanol, N-acetyl",32.65987336076064,32.65987336076064,32.00781944442083,32.65987336076064,31.668951186609984,31.668951186609984,32.65987336076064,32.65987336076064,33.78547332532239,32.65987336076064,31.21036514314471,31.668951186609984,31.21036514314471,31.21036514314471
2-(Methylamino)ethanol,26.200929917790297,26.387010738920857,26.124112340107267,27.004989997162102,25.741137750046672,26.387010738920857,25.792817913981178,26.567254262059528,26.567254262059528,26.651849462366915,25.96252317418443,26.567254262059528,26.269939079141064,17.73101607564761
"2,2'-Bipyridine",21.566275994088834,21.36156896985457,21.278227382097498,21.566275994088834,20.85775323035948,21.63965483051689,21.42405899916408,21.36156896985457,21.151328125650927,21.566275994088834,20.6292687562774,21.36156896985457,21.151328125650927,20.437043584347983
"2,3-Butanediol, O-(trimethylsilyl)-, monoacetate",15.564115838261685,18.007855678299716,17.79122014145856,17.96713333278627,17.79122014145856,18.40008695193352,18.929456495102794,18.090663406345644,17.128341573761485,18.572420897099427,17.313901308851932,,17.79122014145856,17.79122014145856
"2,3-Dihydroxybutanoic acid",30.370043719919497,,33.78547332532239,33.78547332532239,32.00781944442083,,26.567254262059528,32.00781944442083,32.65987336076064,,30.7823453433383,29.976899253025323,30.942609521468622,
"2',3'-Di-O-acetyladenosine",,,,6.033603261326803,2.229733197380392e-06,,6.033603261326803,5.7610837394771846,,3.026346101989217,0.5989360822462241,,,1.8466198968201704
"2,4,4'-Trihydroxybenzophenone",20.6292687562774,19.977070348849676,19.977070348849676,20.239280036683237,18.206837600992994,19.236639097669983,19.044780457273152,18.964499198463745,18.816900848646988,19.977070348849676,19.311341046599278,20.85775323035948,20.159049269761585,19.236639097669983
"2,4,6-Cycloheptatrien-1-one",22.10136387655403,,24.69908251133796,,23.953297105679837,23.82958488643099,25.140663431027427,23.920579189958964,,,,26.651849462366915,22.262186034564476,22.991190162689342
"2,4-Dihydroxyacetophenone",,,,,,,,26.45236086775373,,,,,,
"2,4-Dimethoxybenzaldoxime",,,,,,,,19.236639097669983,17.73101607564761,20.437043584347983,,,,
"2,4-Di-tert-butylphenol",23.417291798715073,23.072538359028545,22.991190162689342,23.53191592986123,22.81629933915454,22.991190162689342,23.072538359028545,22.76118107855382,,,,19.236639097669983,,
"2,4-Imidazolidinedione, 5,5-dimethyl",22.663346963173684,20.85775323035948,20.349076790547734,21.278227382097498,18.47862430573336,18.007855678299716,19.82917893481498,13.487298878543296,19.977070348849676,19.82917893481498,19.977070348849676,22.663346963173684,18.929456495102794,18.816900848646988
"2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole",21.42405899916408,20.437043584347983,19.511528355008892,18.572420897099427,,17.96713333278627,20.53009211757007,,20.060474603176946,19.12715709241501,20.159049269761585,21.03415127487163,18.299161313868307,16.700122639813483
"2,5-Dimethoxybenzhydrazide",22.60513085670781,24.304911461865277,25.248245599251963,25.313618060977973,25.404802973180967,25.140663431027427,,25.404802973180967,23.584213588252027,24.952119430962735,24.617441356369007,23.77270330773383,25.58298494600797,25.792817913981178
"2,5-Dimethoxybenzonitrile",19.044780457273152,19.55840932952848,20.53009211757007,21.151328125650927,20.6292687562774,20.53009211757007,20.060474603176946,21.03415127487163,19.044780457273152,20.944682697362236,19.82917893481498,19.192546564593975,20.85775323035948,20.349076790547734
"2,5-Dimethoxyphenol",22.54252442178061,22.991190162689342,23.870386627878066,24.241680361020343,23.99000942053065,23.584213588252027,22.336032499821254,24.419963405671634,22.60513085670781,23.072538359028545,23.53191592986123,23.35257549176473,23.99000942053065,24.187462616991436
"2',5'-Dimethoxypropiophenone",24.419963405671634,25.050447238005177,25.6563659490016,26.341187662588105,26.45236086775373,25.491807134917025,25.58298494600797,26.341187662588105,24.617441356369007,25.96252317418443,24.952119430962735,24.13416838153767,25.741137750046672,26.023750424771674
"2,6-di-tert-Butyl-4-(dimethylaminomethyl)phenol",21.278227382097498,21.9535073039897,,,20.349076790547734,21.811268708817973,21.151328125650927,20.437043584347983,21.566275994088834,21.36156896985457,20.776972835570746,21.278227382097498,,
"2-Allyl-1,4-dimethoxybenzene",25.491807134917025,25.491807134917025,25.58298494600797,26.023750424771674,25.58298494600797,25.741137750046672,25.96252317418443,25.58298494600797,25.792817913981178,25.89217197325309,25.248245599251963,25.140663431027427,25.404802973180967,25.6563659490016
2-Amino-4-methylbenzophenone,16.894290018224726,18.40008695193352,17.96713333278627,18.007855678299716,19.192546564593975,18.697253042531315,18.47862430573336,19.044780457273152,15.794924887690241,18.87000098295748,18.76637914203081,,18.816900848646988,19.55840932952848
2-Aminoquinolin-8-ol,,,,,24.13416838153767,,22.430766960994436,,,,,,,24.491789288861316
2-Butanol,,,,,,,,,,,,,,
2-Buten-1-ol,,17.313901308851932,21.151328125650927,20.715974098065832,,21.36156896985457,,20.349076790547734,,,,20.6292687562774,,20.776972835570746
"2-Butene-1,4-diol",,,20.6292687562774,16.38716185479659,,,,,16.38716185479659,17.79122014145856,,16.954735439681233,16.700122639813483,
2-Butenedioic acid,22.991190162689342,25.741137750046672,24.491789288861316,25.248245599251963,25.140663431027427,25.6563659490016,25.050447238005177,,26.8471068534773,25.248245599251963,24.361767611067528,25.792817913981178,26.567254262059528,25.58298494600797
"2-Butenoic acid, 3-[(tert-butyldimethylsilyl)oxy]",24.791158461587774,26.341187662588105,26.341187662588105,26.50296267227539,26.96160059936936,26.124112340107267,26.124112340107267,25.96252317418443,26.269939079141064,26.567254262059528,26.124112340107267,24.854862067442433,26.50296267227539,26.651849462366915
2-Butoxyethanol,15.925482683255618,13.019379474962212,14.22183651652919,15.564115838261685,11.053448878828174,16.78619280811605,15.925482683255618,11.432133533201073,1.8466198968201704,14.77794148459306,13.487298878543296,14.22183651652919,14.91150018039568,13.17498269461429
2-Cyanobenzaldehyde,,,,,,,,27.004989997162102,25.313618060977973,26.269939079141064,24.791158461587774,25.89217197325309,,26.06651650878252
"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)",19.36205780789064,19.723751953711417,19.82917893481498,18.87000098295748,19.41868971884918,19.41868971884918,20.239280036683237,19.626871308510992,19.236639097669983,,19.511528355008892,19.791251716821705,19.12715709241501,18.572420897099427
"2-Cyclohexen-1-one, 3-methyl-",18.929456495102794,20.6292687562774,21.49512426745769,22.017772579784815,21.278227382097498,20.159049269761585,20.349076790547734,20.239280036683237,19.90628699179653,21.63965483051689,20.349076790547734,19.55840932952848,21.811268708817973,21.36156896985457
2-Decanol,19.236639097669983,18.697253042531315,18.697253042531315,19.192546564593975,18.007855678299716,18.964499198463745,,18.572420897099427,18.572420897099427,,18.47862430573336,18.87000098295748,18.527065735233002,18.007855678299716
2-Ethyl-1-butanol,,19.90628699179653,20.85775323035948,,20.437043584347983,,,,,21.811268708817973,20.944682697362236,,,21.278227382097498
2-Ethylhexanoic acid,26.50296267227539,26.567254262059528,26.567254262059528,26.567254262059528,26.06651650878252,26.45236086775373,26.50296267227539,26.023750424771674,26.651849462366915,26.96160059936936,26.341187662588105,26.50296267227539,26.387010738920857,26.50296267227539
2-Ethylhexanol,,,,,,,,,,,,19.36205780789064,,
"2-Furancarbodithioic acid, methyl ester",,,,,,,,,,,,,,
2-Furoic acid,17.313901308851932,16.207484324420978,17.044039991717742,17.128341573761485,15.684213392506413,17.420656950089175,17.73101607564761,17.917954706335404,,17.504940337930993,17.044039991717742,16.38716185479659,,16.027442504336406
2-Hexanol,24.241680361020343,26.269939079141064,25.741137750046672,25.792817913981178,26.50296267227539,26.269939079141064,26.387010738920857,25.89217197325309,26.124112340107267,,25.6563659490016,,26.124112340107267,26.341187662588105
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",14.22183651652919,7.5486253233047425,,13.019379474962212,4.357485352481382,13.019379474962212,11.999708944648896,13.019379474962212,6.033603261326803,11.999708944648896,8.203468926465137,8.203468926465137,10.589741767314072,7.5486253233047425
"2-Hydroxy-2',4',6'-trimethoxychalcone",,,,,,,,,,,5.7610837394771846,8.959893012120766,,
2-Hydroxy-3-methylbutyric acid,13.487298878543296,5.4519271051056934,8.959893012120766,10.589741767314072,2.0053360546098284,12.73466395698144,,8.203468926465137,5.4519271051056934,8.959893012120766,6.637474595960846,3.026346101989217,8.64390924178897,6.033603261326803
"2-Hydroxymethyl-17alpha-methylandrosta-1,4-diene-11alpha,17beta-diol-3-one",,,,,,,,,,,,,,
2-Isopropyl-5-methyl-1-heptanol,,28.73936053878384,,,,,28.139723574834868,27.78907181958203,,,,,,
"2-Methyl-1,3-butanediol",23.53191592986123,22.92787490413422,22.81629933915454,23.072538359028545,22.262186034564476,23.222075930761207,22.92787490413422,22.60513085670781,23.072538359028545,22.991190162689342,22.81629933915454,22.60513085670781,22.60513085670781,22.663346963173684
2-Methyl-3-pentanol,,15.794924887690241,16.700122639813483,18.090663406345644,,,,,15.39656988471546,17.128341573761485,15.02985544620005,,17.504940337930993,16.78619280811605
"2-Methylcyclohexanol, (Z)",17.96713333278627,16.78619280811605,16.954735439681233,16.954735439681233,15.564115838261685,17.044039991717742,17.79122014145856,17.73101607564761,14.91150018039568,16.954735439681233,15.267001008214582,15.564115838261685,15.39656988471546,14.91150018039568
"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",,21.89766089201072,21.89766089201072,,21.42405899916408,,,,21.9535073039897,,22.262186034564476,,22.54252442178061,22.10136387655403
2-Naphthol,17.917954706335404,15.925482683255618,16.267931772699097,16.78619280811605,15.267001008214582,16.894290018224726,16.894290018224726,16.954735439681233,15.925482683255618,16.207484324420978,16.38716185479659,17.420656950089175,16.207484324420978,15.925482683255618
2-Norbornanemethanol,,,,,25.89217197325309,,,,24.491789288861316,23.417291798715073,,,,
"2-Oxiraneethanol, 2-t-butyldimethysilyloxymethyl- acetate",,,,,,,,,18.964499198463745,,,,,
2-Pentadecanone,10.589741767314072,1.8466198968201704,5.2319467103497415,7.5486253233047425,0.3939723285303532,10.101353297214947,7.5486253233047425,7.5486253233047425,2.0053360546098284,4.357485352481382,1.8466198968201704,4.357485352481382,4.357485352481382,2.6473235787985914
"2-Pivaloyl-1,3-indandione",,,,,,,,,,,,,,
2-Propyl-1-pentanol,,20.715974098065832,23.35257549176473,23.29594091395716,22.430766960994436,,23.584213588252027,23.484143310267747,20.6292687562774,18.994720196960333,22.991190162689342,23.484143310267747,23.417291798715073,23.222075930761207
2-Pyrrolidone-5-carboxylic acid,28.597049460306497,29.43670460039806,29.43670460039806,31.668951186609984,29.43670460039806,28.73936053878384,29.754289059653733,29.43670460039806,29.754289059653733,30.7823453433383,29.43670460039806,27.60464096162688,29.199493510442178,30.172391027732196
"2-Thiophenecarboxylic acid, 4-cyanophenyl ester",,,,,,,,,,,,,,
"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",19.41868971884918,20.776972835570746,21.63965483051689,21.811268708817973,21.70761198277439,21.42405899916408,20.159049269761585,21.278227382097498,19.82917893481498,21.49512426745769,21.03415127487163,20.159049269761585,21.89766089201072,22.017772579784815
3-(4-Methoxyphenyl)coumarin,,,,,,,15.564115838261685,,21.49512426745769,,19.044780457273152,17.128341573761485,,
"3,3-Bis{4-[(trimethylsilyl)oxy]phenyl}-2-benzofuran-1(3H)-one",,,,,,,,,,,32.00781944442083,,,
"3,3-Dimethylacrylic acid",,,,,22.336032499821254,,,20.85775323035948,,,21.70761198277439,22.54252442178061,,
"3,4-Dihydroxybenzaldehyde",,,,,,23.29594091395716,24.854862067442433,23.151992757960304,,,,,,
"3,4-Methylenedioxyamphetamine",27.78907181958203,,27.084943944408092,,,27.60464096162688,28.220824986859178,14.22183651652919,,28.220824986859178,26.45236086775373,,18.76637914203081,11.73344589311528
"3,5-Dimethoxy-4-(tert.-butyldimethylsilyl)oxybenzaldehyde",,,,,,,29.43670460039806,,,,,,,
"3,5-Dimethylphenol",15.794924887690241,12.73466395698144,14.021419364841742,14.91150018039568,11.432133533201073,15.684213392506413,16.207484324420978,15.925482683255618,,15.684213392506413,13.17498269461429,13.783405868376022,14.77794148459306,13.019379474962212
3-Amino-5-methylisoxazole,22.92787490413422,22.430766960994436,22.92787490413422,23.222075930761207,22.663346963173684,21.566275994088834,,21.9535073039897,22.336032499821254,21.89766089201072,22.54252442178061,23.417291798715073,23.222075930761207,22.430766960994436
3-Aminobenzoic acid,24.491789288861316,24.13416838153767,22.76118107855382,24.491789288861316,21.03415127487163,21.03415127487163,23.151992757960304,,23.953297105679837,23.99000942053065,24.304911461865277,24.241680361020343,21.278227382097498,21.811268708817973
3-Buten-2-one,18.816900848646988,17.605330159289814,17.73101607564761,18.206837600992994,17.128341573761485,18.090663406345644,19.236639097669983,19.36205780789064,16.894290018224726,18.299161313868307,16.954735439681233,17.96713333278627,17.605330159289814,17.313901308851932
3-Heptanol,,22.336032499821254,23.072538359028545,22.262186034564476,22.991190162689342,23.53191592986123,23.82958488643099,21.49512426745769,23.920579189958964,23.151992757960304,23.072538359028545,22.336032499821254,22.76118107855382,22.76118107855382
"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",11.73344589311528,0.9266751030624765,,,,,8.959893012120766,11.999708944648896,,,,7.5486253233047425,,
3-Hydroxymethyl-2-trimethylsilyloxypentane,,,,,13.17498269461429,,,,,13.487298878543296,11.999708944648896,12.340219003345359,14.6579166018199,13.783405868376022
3-Methyl-3-buten-1-ol,,,15.39656988471546,,16.027442504336406,15.267001008214582,,15.267001008214582,11.73344589311528,,15.39656988471546,,16.38716185479659,16.207484324420978
3-Nonene,,,,,,,,,,20.6292687562774,,,,
3-Phenyl oxindole,,,,,,,21.566275994088834,,,,,,,
"4,4'-Dichlorobenzophenone",,,,,,,,,,,,,,
"4,5-Dihydro-1H-pyrazole",,24.059471680211118,25.140663431027427,,25.248245599251963,,,22.663346963173684,,,,28.597049460306497,,
"4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol",21.811268708817973,21.811268708817973,20.944682697362236,21.9535073039897,20.53009211757007,20.944682697362236,22.10136387655403,21.811268708817973,21.70761198277439,20.159049269761585,21.36156896985457,21.49512426745769,21.36156896985457,19.626871308510992
4-Aminobutanoic acid,16.267931772699097,18.87000098295748,18.145516841146943,17.73101607564761,13.783405868376022,17.917954706335404,17.504940337930993,15.684213392506413,17.313901308851932,18.527065735233002,16.027442504336406,16.207484324420978,13.487298878543296,17.420656950089175
4-Hydroxybutanoic acid,,,,,,,,,,,,,,
4-Methoxyphenol,,26.651849462366915,,,28.504702814838293,26.779800290688794,26.651849462366915,28.220824986859178,,,28.504702814838293,27.92524459775121,28.139723574834868,27.78907181958203
"4-Methylquinoline-2,7-diol",,,,,,,,,,,,,,
4-Methylvaleric acid,18.994720196960333,19.36205780789064,19.791251716821705,18.929456495102794,18.40008695193352,18.87000098295748,18.994720196960333,18.697253042531315,19.12715709241501,,19.41868971884918,19.977070348849676,19.82917893481498,19.36205780789064
4-Oxohexanoic acid,19.511528355008892,18.816900848646988,18.87000098295748,19.626871308510992,18.090663406345644,19.55840932952848,19.723751953711417,19.511528355008892,19.192546564593975,20.53009211757007,,18.697253042531315,19.044780457273152,
"4-Phenyl-2,3-dihydro-1H-1,5-benzodiazepin-2-one",,,,,,,18.090663406345644,,,,,,,
4-tert-Butyldimethylsiloxy-3-penten-2-one,26.269939079141064,24.491789288861316,,,,,,,25.89217197325309,,25.140663431027427,26.06651650878252,,25.741137750046672
5-Aminovaleric acid,,,,,,,,,,,,,,
5-Azacytosine,18.47862430573336,17.79122014145856,18.527065735233002,18.697253042531315,16.700122639813483,19.311341046599278,17.420656950089175,18.929456495102794,17.67570612907752,18.929456495102794,18.007855678299716,18.145516841146943,18.145516841146943,18.527065735233002
"5-Chlorovaleric acid, nonyl ester",24.059471680211118,23.584213588252027,23.920579189958964,24.13416838153767,23.417291798715073,23.616437364521392,24.304911461865277,24.304911461865277,24.187462616991436,23.616437364521392,23.151992757960304,23.71999917837554,23.870386627878066,23.53191592986123
"5-Ethyl-1,3-dioxane-5-methanol, tert-butyldimethylsilyl ether",22.430766960994436,23.222075930761207,,21.36156896985457,22.54252442178061,22.663346963173684,23.953297105679837,22.81629933915454,23.29594091395716,24.361767611067528,22.76118107855382,,,19.723751953711417
5-Ethyl-5-methylnonadecane,,,,,,,,,,,,,,
5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone,16.700122639813483,36.317196840651846,16.10708189958663,26.96160059936936,,,,26.651849462366915,22.991190162689342,24.241680361020343,31.668951186609984,33.78547332532239,32.65987336076064,33.78547332532239
5-Nitroso-8-quinolinol,,23.71999917837554,24.187462616991436,,,,,23.222075930761207,,,,,23.584213588252027,23.584213588252027
"5-Nonanol, tert-butyldimethylsilyl ether",19.82917893481498,19.511528355008892,19.55840932952848,19.90628699179653,18.76637914203081,19.90628699179653,19.977070348849676,19.723751953711417,19.41868971884918,19.791251716821705,19.236639097669983,19.41868971884918,19.791251716821705,19.044780457273152
5-Oxohexanoic Acid,19.55840932952848,19.236639097669983,19.236639097669983,17.79122014145856,18.572420897099427,19.82917893481498,17.96713333278627,18.76637914203081,18.929456495102794,19.36205780789064,18.929456495102794,19.311341046599278,19.41868971884918,18.87000098295748
"6,7,4'-Trihydroxyisoflavone",17.73101607564761,17.044039991717742,16.894290018224726,17.313901308851932,16.10708189958663,17.67570612907752,18.007855678299716,17.96713333278627,16.207484324420978,16.78619280811605,16.207484324420978,17.79122014145856,16.954735439681233,16.38716185479659
"6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)",17.128341573761485,14.6579166018199,16.207484324420978,16.207484324420978,14.91150018039568,16.10708189958663,15.39656988471546,16.10708189958663,13.487298878543296,15.267001008214582,14.6579166018199,16.10708189958663,,
"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",25.792817913981178,25.792817913981178,26.06651650878252,,26.387010738920857,,22.991190162689342,,25.741137750046672,,,25.404802973180967,26.06651650878252,26.124112340107267
6-Methyluracil,20.85775323035948,19.626871308510992,19.36205780789064,20.53009211757007,17.73101607564761,17.79122014145856,19.36205780789064,17.044039991717742,19.626871308510992,19.311341046599278,19.626871308510992,20.53009211757007,17.313901308851932,16.954735439681233
6-Nitroveratryl alcohol,,,18.090663406345644,,,,,17.259371352214917,,,12.340219003345359,,18.47862430573336,17.848056725654924
6-Oxoheptanoic acid,21.36156896985457,21.278227382097498,21.36156896985457,21.42405899916408,20.776972835570746,21.49512426745769,21.49512426745769,20.944682697362236,20.85775323035948,21.70761198277439,20.53009211757007,21.63965483051689,21.42405899916408,20.944682697362236
"7(S),17(S)-Dihydroxy-8(E),10(Z),13(Z),15(E),19(Z)-docosapentaenoic acid",,,11.73344589311528,,,,,,,,,,,
7-Hydroxy-4-(methoxymethyl)coumarin,11.053448878828174,2.0053360546098284,,,,,8.203468926465137,,,4.918347381516455,2.0053360546098284,,5.2319467103497415,
8-Acetyl-7-hydroxycoumarin,,,,,,,,,,,,,,
8-Methylnonanoic acid,23.82958488643099,23.53191592986123,23.674356384455788,23.953297105679837,23.484143310267747,23.674356384455788,24.059471680211118,23.616437364521392,23.71999917837554,23.870386627878066,23.584213588252027,23.53191592986123,23.920579189958964,23.870386627878066
"9,12-Octadecadienoic acid (Z,Z)",,,,,23.82958488643099,,,,20.437043584347983,,,,,
9-Ethyl-N-(trimethylsilyl)-9H-carbazol-3-amine,,,,,,,,,,,,,,
"9H-Xanthen-9-one, 1-hydroxy-3,5,6-trimethoxy",,24.69908251133796,,,,,,,,,,,,
"9Z-Octadecenoic acid, (2S)-3-[(hydroxymercaptophosphinyl)oxy]-2-methoxypropyl ester ",15.684213392506413,,,,,17.848056725654924,,18.145516841146943,20.159049269761585,18.816900848646988,,15.267001008214582,20.349076790547734,17.605330159289814
Acetic acid,36.988835603124244,33.78547332532239,36.317196840651846,36.317196840651846,36.317196840651846,36.317196840651846,33.78547332532239,36.317196840651846,36.317196840651846,36.317196840651846,33.78547332532239,32.65987336076064,33.78547332532239,36.317196840651846
Aceturic acid,24.13416838153767,23.920579189958964,,24.854862067442433,24.241680361020343,23.072538359028545,23.674356384455788,23.77270330773383,22.92787490413422,24.187462616991436,21.89766089201072,23.674356384455788,23.53191592986123,24.617441356369007
Aconitic acid,23.99000942053065,24.617441356369007,23.584213588252027,23.99000942053065,24.304911461865277,24.241680361020343,24.617441356369007,24.69908251133796,24.419963405671634,25.792817913981178,24.241680361020343,24.059471680211118,25.140663431027427,24.419963405671634
Adenine,17.420656950089175,13.487298878543296,14.6579166018199,15.684213392506413,10.589741767314072,,14.6579166018199,,11.999708944648896,14.44344997303848,13.783405868376022,16.027442504336406,14.22183651652919,12.340219003345359
Adipic acid,,,,,,,,,,,,,,
Adipoyl-L-carnitine,18.145516841146943,,,19.044780457273152,17.605330159289814,24.617441356369007,,,22.81629933915454,23.222075930761207,,24.791158461587774,,
alpha-Hydroxyisobutyric acid,,14.77794148459306,15.794924887690241,15.925482683255618,,,,,8.64390924178897,13.17498269461429,11.053448878828174,10.589741767314072,13.783405868376022,12.73466395698144
Allylescaline,30.942609521468622,30.942609521468622,32.65987336076064,30.172391027732196,31.21036514314471,30.942609521468622,29.976899253025323,31.21036514314471,30.370043719919497,30.942609521468622,29.976899253025323,30.573336989554633,30.370043719919497,30.942609521468622
Aminoguanidine,,,,22.176682287677355,,,,,,,,,,
